severity,kind,curated_id,project_name,detail
high,message_subject_variant,BDS-CURATED-0029,Văn phòng tại khu đất 197 Lê Văn Sỹ cập nhật Hệ số sử dụng đất mới 9,"Tên chứa từ khóa tiêu đề báo cáo/phương án, cần gom dự án cha"
high,message_subject_variant,BDS-CURATED-0112,Vương Bảo Long (kèm đánh giá pháp lý) *Hiện trạng,"Tên chứa từ khóa tiêu đề báo cáo/phương án, cần gom dự án cha"
high,multi_scenario_unstructured,BDS-CURATED-0112,Vương Bảo Long (kèm đánh giá pháp lý) *Hiện trạng,Có 5 quy mô/diện tích khác nhau nhưng chưa có scenario_data
high,message_subject_variant,BDS-CURATED-0197,Với phương án của mình trước là làm phân kh,"Tên chứa từ khóa tiêu đề báo cáo/phương án, cần gom dự án cha"
high,suspicious_shared_coordinate,BDS-CURATED-0197,Với phương án của mình trước là làm phân kh,Same coordinate is shared by many unrelated project names; verify before relying on map marker.
high,suspicious_shared_coordinate,BDS-CURATED-0113,Westgate của AnGia – 38 tr/m2 (vị trí trung tâm Huyện Bình Chánh) + Thấp hơn mức giá trung bình của Akari – Na,Same coordinate is shared by many unrelated project names; verify before relying on map marker.
high,suspicious_shared_coordinate,BDS-CURATED-0283,by Huy M - IM,Same coordinate is shared by many unrelated project names; verify before relying on map marker.
high,suspicious_shared_coordinate,BDS-CURATED-0284,bên mình đã đang follow nha a Huy Mai-PTDT Anh đã share hồ sơ cho em rồi nha,Same coordinate is shared by many unrelated project names; verify before relying on map marker.
high,message_subject_variant,BDS-CURATED-0198,cao tầng phải đầu tư 2–3 tầng hầm Trường hợp cần rà soát chi tiết và cập nhật chính xác hơn,"Tên chứa từ khóa tiêu đề báo cáo/phương án, cần gom dự án cha"
high,suspicious_shared_coordinate,BDS-CURATED-0088,cao tầng tại Trung tâm Quận 9 (TPHCM) với quy mô 3,Same coordinate is shared by many unrelated project names; verify before relying on map marker.
high,suspicious_shared_coordinate,BDS-CURATED-0199,cao tầng với,Same coordinate is shared by many unrelated project names; verify before relying on map marker.
high,multi_scenario_unstructured,BDS-CURATED-0334,chung cư Hải Sơn có diện tích đất 8,Có 4 quy mô/diện tích khác nhau nhưng chưa có scenario_data
high,suspicious_shared_coordinate,BDS-CURATED-0006,chung cư Thuận Nghiệp - DT743C,Same coordinate is shared by many unrelated project names; verify before relying on map marker.
high,multi_scenario_unstructured,BDS-CURATED-0041,chung cư Thành Lộc với tổng diện tích đất phù hợp quy hoạch để thực hiện dự án là 8,Có 7 quy mô/diện tích khác nhau nhưng chưa có scenario_data
high,suspicious_shared_coordinate,BDS-CURATED-0325,chung cư Việt An,no_reliable_coordinate; merged duplicate group needs coordinate review
high,multi_scenario_unstructured,BDS-CURATED-0325,chung cư Việt An,Có 4 quy mô/diện tích khác nhau nhưng chưa có scenario_data
high,suspicious_shared_coordinate,BDS-CURATED-0237,chung cư nhiều nhưng số lượng dự án và thị trường thì thấy Đà Nẵng có vẻ sôi động hơn à Nhưng condotel ở Đà Nẵ,Same coordinate is shared by many unrelated project names; verify before relying on map marker.
high,multi_scenario_unstructured,BDS-CURATED-0063,chung cư trên quy đất này có thể theo 2 hướng,Có 7 quy mô/diện tích khác nhau nhưng chưa có scenario_data
high,suspicious_shared_coordinate,BDS-CURATED-0238,chưa bàn giao nên chưa dc vào ở à,Same coordinate is shared by many unrelated project names; verify before relying on map marker.
high,suspicious_shared_coordinate,BDS-CURATED-0152,chưa phê duyệt quyết định/ chấp thuận chủ trương đầu tư,Same coordinate is shared by many unrelated project names; verify before relying on map marker.
high,multi_scenario_unstructured,BDS-CURATED-0089,chỉnh trang),Có 4 quy mô/diện tích khác nhau nhưng chưa có scenario_data
high,suspicious_shared_coordinate,BDS-CURATED-0286,chợ lớn có khi phải điều chỉnh ranh Begin quote,Same coordinate is shared by many unrelated project names; verify before relying on map marker.
high,message_subject_variant,BDS-CURATED-0239,chợ lớn có khi phải điều chỉnh ranh Dự án Chợ Lớn đang làm quy hoạch anh Tài đã có cập nhật ranh Metro vào rồi,"Tên chứa từ khóa tiêu đề báo cáo/phương án, cần gom dự án cha"
high,suspicious_shared_coordinate,BDS-CURATED-0239,chợ lớn có khi phải điều chỉnh ranh Dự án Chợ Lớn đang làm quy hoạch anh Tài đã có cập nhật ranh Metro vào rồi,Same coordinate is shared by many unrelated project names; verify before relying on map marker.
high,suspicious_shared_coordinate,BDS-CURATED-0240,càng tốt ạ Vì luật hiện nay vẫn quy định đơn giá ko dc,Same coordinate is shared by many unrelated project names; verify before relying on map marker.
high,multi_scenario_unstructured,BDS-CURATED-0030,có 1 mặt tiền đường Song Hành rộng khoảng 110m của đường Xa lộ Hà Nội,Có 5 quy mô/diện tích khác nhau nhưng chưa có scenario_data
high,multi_scenario_unstructured,BDS-CURATED-0019,có 2 mặt tiền đường Thuận An Hóa rộng khoảng 60m,Có 10 quy mô/diện tích khác nhau nhưng chưa có scenario_data
high,suspicious_shared_coordinate,BDS-CURATED-0241,có giá vốn đất thấp trong khi hệ số cao (trên 11 chấm),Same coordinate is shared by many unrelated project names; verify before relying on map marker.
high,suspicious_shared_coordinate,BDS-CURATED-0042,có mặt tiền rộng khoảng 100m ngay đường Nguyễn Hữu Thọ,Same coordinate is shared by many unrelated project names; verify before relying on map marker.
high,multi_scenario_unstructured,BDS-CURATED-0042,có mặt tiền rộng khoảng 100m ngay đường Nguyễn Hữu Thọ,Có 9 quy mô/diện tích khác nhau nhưng chưa có scenario_data
high,suspicious_shared_coordinate,BDS-CURATED-0115,có tỷ lệ LNTT/TMDT đạt hiệu quả nhưng không đạt hiệu quả về chỉ tiêu IRR,Same coordinate is shared by many unrelated project names; verify before relying on map marker.
high,suspicious_shared_coordinate,BDS-CURATED-0169,có vị trí tại phường An Bình,Same coordinate is shared by many unrelated project names; verify before relying on map marker.
high,message_subject_variant,BDS-CURATED-0200,cảng tổng hợp và container Cái Mép Hạ được đề xuất đầu tư với tổng vốn 50,"Tên chứa từ khóa tiêu đề báo cáo/phương án, cần gom dự án cha"
high,suspicious_shared_coordinate,BDS-CURATED-0201,cần kiểm tra lại QH 1,Same coordinate is shared by many unrelated project names; verify before relying on map marker.
high,message_subject_variant,BDS-CURATED-0441,cập nhật chốt xin giữ dân số cho PGK là 3800,"Tên chứa từ khóa tiêu đề báo cáo/phương án, cần gom dự án cha"
high,suspicious_shared_coordinate,BDS-CURATED-0243,của Novaland được tháo gỡ liên quan đến Waterbay và Lakeview theo NQ 170 của Quốc Hội Liên quan đến vấn đề giả,Same coordinate is shared by many unrelated project names; verify before relying on map marker.
high,suspicious_shared_coordinate,BDS-CURATED-0170,do mình có điều chỉnh qh 1/500,Same coordinate is shared by many unrelated project names; verify before relying on map marker.
high,suspicious_shared_coordinate,BDS-CURATED-0203,du lịch sinh thái nghỉ dưỡng giải trí núi Chứa Chan với giá khoảng 1,Same coordinate is shared by many unrelated project names; verify before relying on map marker.
high,suspicious_shared_coordinate,BDS-CURATED-0171,dự kiến hợp tác vs,Same coordinate is shared by many unrelated project names; verify before relying on map marker.
high,suspicious_shared_coordinate,BDS-CURATED-0204,dự kiến hợp tác vs park hyatt,Same coordinate is shared by many unrelated project names; verify before relying on map marker.
high,multi_scenario_unstructured,BDS-CURATED-0020,gồm Chung cư cao tầng gồm 02 Hầm + 02 tầng Khối đế + 26 tầng căn hộ (trong đó căn hộ NOXH chiếm 20% tổng số că,Có 7 quy mô/diện tích khác nhau nhưng chưa có scenario_data
high,suspicious_shared_coordinate,BDS-CURATED-0133,gộp 2 lô Võ Văn Kiệt theo thay đổi giá bán căn hộ và giá mua dự án,Same coordinate is shared by many unrelated project names; verify before relying on map marker.
high,suspicious_shared_coordinate,BDS-CURATED-0245,hiện tại mình đang vận hành để xem thử mình có chi phí nào khác cần bổ sung không à,Same coordinate is shared by many unrelated project names; verify before relying on map marker.
high,suspicious_shared_coordinate,BDS-CURATED-0064,khu dân cư cao tầng Ngọc Hồi với tổng diện tích đất thực hiện dự án là 24,Same coordinate is shared by many unrelated project names; verify before relying on map marker.
high,message_subject_variant,BDS-CURATED-0043,khu mặt tiền đường Ngô Chí Quốc (gom đất gần Phú Quang)- Cập nhật Quy hoạch Phân khu,"Tên chứa từ khóa tiêu đề báo cáo/phương án, cần gom dự án cha"
high,suspicious_shared_coordinate,BDS-CURATED-0043,khu mặt tiền đường Ngô Chí Quốc (gom đất gần Phú Quang)- Cập nhật Quy hoạch Phân khu,Same coordinate is shared by many unrelated project names; verify before relying on map marker.
high,multi_scenario_unstructured,BDS-CURATED-0335,khá cao cấp),Có 7 quy mô/diện tích khác nhau nhưng chưa có scenario_data
high,message_subject_variant,BDS-CURATED-0416,khác Team cũng có đánh giá lại theo giá thị trường,"Tên chứa từ khóa tiêu đề báo cáo/phương án, cần gom dự án cha"
high,suspicious_shared_coordinate,BDS-CURATED-0208,không khả thi với bất kỳ giá mua nào Begin quote,Same coordinate is shared by many unrelated project names; verify before relying on map marker.
high,suspicious_shared_coordinate,BDS-CURATED-0118,không đạt hiệu quả tài,Same coordinate is shared by many unrelated project names; verify before relying on map marker.
high,suspicious_shared_coordinate,BDS-CURATED-0134,không đạt hiệu quả ạ Begin quote,Same coordinate is shared by many unrelated project names; verify before relying on map marker.
high,suspicious_shared_coordinate,BDS-CURATED-0094,không đạt được hiệu quả với NPV,Same coordinate is shared by many unrelated project names; verify before relying on map marker.
high,suspicious_shared_coordinate,BDS-CURATED-0119,kết nối vào quỹ đất,Same coordinate is shared by many unrelated project names; verify before relying on map marker.
high,multi_scenario_unstructured,BDS-CURATED-0119,kết nối vào quỹ đất,Có 7 quy mô/diện tích khác nhau nhưng chưa có scenario_data
high,multi_scenario_unstructured,BDS-CURATED-0067,là 30,Có 5 quy mô/diện tích khác nhau nhưng chưa có scenario_data
high,suspicious_shared_coordinate,BDS-CURATED-0247,lớn và có quy mô tương tự dự án Nghiên cứu (Dự án – Hùng Thắng 1,Same coordinate is shared by many unrelated project names; verify before relying on map marker.
high,suspicious_shared_coordinate,BDS-CURATED-0248,lớn xảy ra sai phạm nghiêm trọng trong quản lý đất đai của tỉnh Đồng Nai,Same coordinate is shared by many unrelated project names; verify before relying on map marker.
high,suspicious_shared_coordinate,BDS-CURATED-0249,nghỉ dưỡng nghìn tỷ bà Trương Mỹ Lan từng thâu tóm Ngân hàng TMCP Công Thương Việt Nam - Chi nhánh Thủ Thiêm (,Same coordinate is shared by many unrelated project names; verify before relying on map marker.
high,multi_scenario_unstructured,BDS-CURATED-0135,nhà ở xã hội UBND Đồng Nai mời quan tâm đấu thầu,Có 6 quy mô/diện tích khác nhau nhưng chưa có scenario_data
high,suspicious_shared_coordinate,BDS-CURATED-0250,nào mà đóng tssđ hàng năm nó cứ tăng hàng năm nữa,Same coordinate is shared by many unrelated project names; verify before relying on map marker.
high,suspicious_shared_coordinate,BDS-CURATED-0136,này,Same coordinate is shared by many unrelated project names; verify before relying on map marker.
high,suspicious_shared_coordinate,BDS-CURATED-0138,này Ok by Admin 01,Same coordinate is shared by many unrelated project names; verify before relying on map marker.
high,message_subject_variant,BDS-CURATED-0139,này có các vấn đề pháp lý chưa rõ và cần Phòng pháp lý dự án đánh giá chi tiết,"Tên chứa từ khóa tiêu đề báo cáo/phương án, cần gom dự án cha"
high,multi_scenario_unstructured,BDS-CURATED-0139,này có các vấn đề pháp lý chưa rõ và cần Phòng pháp lý dự án đánh giá chi tiết,Có 7 quy mô/diện tích khác nhau nhưng chưa có scenario_data
high,suspicious_shared_coordinate,BDS-CURATED-0213,này hiện đã thực hiện pháp lý đến gia,Same coordinate is shared by many unrelated project names; verify before relying on map marker.
high,suspicious_shared_coordinate,BDS-CURATED-0291,này hồi xưa mình có thông tin nhưng s,Same coordinate is shared by many unrelated project names; verify before relying on map marker.
high,message_subject_variant,BDS-CURATED-0175,này hồi xưa mình có thông tin nhưng sau đó đề xuất là không quan tâm sâu do có 2 nhược điểm lớn là,"Tên chứa từ khóa tiêu đề báo cáo/phương án, cần gom dự án cha"
high,suspicious_shared_coordinate,BDS-CURATED-0292,này nha anh Cái này phải đi khảo sát địa hình,Same coordinate is shared by many unrelated project names; verify before relying on map marker.
high,message_subject_variant,BDS-CURATED-0461,này đã có đánh giá báo cáo Sếp trước đây rồi à,"Tên chứa từ khóa tiêu đề báo cáo/phương án, cần gom dự án cha"
high,suspicious_shared_coordinate,BDS-CURATED-0215,phân lô ( ko xây nhà) nào đang rẻ nhất 1 Like reaction,Same coordinate is shared by many unrelated project names; verify before relying on map marker.
high,suspicious_shared_coordinate,BDS-CURATED-0295,sẽ hơi nhiều gốc cạnh sau khi ráp 2 miếng vào,Same coordinate is shared by many unrelated project names; verify before relying on map marker.
high,message_subject_variant,BDS-CURATED-0259,tham gia để đánh giá thêm về chuyên mô á Sếp,"Tên chứa từ khóa tiêu đề báo cáo/phương án, cần gom dự án cha"
high,suspicious_shared_coordinate,BDS-CURATED-0140,thuộc QH hiện hữu là ô phố I82b (16,Same coordinate is shared by many unrelated project names; verify before relying on map marker.
high,multi_scenario_unstructured,BDS-CURATED-0140,thuộc QH hiện hữu là ô phố I82b (16,Có 4 quy mô/diện tích khác nhau nhưng chưa có scenario_data
high,suspicious_shared_coordinate,BDS-CURATED-0310,thì cách tiếp cận sẽ khác so với các PA ban đầu,Same coordinate is shared by many unrelated project names; verify before relying on map marker.
high,message_subject_variant,BDS-CURATED-0311,thì họ sẽ làm như thế nào Huy M - IM Rồi anh tính phương án thử by Admin 01,"Tên chứa từ khóa tiêu đề báo cáo/phương án, cần gom dự án cha"
high,suspicious_shared_coordinate,BDS-CURATED-0311,thì họ sẽ làm như thế nào Huy M - IM Rồi anh tính phương án thử by Admin 01,Same coordinate is shared by many unrelated project names; verify before relying on map marker.
high,suspicious_shared_coordinate,BDS-CURATED-0261,thì khả năng cao dự án không phải nộp thêm ạ,Same coordinate is shared by many unrelated project names; verify before relying on map marker.
high,suspicious_shared_coordinate,BDS-CURATED-0296,thông qua đấu thầu nên khả năng cao chỉ thực hiện được chuyển nhượng thông qua hình thức mua cổ phần nên,Same coordinate is shared by many unrelated project names; verify before relying on map marker.
high,suspicious_shared_coordinate,BDS-CURATED-0297,thương hiệu Trump đầu tiên tại Việt Nam - Tuổi Trẻ Online Chiều 21-5,Same coordinate is shared by many unrelated project names; verify before relying on map marker.
high,multi_scenario_unstructured,BDS-CURATED-0351,thấp tầng Phú An Hội giáp mặt tiền Tôn Đức Thắng (25B),Có 8 quy mô/diện tích khác nhau nhưng chưa có scenario_data
high,suspicious_shared_coordinate,BDS-CURATED-0044,thấp tầng SADACO – Phú Mỹ,Same coordinate is shared by many unrelated project names; verify before relying on map marker.
high,suspicious_shared_coordinate,BDS-CURATED-0221,triển khai chưa mng Team đã trao đổi với A Sơn Trợ lý để lên list các dự án này à,Same coordinate is shared by many unrelated project names; verify before relying on map marker.
high,suspicious_shared_coordinate,BDS-CURATED-0121,trong thời gian khai thác kinh doanh,Same coordinate is shared by many unrelated project names; verify before relying on map marker.
high,suspicious_shared_coordinate,BDS-CURATED-0263,trên có diện tích,Same coordinate is shared by many unrelated project names; verify before relying on map marker.
high,suspicious_shared_coordinate,BDS-CURATED-0157,trên có diện tích hơn 77ha,Same coordinate is shared by many unrelated project names; verify before relying on map marker.
high,suspicious_shared_coordinate,BDS-CURATED-0299,trên đã có các nhà đàu tư đăng ký tham gia đấu thầu,Same coordinate is shared by many unrelated project names; verify before relying on map marker.
high,suspicious_shared_coordinate,BDS-CURATED-0222,trước năm 2024 đúng thật là thấy giá chung cư của HN thấy thấp hơn SG nếu nhìn vị trí có tính tương đương,Same coordinate is shared by many unrelated project names; verify before relying on map marker.
high,suspicious_shared_coordinate,BDS-CURATED-0178,tuy nhiên,Same coordinate is shared by many unrelated project names; verify before relying on map marker.
high,suspicious_shared_coordinate,BDS-CURATED-0300,tuy đạt hiệu quả đầu tư về mặt tính t,Same coordinate is shared by many unrelated project names; verify before relying on map marker.
high,multi_scenario_unstructured,BDS-CURATED-0022,tại 353 Nơ Trang Long,Có 6 quy mô/diện tích khác nhau nhưng chưa có scenario_data
high,message_subject_variant,BDS-CURATED-0264,với A Sơn Trợ lý sau đó sẽ báo cáo BLĐ tính khả thi của dự án,"Tên chứa từ khóa tiêu đề báo cáo/phương án, cần gom dự án cha"
high,multi_scenario_unstructured,BDS-CURATED-0321,~38ha,Có 9 quy mô/diện tích khác nhau nhưng chưa có scenario_data
high,suspicious_shared_coordinate,BDS-CURATED-0265,Đà Nẵng,Same coordinate is shared by many unrelated project names; verify before relying on map marker.
high,multi_scenario_unstructured,BDS-CURATED-0359,Đặng Văn Bi + Vị trí,Có 8 quy mô/diện tích khác nhau nhưng chưa có scenario_data
high,multi_scenario_unstructured,BDS-CURATED-0360,đang vận hành có hệ số nén 0,Có 5 quy mô/diện tích khác nhau nhưng chưa có scenario_data
high,suspicious_shared_coordinate,BDS-CURATED-0069,đã được chấp thuận đầu tư dự án và đã được gia hạn tiến độ 02 năm kể từ ngày được cấp phép xây dựng - Hiện chủ,Same coordinate is shared by many unrelated project names; verify before relying on map marker.
high,suspicious_shared_coordinate,BDS-CURATED-0312,đã được đưa vào danh sách thí điểm 171 Số thự tự 41,Same coordinate is shared by many unrelated project names; verify before relying on map marker.
high,multi_scenario_unstructured,BDS-CURATED-0123,được chuyển tiếp từ kế hoạch 2025 và có bổ sung thêm những khu đất tiềm năng khác,Có 4 quy mô/diện tích khác nhau nhưng chưa có scenario_data
high,suspicious_shared_coordinate,BDS-CURATED-0269,được tính bằng cách lấy tổng doanh thu trừ các chi phí vận hành trực tiếp (như chi phí phòng,Same coordinate is shared by many unrelated project names; verify before relying on map marker.
high,message_subject_variant,BDS-CURATED-0097,được đề xuất nghiên cứu đầu tư tại huyện Giao Thuỷ,"Tên chứa từ khóa tiêu đề báo cáo/phương án, cần gom dự án cha"
high,suspicious_shared_coordinate,BDS-CURATED-0180,đạt hiệu quả với giá mua dự án ở khoảng 17 triệu đồng/m2 ~ ngưỡng giá mua dự án 520 tỷ đồng,Same coordinate is shared by many unrelated project names; verify before relying on map marker.
high,multi_scenario_unstructured,BDS-CURATED-0098,đấu giá 77ha,Có 7 quy mô/diện tích khác nhau nhưng chưa có scenario_data
high,suspicious_shared_coordinate,BDS-CURATED-0270,đấu thầu 386ha - Nhơn Trạch,Same coordinate is shared by many unrelated project names; verify before relying on map marker.
high,suspicious_shared_coordinate,BDS-CURATED-0181,đấu thầu tại Nhơn Trạch,Same coordinate is shared by many unrelated project names; verify before relying on map marker.
high,multi_scenario_unstructured,BDS-CURATED-0181,đấu thầu tại Nhơn Trạch,Có 4 quy mô/diện tích khác nhau nhưng chưa có scenario_data
high,message_subject_variant,BDS-CURATED-0473,đề xuất quan tâm theo file đính kèm,"Tên chứa từ khóa tiêu đề báo cáo/phương án, cần gom dự án cha"
high,suspicious_shared_coordinate,BDS-CURATED-0271,ở Thái à Bên Thái tuần này đang trong thời gian nghỉ,Same coordinate is shared by many unrelated project names; verify before relying on map marker.
high,message_subject_variant,BDS-CURATED-0273,ở vị trí khác nên phương án kinh doanh đưa lên không còn chính xác,"Tên chứa từ khóa tiêu đề báo cáo/phương án, cần gom dự án cha"
high,suspicious_shared_coordinate,BDS-CURATED-0273,ở vị trí khác nên phương án kinh doanh đưa lên không còn chính xác,Same coordinate is shared by many unrelated project names; verify before relying on map marker.
medium,missing_main_area,BDS-CURATED-0182,(1) chưa có chủ trương đầu tư (Điểm cộng để xin thí điểm) + (2) dự án chưa đăng ký ngay đợt đầu như PGK nên sợ,Thiếu diện tích chính
medium,missing_planning,BDS-CURATED-0182,(1) chưa có chủ trương đầu tư (Điểm cộng để xin thí điểm) + (2) dự án chưa đăng ký ngay đợt đầu như PGK nên sợ,Thiếu quy hoạch
medium,missing_financial,BDS-CURATED-0182,(1) chưa có chủ trương đầu tư (Điểm cộng để xin thí điểm) + (2) dự án chưa đăng ký ngay đợt đầu như PGK nên sợ,Thiếu dữ liệu tài chính
medium,missing_planning,BDS-CURATED-0070,(Chi phí đất,Thiếu quy hoạch
medium,missing_main_area,BDS-CURATED-0326,(GỒM VAT) – 4,Thiếu diện tích chính
medium,missing_planning,BDS-CURATED-0326,(GỒM VAT) – 4,Thiếu quy hoạch
medium,missing_main_area,BDS-CURATED-0336,(VAT),Thiếu diện tích chính
medium,missing_planning,BDS-CURATED-0336,(VAT),Thiếu quy hoạch
medium,missing_main_area,BDS-CURATED-0183,(pháp lý,Thiếu diện tích chính
medium,missing_planning,BDS-CURATED-0183,(pháp lý,Thiếu quy hoạch
medium,missing_financial,BDS-CURATED-0183,(pháp lý,Thiếu dữ liệu tài chính
medium,missing_main_area,BDS-CURATED-0158,1 - Lợi nhuận trước thuế/TMĐT 22,Thiếu diện tích chính
medium,missing_planning,BDS-CURATED-0158,1 - Lợi nhuận trước thuế/TMĐT 22,Thiếu quy hoạch
medium,missing_legal,BDS-CURATED-0158,1 - Lợi nhuận trước thuế/TMĐT 22,Thiếu pháp lý
medium,missing_planning,BDS-CURATED-0274,12ha đủ lớn để có thể địn hướng triển khai tiện ích cảnh quan,Thiếu quy hoạch
medium,missing_legal,BDS-CURATED-0274,12ha đủ lớn để có thể địn hướng triển khai tiện ích cảnh quan,Thiếu pháp lý
medium,missing_financial,BDS-CURATED-0274,12ha đủ lớn để có thể địn hướng triển khai tiện ích cảnh quan,Thiếu dữ liệu tài chính
medium,missing_planning,BDS-CURATED-0072,132 $/phòng/đêm 145,Thiếu quy hoạch
medium,missing_planning,BDS-CURATED-0390,168ha gần Khu Đa Phước - OneDrive (sharepoint,Thiếu quy hoạch
medium,missing_legal,BDS-CURATED-0390,168ha gần Khu Đa Phước - OneDrive (sharepoint,Thiếu pháp lý
medium,missing_financial,BDS-CURATED-0390,168ha gần Khu Đa Phước - OneDrive (sharepoint,Thiếu dữ liệu tài chính
medium,missing_main_area,BDS-CURATED-0431,3047583976353865173,Thiếu diện tích chính
medium,missing_planning,BDS-CURATED-0431,3047583976353865173,Thiếu quy hoạch
medium,missing_legal,BDS-CURATED-0431,3047583976353865173,Thiếu pháp lý
medium,missing_financial,BDS-CURATED-0431,3047583976353865173,Thiếu dữ liệu tài chính
medium,missing_planning,BDS-CURATED-0402,31 Trần Não – PA4,Thiếu quy hoạch
medium,missing_legal,BDS-CURATED-0402,31 Trần Não – PA4,Thiếu pháp lý
medium,missing_planning,BDS-CURATED-0403,31 ha,Thiếu quy hoạch
medium,missing_legal,BDS-CURATED-0403,31 ha,Thiếu pháp lý
medium,missing_financial,BDS-CURATED-0403,31 ha,Thiếu dữ liệu tài chính
medium,missing_planning,BDS-CURATED-0432,35ha 1,Thiếu quy hoạch
medium,missing_legal,BDS-CURATED-0432,35ha 1,Thiếu pháp lý
medium,missing_financial,BDS-CURATED-0432,35ha 1,Thiếu dữ liệu tài chính
medium,missing_legal,BDS-CURATED-0362,386 ha là 84,Thiếu pháp lý
medium,missing_financial,BDS-CURATED-0099,50ha thuộc huyện Vĩnh Tường – Yên Lạc,Thiếu dữ liệu tài chính
medium,missing_planning,BDS-CURATED-0184,50ha ở Vĩnh Yên,Thiếu quy hoạch
medium,missing_legal,BDS-CURATED-0184,50ha ở Vĩnh Yên,Thiếu pháp lý
medium,missing_financial,BDS-CURATED-0184,50ha ở Vĩnh Yên,Thiếu dữ liệu tài chính
medium,missing_planning,BDS-CURATED-0391,53ha Đà Nẵng),Thiếu quy hoạch
medium,missing_legal,BDS-CURATED-0391,53ha Đà Nẵng),Thiếu pháp lý
medium,missing_legal,BDS-CURATED-0125,53ha đấu thầu tại đường Thăng Long,Thiếu pháp lý
medium,missing_main_area,BDS-CURATED-0392,600 tỷ,Thiếu diện tích chính
medium,missing_financial,BDS-CURATED-0392,600 tỷ,Thiếu dữ liệu tài chính
medium,missing_main_area,BDS-CURATED-0228,=> Nên chưa đánh giá hiệu quả dự án theo yếu tố dòng tiền ** Link Drive,Thiếu diện tích chính
medium,missing_planning,BDS-CURATED-0228,=> Nên chưa đánh giá hiệu quả dự án theo yếu tố dòng tiền ** Link Drive,Thiếu quy hoạch
medium,missing_legal,BDS-CURATED-0228,=> Nên chưa đánh giá hiệu quả dự án theo yếu tố dòng tiền ** Link Drive,Thiếu pháp lý
medium,missing_financial,BDS-CURATED-0228,=> Nên chưa đánh giá hiệu quả dự án theo yếu tố dòng tiền ** Link Drive,Thiếu dữ liệu tài chính
medium,missing_main_area,BDS-CURATED-0433,AN TON,Thiếu diện tích chính
medium,missing_planning,BDS-CURATED-0433,AN TON,Thiếu quy hoạch
medium,missing_legal,BDS-CURATED-0433,AN TON,Thiếu pháp lý
medium,missing_financial,BDS-CURATED-0433,AN TON,Thiếu dữ liệu tài chính
medium,missing_main_area,BDS-CURATED-0229,ANANTARA THAM CHIẾU THEO DỰ ÁN PHÚ HẢI Bảng so sánh,Thiếu diện tích chính
medium,missing_planning,BDS-CURATED-0229,ANANTARA THAM CHIẾU THEO DỰ ÁN PHÚ HẢI Bảng so sánh,Thiếu quy hoạch
medium,missing_legal,BDS-CURATED-0229,ANANTARA THAM CHIẾU THEO DỰ ÁN PHÚ HẢI Bảng so sánh,Thiếu pháp lý
medium,missing_financial,BDS-CURATED-0229,ANANTARA THAM CHIẾU THEO DỰ ÁN PHÚ HẢI Bảng so sánh,Thiếu dữ liệu tài chính
medium,missing_main_area,BDS-CURATED-0434,Aeon Mall hơn 6,Thiếu diện tích chính
medium,missing_planning,BDS-CURATED-0434,Aeon Mall hơn 6,Thiếu quy hoạch
medium,missing_legal,BDS-CURATED-0434,Aeon Mall hơn 6,Thiếu pháp lý
medium,missing_financial,BDS-CURATED-0434,Aeon Mall hơn 6,Thiếu dữ liệu tài chính
medium,missing_planning,BDS-CURATED-0377,Ana Mandara Villas Dalat Resort & Spa,Thiếu quy hoạch
medium,missing_financial,BDS-CURATED-0377,Ana Mandara Villas Dalat Resort & Spa,Thiếu dữ liệu tài chính
medium,missing_planning,BDS-CURATED-0126,Anantara Mũi Né Resort,Thiếu quy hoạch
medium,missing_main_area,BDS-CURATED-0185,Anantara tham chiếu theo Phú Hải,Thiếu diện tích chính
medium,missing_planning,BDS-CURATED-0185,Anantara tham chiếu theo Phú Hải,Thiếu quy hoạch
medium,missing_legal,BDS-CURATED-0185,Anantara tham chiếu theo Phú Hải,Thiếu pháp lý
medium,missing_financial,BDS-CURATED-0185,Anantara tham chiếu theo Phú Hải,Thiếu dữ liệu tài chính
medium,missing_main_area,BDS-CURATED-0378,Aqua City và Swan Bay,Thiếu diện tích chính
medium,missing_planning,BDS-CURATED-0378,Aqua City và Swan Bay,Thiếu quy hoạch
medium,missing_legal,BDS-CURATED-0378,Aqua City và Swan Bay,Thiếu pháp lý
medium,missing_financial,BDS-CURATED-0378,Aqua City và Swan Bay,Thiếu dữ liệu tài chính
medium,missing_main_area,BDS-CURATED-0159,Aqua city của Novaland đã được tháo gỡ vướng mắc về pháp lý,Thiếu diện tích chính
medium,missing_financial,BDS-CURATED-0159,Aqua city của Novaland đã được tháo gỡ vướng mắc về pháp lý,Thiếu dữ liệu tài chính
medium,missing_main_area,BDS-CURATED-0275,Aqua thì hiện nay Nova đang dừng triển khai ở dự án này,Thiếu diện tích chính
medium,missing_planning,BDS-CURATED-0275,Aqua thì hiện nay Nova đang dừng triển khai ở dự án này,Thiếu quy hoạch
medium,missing_legal,BDS-CURATED-0275,Aqua thì hiện nay Nova đang dừng triển khai ở dự án này,Thiếu pháp lý
medium,missing_financial,BDS-CURATED-0275,Aqua thì hiện nay Nova đang dừng triển khai ở dự án này,Thiếu dữ liệu tài chính
medium,missing_planning,BDS-CURATED-0160,Asia Phú Mỹ – Bình Chánh (dự án do anh Hiếu-GĐPL giới thiệu) 1,Thiếu quy hoạch
