master_id,project_name,query,lat,lng,display_name,class,type,importance,confidence_score,status
BDS-MASTER-0091,căn hộ cao cấp tại vị trí nghiên cứu là khả thi với mức giá đấu max 370 tr,"Theo đề án trung tâm tài chính quốc tế Đà Nẵng và báo cáo SXD Đà Nẵng, lô A12 và A14 được quy hoạch chức năng căn hộ cao cấp. Do đó, P.ĐT đề xuất nghiên cứu 2 lô đất này vì có tiềm năng mang lại lợi nhuận và dòng thu sớm, căn hộ cao cấp tại vị trí nghiên cứu là khả thi với mức giá đấu max 370 tr, Đà Nẵng",,,,,,,0,no_result
BDS-MASTER-0171,cơ bản đạt hiệu quả tài chính,"https://goo.gl/maps/QUDziRBdFv7URi8QA Link hồ sơ:Toàn Thịnh Phát - OneDrive (sharepoint.com) BC dự án Toàn Thịnh Phát.pdf Thị trường Phú Quốc.pdf Em gửi thêm bảng so sánh các dự án đang chà... by Thao L - INVT, has an at, cơ bản đạt hiệu quả tài chính, Phú Quốc",,,,,,,0,no_result
BDS-MASTER-0304,của mình nằm sát Khu CBD mới của Đà Nẵng và lợi thế nằm ngay đường Phạm Văn Đồng (có 4 mặt tiền,"dự án của mình nằm sát Khu CBD mới của Đà Nẵng và lợi thế nằm ngay đường Phạm Văn Đồng (có 4 mặt tiền, mặc dù bị khuyết 1 ô), cách bãi tắm biển Phạm Văn Đồng 500 mét (1 trong bãi biển đẹp nhất của Đà Nẵng). Đối với shoph, của mình nằm sát Khu CBD mới của Đà Nẵng và lợi thế nằm ngay đường Phạm Văn Đồng (có 4 mặt tiền, Đà Nẵng",,,,,,,0,no_result
BDS-MASTER-0369,khu đô thị dọc theo Me,"làm khu đô thị TOD dọc các tuyến metro và vành đai - Tuổi Trẻ Online Việc này giúp khai thác và phát triển tốt các quỹ đất có điều kiện chỉnh trang, tạo thành các khu đô thị nén xung quanh nhà ga tuyến metro số 1, 2, d, khu đô thị dọc theo Me, TP.HCM",,,,,,,0,no_result
BDS-MASTER-0310,khách sạn Felicia Đà Nẵng,"- Mặt tiền tiếp giáp đường Võ Nguyên Giáp, cách giao lộ đường Võ Nguyên Giáp và Võ Văn Kiệt khoảng 1,2km, cách giao lộ đường Võ Nguyên Giáp và Hồ Xuân Hương khoảng 1,4km - Bên trái giáp Serene Beach, cách, khách sạn Felicia Đà Nẵng, Ngũ Hành Sơn, Đà Nẵng",,,,,,,0,no_result
BDS-MASTER-0066,kế bên DA Võ Văn Kiệt,"VÀ RANH ĐẤT: Dự án thuộc lô A17-01, sát bên dự án Võ Văn Kiệt của Công ty (lô A17-02), đường Võ Văn Kiệt, TP. Đà Nẵng. Vị trí theo đường link: Vị Trí Dự án 2. THÔNG SỐ QUY HOẠCH Trên cơ sở Quyết định chủ trương đầu tư th, kế bên DA Võ Văn Kiệt, Đà Nẵng",,,,,,,0,no_result
BDS-MASTER-0267,phân lô bán nền 4,"Dự án nằm trong hẻm đường Quốc lộ 51, cách đường Quốc lộ 51 khoảng 850m, cách cao tốc Biên Hòa Vũng Tàu khoảng 1,2km, bên phải giáp đường ĐT 771 (quy hoạch), bên dưới giáp đường ĐT 777 (quy hoạch). Trong bán kính 2-3km c, phân lô bán nền 4, Biên Hòa, Đồng Nai",,,,,,,0,no_result
BDS-MASTER-0325,thấp tầng Phú An Hội giáp mặt tiền Tôn Đức Thắng (25B),"+ Tiếp giáp mặt tiền Tôn Đức Thắng (25B), Phú Hội, Nhơn Trạch, Đồng Nai. + Cách ngã tư Tôn Đức Thắng – Nguyễn Hữu C… Mr. Hùng TPQĐ muốn xem báo cáo này. P.ĐT xin ý kiến của anh Mr Mike1 -CEO ạ Begin quote, Thao Le-PTDT ,, thấp tầng Phú An Hội giáp mặt tiền Tôn Đức Thắng (25B), Nhơn Trạch, Đồng Nai",,,,,,,0,no_result
BDS-MASTER-0179,tọa lạc,"dự án tọa lạc. Có một số đánh giá như sau: Vị trí xa trung tâm: đất cách trung tâm TPHCM khoảng 20 km nhưng thuộc về phía Tây, là khu vực mà tốc độ tăng trưởng kinh tế khá khiêm tốn trong lịch sử và tiềm năng phát triển, tọa lạc, TPHCM",,,,,,,0,no_result
BDS-MASTER-0204,Đặng Văn Bi + Vị trí,"31 Trần Não, Quận 2, TP.HCM + Diện tích: 5.835m2 + Hiện trạng: Đang tính phương án 4: 35 tầng VP + tiện ích (gym, hồi bơi,...) + Deadline: 20/05/2026 2. Dự án Đặng Văn Bi + Vị trí: đường Đặng Văn Bi, Phường Thủ Đức, TP H, Đặng Văn Bi + Vị trí, Quận 2, TP.HCM",,,,,,,0,no_result
BDS-MASTER-0233,đầu tư xây dựng Cao ốc căn hộ Hạnh Phúc,"dự án: Số 10 Trần Đại Nghĩa, H. Bình Chánh, TP HCM, link map. 2. Hiện trạng: + Pháp lý: * Giấy CN QSD đất: 6.952 m2, đất SXKD cấp năm 2005 - thời hạn lâu dài - Chủ là DN tư nhân Thanh Tùng. * QĐ 54/QĐ-SXD-PTN ngày 29/04/, đầu tư xây dựng Cao ốc căn hộ Hạnh Phúc, TPHCM",,,,,,,0,no_result
BDS-MASTER-0426,Khu nhà ở công nhân và chuyên gia tại xã Nhơn Trạch của Công ty TNHH Vạn Phúc,"Đường Ngô Gia Tự, Xã Nhơn Trạch, Tỉnh Đồng Nai Tọa độ google map: 10.721592, 106.892393, Khu nhà ở công nhân và chuyên gia tại xã Nhơn Trạch của Công ty TNHH Vạn Phúc, Nhơn Trạch, Đồng Nai",,,,,,,0,no_result
BDS-MASTER-0173,hiệu quả với tỷ lệ LNTT/TMĐT từ > 12% là từ 90 triệu đồng/m2,"DỰ ÁN và trong bối cảnh nguồn cung quá lớn ở Đà Nẵng., hiệu quả với tỷ lệ LNTT/TMĐT từ > 12% là từ 90 triệu đồng/m2, Đà Nẵng",,,,,,,0,no_result
BDS-MASTER-0368,hạ tầng kết nối lớn tại các tỉnh thành lân cận,". 3/ Tỷ lệ lắp đầy đất KCN: + Việt Nam : 78 - 95% => trung bình 90% + Indonesia: 60 - 86.5% + Thái Lan: 87 - 89% => Việt Nam có tỷ lệ lắp đầy cao nhất, phản ánh sự dịch chuyển dòng vốn đầu tư từ nước ngoài vào Việt Nam m, hạ tầng kết nối lớn tại các tỉnh thành lân cận, TPHCM",,,,,,,0,no_result
BDS-MASTER-0142,khách sạn cạnh TMS với giá chào là 650tr/m2 tại 290 Võ Nguyên Giáp,"Sở hữu vị trí mặt tiền hiếm có trên trục biển Võ Nguyên Giáp – trung tâm du lịch cao cấp Đà Nẵng, kết nối thuận tiện sân bay, trung tâm và Hội An. Pháp lý: Đất TMDV có thời hạn sử dụng lâu dài. Sổ bị cấp sai về thời hạn, khách sạn cạnh TMS với giá chào là 650tr/m2 tại 290 Võ Nguyên Giáp, Ngũ Hành Sơn, Đà Nẵng",,,,,,,0,no_result
BDS-MASTER-0385,nằm ở vị trí quỹ đất còn nhiều,"quỹ đất còn nhiều, dân cư còn thưa thớt, dẫn đến tính thanh khoản cũng thấp hơn so với khu gần Quốc lộ 51 và Cảng Cái Mép nên tầm nhìn phải trung, dài hạn khi sáp nhập vào TP.HCM Begin quote, Mr Mike1 -CEO, 4/8/2025 7:42, nằm ở vị trí quỹ đất còn nhiều, Long Thành, Đồng Nai",,,,,,,0,no_result
