master_id,project_name,query,priority,latest_report_date,sample_excerpt
BDS-MASTER-0426,Khu nhà ở công nhân và chuyên gia tại xã Nhơn Trạch của Công ty TNHH Vạn Phúc,"Đường Ngô Gia Tự, Xã Nhơn Trạch, Tỉnh Đồng Nai Tọa độ google map: 10.721592, 106.892393, Khu nhà ở công nhân và chuyên gia tại xã Nhơn Trạch của Công ty TNHH Vạn Phúc, Nhơn Trạch, Đồng Nai",8,,"[] P.ĐT báo cáo Sếp Mr Mike1 -CEO về Dự án Khu nhà ở công nhân và chuyên gia tại xã Nhơn Trạch của Công ty TNHH Vạn Phúc như sau: I. ĐÁNH GIÁ THÔNG TIN CHUNG DỰ ÁN Vị trí: Đường Ngô Gia Tự, Xã Nhơn Trạch, Tỉnh Đồng Nai Tọa độ google map: 10.721592, 106.892393"
BDS-MASTER-0173,hiệu quả với tỷ lệ LNTT/TMĐT từ > 12% là từ 90 triệu đồng/m2,"DỰ ÁN và trong bối cảnh nguồn cung quá lớn ở Đà Nẵng., hiệu quả với tỷ lệ LNTT/TMĐT từ > 12% là từ 90 triệu đồng/m2, Đà Nẵng",8,,"[] Phòng có tính thêm trường hợp giữ nguyên giá chào 245 triệu đồng/m2, (và giữ nguyên các yếu tố đầu vào như chi phí xây dựng, tiền sử dụng đất, các chi phí khác) THÌ giá bán bình quân căn hộ ở để dự án hiệu quả với tỷ lệ LNTT/TMĐT từ > 12% là từ 90 triệu đồng/m2, mà giá này thì khó khả thi ở vị trí DỰ ÁN và trong bối cảnh nguồn cung quá lớn ở Đà Nẵng."
BDS-MASTER-0368,hạ tầng kết nối lớn tại các tỉnh thành lân cận,". 3/ Tỷ lệ lắp đầy đất KCN: + Việt Nam : 78 - 95% => trung bình 90% + Indonesia: 60 - 86.5% + Thái Lan: 87 - 89% => Việt Nam có tỷ lệ lắp đầy cao nhất, phản ánh sự dịch chuyển dòng vốn đầu tư từ nước ngoài vào Việt Nam m, hạ tầng kết nối lớn tại các tỉnh thành lân cận, TPHCM",8,,"[] Phòng Đầu tư và R&D gửi anh Tuan Tran-CEO báo cáo thị trường BĐS KCN tại Indonesia và Thái Lan đã được cập nhật thêm thông tin thị trường KCN tại Việt Nam, cụ thể: A/ So sánh thị trường KCN tại Việt Nam, Indonesia và Thái Lan 1/ Giá đất trung bình KCN ($/m2/kỳ) : + Vietnam : tại TPHCM - $257, tại Hà Nội - $168, các tỉnh thành phía Nam - $158, các tỉnh thành phía Bắc - $115 + Indonesia : tại Jakarta - $392, West Java (liền kề Jakarta) - $150, Easta Java - $397, Central Java - $119 + Thái Lan :"
BDS-MASTER-0142,khách sạn cạnh TMS với giá chào là 650tr/m2 tại 290 Võ Nguyên Giáp,"Sở hữu vị trí mặt tiền hiếm có trên trục biển Võ Nguyên Giáp – trung tâm du lịch cao cấp Đà Nẵng, kết nối thuận tiện sân bay, trung tâm và Hội An. Pháp lý: Đất TMDV có thời hạn sử dụng lâu dài. Sổ bị cấp sai về thời hạn, khách sạn cạnh TMS với giá chào là 650tr/m2 tại 290 Võ Nguyên Giáp, Ngũ Hành Sơn, Đà Nẵng",8,,"[] K.ĐT báo cáo Sếp Admin 01 , về lô đất là... by Hoa D - CVDT, has an attachment. 5/27 9:18 AM Edited Hoa D - CVDT K.ĐT báo cáo Sếp Admin 01, về lô đất làm dự án khách sạn cạnh TMS với giá chào là 650tr/m2 tại 290 Võ Nguyên Giáp, Ngũ Hành Sơn, Đà Nẵng như sau: I SƠ BỘ VỀ DỰ ÁN Vị trí: Sở hữu vị trí mặt tiền hiếm có trên trục biển Võ Nguyên Giáp – trung tâm du lịch cao cấp Đà Nẵng, kết nối thuận tiện sân bay, trung tâm và Hội An. Pháp lý: Đất TMDV có thời hạn sử dụng lâu dài. Sổ bị cấp sai về th"
BDS-MASTER-0385,nằm ở vị trí quỹ đất còn nhiều,"quỹ đất còn nhiều, dân cư còn thưa thớt, dẫn đến tính thanh khoản cũng thấp hơn so với khu gần Quốc lộ 51 và Cảng Cái Mép nên tầm nhìn phải trung, dài hạn khi sáp nhập vào TP.HCM Begin quote, Mr Mike1 -CEO, 4/8/2025 7:42, nằm ở vị trí quỹ đất còn nhiều, Long Thành, Đồng Nai",8,,"[] Dạ đúng ạ, ở Phú Mỹ vẫn câu chuyện Cảng Cái Mép, cao tốc Biên Hoà - Vũng Tàu và gần sân bay Long Thành bao năm qua nhưng giá đất khu này không bứt phá so với Đồng Nai hay Bình Dương được ạ, do hạ tầng giao thông chưa được chú trọng và dự án nằm ở vị trí quỹ đất còn nhiều, dân cư còn thưa thớt, dẫn đến tính thanh khoản cũng thấp hơn so với khu gần Quốc lộ 51 và Cảng Cái Mép nên tầm nhìn phải trung, dài hạn khi sáp nhập vào TP.HCM Begin quote, Mr Mike1 -CEO, 4/8/2025 7:42 P... by Huy M - IM"
BDS-MASTER-0183,Anantara Mũi Né Resort,"Đường Nguyễn Đình Chiểu – Nguyễn Thông, P. Hàm Tiến, TP. Phan Thiết, T. Bình Thuận. Có mặt tiền biển rộng khoảng 120m. Dự án nằm giữa đoạn thủ phủ các khu nghĩ dưỡng TP.Phan Thiết, cách dự án Sea Links khoảng 1km. II. HI, Anantara Mũi Né Resort",7,2022-11-18,"[2022-11-18] Thao L - INVT 11/18/2022 3:00 PM Khối Đầu tư gửi anh Tuan Tran-CEO báo cáo định giá tài sản dự án Anantara Mũi Né Resort, thuộc CĐT Novaland Phan Thiết với các thông tin như sau: I. THÔNG TIN CƠ BẢN Giá chào chuyển nhượng của đối tác: 875 tỷ; trong đó: Khoản vay tại 31/10/2022: 550 tỷ - khoản vay liên quan khác (không phục vụ HĐSXKD). Hiện QSDĐ và tài sản trên đất của Anantara đang được thế chấp để đảm bảo khoản vay này. Giá chuyển nhượng cổ phần: 325 tỷ. Vị trí: Đường Nguyễn Đình C"
BDS-MASTER-0082,Bale tại Mũi Né,"+ Dự án nằm tại hẻm của đường Nguyễn Đình Chiểu (đường ven biển), không có mặt tiền biển hay mặt tiền đường ven biển, cách bãi biển khoảng 500m, có khu dân cư chắn ngang ở hướng ra biển 2/ Tham khảo đánh giá của Phòng Ph, Bale tại Mũi Né",7,2023-06-09,"[2023-06-09] Trieu Nguyen-PTDT 6/9/2023 5:47 PM Edited KĐT gửi anh Tuan Tran-CEO đánh giá lại dự án Bale tại Mũi Né, Phan Thiết, có giá chào bán được điều chỉnh giảm còn 2.000.000 đồng/m2 đất kèm theo cam kết chủ đầu tư hoàn thành việc cấp phép đóng tiền thuê đất 1 lần, hoàn thành đường kết nối và công tác đền bù, cụ thể: 1/ Vị trí: + Dự án nằm tại hẻm của đường Nguyễn Đình Chiểu (đường ven biển), không có mặt tiền biển hay mặt tiền đường ven biển, cách bãi biển khoảng 500m, có khu dân cư chắn n"
BDS-MASTER-0242,Cù lao Tân Vạn với 02 nội dung,"thì các lô này (i) đối diện trực tiếp các tiện ích toàn khu của dự án hoặc (ii) nằm ở 2 trục đường lớn nhất của dự án. Đây là các căn đẹp của khu 1 mà TTC giữ lại để bán đợt cuối. P.ĐT đã gửi chi tiết cho bên RD để lên g, Cù lao Tân Vạn với 02 nội dung",7,2025-05-22,[2025-05-22] Huy M - IM 5/22/2025 6:29 PM Translate K.ĐT báo cáo CEO Mr Mike1 -CEO về Cập nhật Dự án Cù lao Tân Vạn với 02 nội dung như sau: 1. Phương án Vay và cấu trúc Deal 2. Cập nhật lại hiệu quả FS Nội dung chi tiết như sau: 1. Phương án Vay và cấu trúc Deal: * Về đề bài Tập đoàn có 40% cash và làm việc với TTC để lên phương án vay tương ứng cùng cấu trúc Deal. Sau khi trao đổi và làm việc thì TTC đề xuất phương án vay và cấu trúc Deal như sau: a. Đối với phương án vay: - Phần mua 72 căn: T
BDS-MASTER-0105,DKC ARITA TWIN TOWER 1,"Tọa lạc 3 mặt tiền đường Mai Hắc Đế (quy hoạch rộng 45m), đường Phan Bội Châu (quy hoạch rộng 40m) và đường nội bộ (quy hoạch rộng 12m) Cách Chợ Vinh khoảng 2,7km, cách nhà Ga Vinh khoảng 1km, cách trung tâm hành chính V, DKC ARITA TWIN TOWER 1",7,2023-04-13,"[2023-04-13] Sinh Nguyen-Dau Tu 4/13/2023 11:20 AM K.ĐT báo cáo anh Tuan Tran-CEO dự án DKC ARITA TWIN TOWER 1,1ha, số 2 Mai Mắc Đế, phường Quán Bàu, Thành phố Vinh, tỉnh Nghệ An như sau: 1/ Vị trí Tọa lạc 3 mặt tiền đường Mai Hắc Đế (quy hoạch rộng 45m), đường Phan Bội Châu (quy hoạch rộng 40m) và đường nội bộ (quy hoạch rộng 12m) Cách Chợ Vinh khoảng 2,7km, cách nhà Ga Vinh khoảng 1km, cách trung tâm hành chính Vinh khoảng 2,5km 2/ Pháp lý đất Tổng diện tích đất bàn giao: 11.233,6m² Đã bàn gia"
BDS-MASTER-0086,Green Hill tại Quy Nhơn,"và hiện trạng: - Dự án nằm mặt tiền đường D1, cách trung tâm TP Quy Nhơn khoảng 8.4km, cách dự án Trung tâm nghiên cứu Công Nghệ của FPT có quy mô 15ha khoảng 2km, cách bãi biển Quy Hòa 135m. - Dự án có 2 phân khu: 1 phâ, Green Hill tại Quy Nhơn",7,2022-08-10,"[2022-08-10] Trieu Nguyen-PTDT 8/10/2022 3:23 PM Edited KĐT gửi anh Tuan Tran-CEO báo cáo dự án Green Hill tại Quy Nhơn, có quy mô 16.62ha, giá chào 1300 tỷ đồng (7.8tr/m2 đất), cụ thể: Vị trí và hiện trạng: - Dự án nằm mặt tiền đường D1, cách trung tâm TP Quy Nhơn khoảng 8.4km, cách dự án Trung tâm nghiên cứu Công Nghệ của FPT có quy mô 15ha khoảng 2km, cách bãi biển Quy Hòa 135m. - Dự án có 2 phân khu: 1 phân khu biệt thự tựa đồi view biển (15.08ha) và 1 phân khu mặt tiền biển (1.54ha) Pháp lý"
BDS-MASTER-0157,IDEO CHANRAN 70 RIVERVIEW nằm trên đường Charan Sanit Wong,": Link map: https://goo.gl/maps/rzwM8zz1vmEphauk6 Dự án có vị trí: - Nằm trên đường Charan Sanit Wong, Khwaeng Bang Phlat, Bang Phlat, Bangkok. - Gần sông Chao Phraya. - Cách Cách trung tâm Bangkok khoảng 6-7Km. 3. Kết n, IDEO CHANRAN 70 RIVERVIEW nằm trên đường Charan Sanit Wong",7,2023-08-17,"[2023-08-17] Thao L - INVT 8/17/2023 2:14 PM K.ĐT báo cáo anh Tuan Tran-CEO về dự án IDEO CHANRAN 70 RIVERVIEW nằm trên đường Charan Sanit Wong, Khwaeng Bang Phlat, Bang Phlat, Bangkok. I/ THÔNG TIN DỰ ÁN 1. Tên dự án: IDEO CHANRAN 70 RIVERVIEW 2. Vị trí : Link map: https://goo.gl/maps/rzwM8zz1vmEphauk6 Dự án có vị trí: - Nằm trên đường Charan Sanit Wong, Khwaeng Bang Phlat, Bang Phlat, Bangkok. - Gần sông Chao Phraya. - Cách Cách trung tâm Bangkok khoảng 6-7Km. 3. Kết nối giao thông: Cách ga Ba"
BDS-MASTER-0159,KCN do Tập đoàn Xuận Thiện làm CĐT với 02 Nhà máy Gang thép - Cán thép đã dược tỉnh phê duyệt chủ trương đầu t,"Nằm giữa 2 đường trục Phát triển Cao Bồ - Nam Điền & DT490C. Quy mô: Dự kiến đang trình duyệt là 120ha (chưa có ranh chính xác). Tiềm năng: . Hiện trạng quỹ đất đang là đất lúa với từng ô lớn, thuận tiện cho công tác đền, KCN do Tập đoàn Xuận Thiện làm CĐT với 02 Nhà máy Gang thép - Cán thép đã dược tỉnh phê duyệt chủ trương đầu t",7,2022-12-03,"[2022-12-03] Thao L - INVT 12/3/2022 12:01 PM K.ĐT gửi anh Tuan Tran-CEO báo cáo về Đề xuất Thực hiện Đầu tư Xây dựng KCN Nghĩa Sơn, tại Huyện Nghĩa Hưng, tỉnh Nam Định như sau: Khảo sát thực địa: Theo như giới thiệu của tỉnh, K.ĐT đã khảo sát thực địa và có các đánh giá khách quan về KCN Nghĩa Sơn như sau: Vị trí: Nằm giữa 2 đường trục Phát triển Cao Bồ - Nam Điền & DT490C. Quy mô: Dự kiến đang trình duyệt là 120ha (chưa có ranh chính xác). Tiềm năng: . Hiện trạng quỹ đất đang là đất lúa với từ"
BDS-MASTER-0214,KDC Đại Nam,"dự án : Mặt tiền QL13, Chơn Thành, Bình Phước - Chủ đầu tư : Đại Nam - Quy mô : 96,7ha - 2.459 lô - Loại hình : Phân lô bán nền - Năm mở bán : 2018 – block A - Pháp lý : Đã có GCNQSDĐ từng lô - Hiện trạng : Hạ tầng kỹ th, KDC Đại Nam",7,2024-10-02,"[2024-10-02] Thao L - INVT 10/2/2024 3:47 PM Edited Translate K.ĐT báo cáo anh Mr Mike1 -CEO về thị trường dự án KDC Đại Nam như sau: I. THÔNG TIN DỰ ÁN: - Vị trí dự án : Mặt tiền QL13, Chơn Thành, Bình Phước - Chủ đầu tư : Đại Nam - Quy mô : 96,7ha - 2.459 lô - Loại hình : Phân lô bán nền - Năm mở bán : 2018 – block A - Pháp lý : Đã có GCNQSDĐ từng lô - Hiện trạng : Hạ tầng kỹ thuật đã hoàn thiện 90% Hạ tầng xã hội chưa hoàn thiện II. THÔNG TIN THỊ TRƯỜNG: - Hiện trạng: + Giao dịch trên thị trư"
BDS-MASTER-0132,KHU DU LỊCH SINH THÁI BIỂN CAO CẤP LẠC VIỆT,"Xã Thắng Hải, huyện Hàm Tân, tỉnh Bình Thuận. 2. Link map: https://goo.gl/maps/JhPoRTM15vQA7Kk6A 3. Diện tích: 72ha. II/ PHÁP LÝ DỰ ÁN 1. Pháp lý đất: Chưa có hồ sơ. 2. Pháp lý đầu tư: - 11/05/2007: GCN đăng ký doanh ngh, KHU DU LỊCH SINH THÁI BIỂN CAO CẤP LẠC VIỆT",7,2023-09-06,"[2023-09-06] Thao L - INVT 9/6/2023 3:05 PM Edited K.ĐT báo cáo anh Tuan Tran-CEO về dự án KHU DU LỊCH SINH THÁI BIỂN CAO CẤP LẠC VIỆT như sau: I/ THÔNG TIN DỰ ÁN 1. Vị trí: Xã Thắng Hải, huyện Hàm Tân, tỉnh Bình Thuận. 2. Link map: https://goo.gl/maps/JhPoRTM15vQA7Kk6A 3. Diện tích: 72ha. II/ PHÁP LÝ DỰ ÁN 1. Pháp lý đất: Chưa có hồ sơ. 2. Pháp lý đầu tư: - 11/05/2007: GCN đăng ký doanh nghiệp số 0304993374: CTCPTM&DV Danh Việt. - 07/09/2018: Quyết định chủ trương đầu tư số 2313/QĐ-UBND: + Mục "
BDS-MASTER-0247,Khu Công Nghiệp Và Khu Phi Thuế Quan Xuân Cầu tại Khu Cảng Cửa Ngõ Quốc Tế Lạch Huyện,"Thuộc khu vực cảng cửa ngõ quốc tế Lạch Huyện, Khu kinh tế Đình Vũ - Cát Hải, Thành phố Hải Phòng. Đối diện cảng số 1 đến số 12 thuộc Zone 4 Cảng nước sâu Quốc tế Lạch Huyện. 2. Quy mô và tính chất: Dự án có diện tích 75, Khu Công Nghiệp Và Khu Phi Thuế Quan Xuân Cầu tại Khu Cảng Cửa Ngõ Quốc Tế Lạch Huyện",7,2024-01-09,"[2024-01-09] Thao L - INVT 1/9/2024 5:12 PM K.ĐT báo cáo anh Tuan Tran-CEO về dự án Khu Công Nghiệp Và Khu Phi Thuế Quan Xuân Cầu tại Khu Cảng Cửa Ngõ Quốc Tế Lạch Huyện, Khu Kinh Tế Đình Vũ – Cát Hải, Thành Phố Hải Phòng như sau: I. HIỆN TRẠNG DỰ ÁN 1. Vị trí: Thuộc khu vực cảng cửa ngõ quốc tế Lạch Huyện, Khu kinh tế Đình Vũ - Cát Hải, Thành phố Hải Phòng. Đối diện cảng số 1 đến số 12 thuộc Zone 4 Cảng nước sâu Quốc tế Lạch Huyện. 2. Quy mô và tính chất: Dự án có diện tích 752Ha thuộc Khu Phi "
BDS-MASTER-0108,Khu trung tâm tòa nhà hỗn hợp thương mại,"dự án: Dự án nằm bên cạnh đường dẫn lên cao tốc Láng – Hòa Lạc và nằm sát bên Khu công nghiệp Thạch Thất Quốc Oai với tổng quy mô 150 ha. Cách dự án 10Km về hướng Tây là Khu công nghiệp cao Hòa Lạc với diện tích 1,350 ha, Khu trung tâm tòa nhà hỗn hợp thương mại",7,2022-07-20,"[2022-07-20] Quy Vo-PTDT 7/20/2022 4:12 PM KĐT gửi Mr.Tuấn Tuan Tran-CEO Báo cáo Dự án Khu trung tâm tòa nhà hỗn hợp thương mại, văn phòng cho thuê, nhà ở, dịch vụ, bán và bảo hành xe ô tô Trung Thượng với tổng diện tích đất chào bán khoảng 6.3 hecta (giá chào bán khoảng 500 tỷ tương đương 8 tr/m2) thuộc thôn Ngọc Than, xã Ngọc Mỹ, huyện Quốc Oai, TP. Hà Nội: 1. Vị trí dự án: Dự án nằm bên cạnh đường dẫn lên cao tốc Láng – Hòa Lạc và nằm sát bên Khu công nghiệp Thạch Thất Quốc Oai với tổng quy m"
BDS-MASTER-0133,Khu Đô Thị Mới Bắc Quán Hành - Quán Hành - Nghi Lộc - Nghệ An,"https://goo.gl/maps/FmDxfXdHa9mdoGK99 - Theo thống kê năm 2019, thị trấn Quán Hành có diện tích 3,9 km², dân số là 6.197 người, mật độ dân số đạt 1.589 người/km². - Dự án Khu đô thị Bắc Quán Hành các Trung tâm Thành phố, Khu Đô Thị Mới Bắc Quán Hành - Quán Hành - Nghi Lộc - Nghệ An",7,2023-06-22,"[2023-06-22] Thao L - INVT 6/22/2023 11:59 AM Edited K.ĐT gửi anh Tuan Tran-CEO thông tin về dự án Khu Đô Thị Mới Bắc Quán Hành - Quán Hành - Nghi Lộc - Nghệ An như sau: THÔNG TIN VỀ DỰ ÁN KHU ĐÔ THỊ MỚI BẮC QUÁN HÀNH – QUÁN HÀNH – NGHI LỘC 1/ Vị trí: https://goo.gl/maps/FmDxfXdHa9mdoGK99 - Theo thống kê năm 2019, thị trấn Quán Hành có diện tích 3,9 km², dân số là 6.197 người, mật độ dân số đạt 1.589 người/km². - Dự án Khu đô thị Bắc Quán Hành các Trung tâm Thành phố Vinh khoảng 14Km, cách Cảng "
BDS-MASTER-0134,Khu đô thị mới Bắc Quán Hành tại thị trấn Quán Hành,"VÀ KẾT NỐI: - Địa điểm: Thị trấn Quán Hành, huyện Nghi Lộc, tỉnh Nghệ An. - Link map: https://goo.gl/maps/FmDxfXdHa9mdoGK99 - Kết nối giao thông: Dự án Khu đô thị Bắc Quán Hành cách: . Trung tâm Thành phố Vinh khoảng 14K, Khu đô thị mới Bắc Quán Hành tại thị trấn Quán Hành",7,2023-07-03,"[2023-07-03] Thao L - INVT 7/3/2023 1:37 PM K.ĐT báo cáo anh Tuan Tran-CEO về dự án Khu đô thị mới Bắc Quán Hành tại thị trấn Quán Hành, huyện Nghi Lộc, tỉnh Nghệ An: 1/ VỊ TRÍ VÀ KẾT NỐI: - Địa điểm: Thị trấn Quán Hành, huyện Nghi Lộc, tỉnh Nghệ An. - Link map: https://goo.gl/maps/FmDxfXdHa9mdoGK99 - Kết nối giao thông: Dự án Khu đô thị Bắc Quán Hành cách: . Trung tâm Thành phố Vinh khoảng 14Km . Cảng hàng không Quốc Tế Vinh 11Km. . Biển Cửa Lò khoảng 11Km. . Nút giao cao tốc Diễn Châu - Bãi Vọ"
BDS-MASTER-0218,Masteri An Phú - Masteri Thảo Điền - The Vista tăng 40-50% giá trị chỉ trong 3 tháng ) 🎉 Nếu lấy sàn thứ 2 (70,"của Fenica gần Metro thì chỉ cần bắt đầu triển khai Metro thì tăng giá mỗi năm 10-15% là việc bình thường ( thậm chí như tuyến Metro Số 1 Suối Tiên, các dự án Masteri An Phú - Masteri Thảo Điền - The Vista tăng 40-50% gi, Masteri An Phú - Masteri Thảo Điền - The Vista tăng 40-50% giá trị chỉ trong 3 tháng ) 🎉 Nếu lấy sàn thứ 2 (70",7,2025-10-11,"[2025-10-11] Unknown User 10/11/2025 12:27 PM Deal a David Ví dụ : Mua 700 m2 ( 1 sàn ) x 36.5 tr = 25,550 tỷ CK : 9% ( Thâm niên hơn 2,5 năm) CK: 13,8% ( Thanh toán nhanh 95%) CK : 3% ( Early Bird 100 căn đầu tiên) CK : 2% ( mua sỉ từ 5 căn trở lên) Tổng CK : 27,8% 💯=> Giá bán cuối cùng : 18,447 tỷ ( Chưa VAT , Phí BT) => Đơn giá/m2 : 26.4 tr/m2 ( tổng 700m2)x1.12 = 29.5 tr/m2 ( Đã VAT , Phí BT ) Với vị trí của Fenica gần Metro thì chỉ cần bắt đầu triển khai Metro thì tăng giá mỗi năm 10-15% là"
BDS-MASTER-0192,Swan Park và Swan Bay,"Đặc biệt, biệt lập trên đảo, khép kín Vị trí ngay trung tâm huyện Nhơn Trạch View Có view sông đẹp hơn Không có view sông, view phố bình thường Kết nối hạ tầng - Cao tốc HCM - LT - Dầu Giây - Tuyến đường vành đai 3 - Cao, Swan Park và Swan Bay, Nhơn Trạch",7,2023-06-13,[2023-06-13] Sinh Nguyen-Dau Tu 6/13/2023 1:54 PM K.ĐT báo cáo anh Tuan Tran-CEO về so sánh Giá bán đất (sau khi trừ CTXD) giữa dự án Swan Park và Swan Bay như sau: Giá bán đất Nhà phố hiện tại của SwanBay cao hơn SwanPark khoảng 120% – 150%. Nếu thời điểm 2022 thì cao hơn khoảng 70% – 80% Giá bán đất Biệt thự song lập hiện tại của SwanBay cao hơn SwanPark khoảng từ 30% - 50%. Nếu thời điểm 2022 thì cao hơn khoảng 10% - 20%. Giá bán đất Biệt thự đơn lập hiện tại của SwanBay cao hơn SwanPark khoả
BDS-MASTER-0138,Văn phòng tại khu đất 197 Lê Văn Sỹ,"khu đất, trong đó xác định phần lộ giới khoảng 120,07m2, phần đất phù hợp quy hoạch khoảng 865,63m2. 2.Pháp lý đầu tư: chưa có 3.Pháp lý quy hoạch: Theo văn bản 3004/SQHKT-QHKVI của Sở quy hoạch – kiến trúc cấp ngày 27/0, Văn phòng tại khu đất 197 Lê Văn Sỹ, quận 3",7,2023-04-11,"[2023-04-11] Thao L - INVT 4/11/2023 10:34 AM K.ĐT báo cáo anh Tuan Tran-CEO dự án Văn phòng tại khu đất 197 Lê Văn Sỹ, phường 13, quận 3. Khu đất Nằm trên đường Lê Văn Sỹ và hẻm 195 Lê Văn Sỹ, cách cầu Lê Văn Sỹ khoảng 50m có tổng diện tích 985,7m2 với giá chào bán là 340 tỷ như sau: 1.Pháp lý đất: GCNQSDĐ các thửa đất với tổng diện tích là 985,7m2. Mục đích sử dụng: Đất ở lâu dài. Bản đồ hiện trạng vị trí khu đất, trong đó xác định phần lộ giới khoảng 120,07m2, phần đất phù hợp quy hoạch khoản"
BDS-MASTER-0073,Văn phòng tại khu đất 197 Lê Văn Sỹ cập nhật Hệ số sử dụng đất mới 9,"https://goo.gl/maps/BgnUiLh44bo3Nyq37 - Đề xuất pháp lý: Mục tiêu: Xây dựng, vận hành Văn phòng mà vẫn giữ được mục đích Đất ở lâu dài. Cách thức để giữ lại mục đích Đất ở lâu dài: - Đại diện một cá nhân đứng tên giấy ch, Văn phòng tại khu đất 197 Lê Văn Sỹ cập nhật Hệ số sử dụng đất mới 9, quận 3",7,2023-07-03,"[2023-07-03] Thao L - INVT 7/3/2023 10:43 AM Edited K.ĐT báo cáo anh Tuan Tran-CEO dự án Văn phòng tại khu đất 197 Lê Văn Sỹ cập nhật Hệ số sử dụng đất mới 9,5 lần như sau: CẬP NHẬT HỆ SỐ SỬ DỤNG ĐẤT MỚI 9,5 LẦN 1/ SƠ BỘ THÔNG TIN DỰ ÁN: - Dự án Văn phòng tại khu đất 197 Lê Văn Sỹ, phường 13, quận 3. Khu đất Nằm trên đường Lê Văn Sỹ và hẻm 195 Lê Văn Sỹ, cách cầu Lê Văn Sỹ khoảng 50m có tổng diện tích 985,7m2 với giá chào bán là 340 tỷ. - Link vị trí: https://goo.gl/maps/BgnUiLh44bo3Nyq37 - Đề x"
BDS-MASTER-0168,Westgate của AnGia – 38 tr/m2 (vị trí trung tâm Huyện Bình Chánh) + Thấp hơn mức giá trung bình của Akari – Na,"trung tâm Huyện Bình Chánh) + Thấp hơn mức giá trung bình của Akari – Nam Long khoảng 10% - 44 – 50 tr/m2 (Vị trí và tiện ích của Akari có nhỉnh hơn mình một chút). Akari đang bán được giá cao một phần cũng do họ làm the, Westgate của AnGia – 38 tr/m2 (vị trí trung tâm Huyện Bình Chánh) + Thấp hơn mức giá trung bình của Akari – Na",7,2024-10-07,"[2024-10-07] Huy M - IM 10/7/2024 8:30 AM Translate Hiện tại mình đang set giá bán chung cư hiện trạng là 42 tr/m2, lúc mở bán 46 tr/m2 (đã tăng 10% so với giá đề xuất năm 2023) và giá này: + Đang cao hơn 10% so với dự án Westgate của AnGia – 38 tr/m2 (vị trí trung tâm Huyện Bình Chánh) + Thấp hơn mức giá trung bình của Akari – Nam Long khoảng 10% - 44 – 50 tr/m2 (Vị trí và tiện ích của Akari có nhỉnh hơn mình một chút). Akari đang bán được giá cao một phần cũng do họ làm theo phong cách Nhật, d"
BDS-MASTER-0169,có tiềm năng để phát triển Dự án Khu đô thị,"Khu vực dự án có tiềm năng để phát triển Dự án Khu đô thị. 2. Về Pháp lý: Cần bổ sung thêm các thông tin sau: + Pháp lý đất: Bổ sung cơ cấu đất, hiện trạng sử dụng đất… để ước tính phương án bồi thường + Pháp lý quy hoạc, có tiềm năng để phát triển Dự án Khu đô thị",7,2025-06-03,"[] P.ĐT tổng hợp báo cáo các nội dung như sau để triển khai đánh giá tiếp theo về Dự án: 1. Về Vị trí: Khu vực dự án có tiềm năng để phát triển Dự án Khu đô thị. 2. Về Pháp lý: Cần bổ sung thêm các thông tin sau: + Pháp lý đất: Bổ sung cơ cấu đất, hiện trạng sử dụng đất… để ước tính phương án bồi thường + Pháp lý quy hoạch: Lên phương án Quy hoạch Phân khu 1/2000 của Dự án Để ước tính Tổng mức Đầu tư xây dựng Phương án kinh doanh Ước tính tiền sử dụng đất Các nội dung này cần các phòng ban chuyê"
BDS-MASTER-0256,có vị trí tại phường An Bình,"tại phường An Bình, TP Dĩ An, quy mô đầu tư dự kiến là 86.834,2 m2 với tổng diện tích sàn xây dựng 410.000 m2, bao gồm 11 tòa cao tối đa 30 tầng. Tổng sản phẩm mà dự án này cung cấp dự kiến 3.400 căn hộ. Dxg mới mua xong, có vị trí tại phường An Bình",7,2023-09-07,"[2023-09-07] Tuan Tran-CEO 9/7/2023 5:04 PM Dự án có vị trí tại phường An Bình, TP Dĩ An, quy mô đầu tư dự kiến là 86.834,2 m2 với tổng diện tích sàn xây dựng 410.000 m2, bao gồm 11 tòa cao tối đa 30 tầng. Tổng sản phẩm mà dự án này cung cấp dự kiến 3.400 căn hộ. Dxg mới mua xong. Chỗ này hồi đó mình có tí... by Unknown User --- [2023-09-07] Tuan Tran-CEO 9/7/2023 5:04 PM Dự án có vị trí tại phường An Bình, TP Dĩ An, quy mô đầu tư dự kiến là 86.834,2 m2 với tổng diện tích sàn xây dựng 410.000 m2"
