curated_id,project_name,issue,source_excerpt
BDS-CURATED-0101,Cù lao Tân Vạn theo đơn giá bán (đất + nhà) trung bình dựa vào các loại hình do Mr,likely_sentence_name,"[2025-05-06] Thao L - INVT 5/6/2025 5:36 PM Translate K.ĐT gửi anh Mr Mike1 -CEO cập nhật báo cáo dự án Cù lao Tân Vạn theo đơn giá bán (đất + nhà) trung bình dựa vào các loại hình do Mr. Lâm đề xuất như sau: 1. DOANH THU (THEO ĐỀ XUẤT MR. LÂM) - Đơn giá bán đất + nhà trung bình cho Biệt thự Đơn lập vị trí giáp sông/kênh: 100tr/m2 - Đơn giá bán đất + nhà trung bình cho Biệt thự Đơn lập vị trí phía trong: 90tr/m2 - Đơn giá bán đất + nhà trung bình cho Biệt thự Song lập: 85tr/m2 - Đơn giá bán đất + nhà trung bình cho Nhà liên kế: 95tr/m2 2. CHI PHÍ ĐẦU TƯ 3. CHI PHÍ HOẠT ĐỘNG VÀ CHI PHÍ LÃI VAY 4. HIỆU QUẢ ĐẦU TƯ Với đơn giá bán (đất + nhà) theo đề xuất của Mr. Lâm. Dự án có Tỷ suất LNTT/TMĐT= 30% 5. NHẬN ĐỊNH - Đơn giá bán đất + nhà trung bình được đề xuất theo PA của Mr. Lâm khi dự án: + Hoàn thiện pháp lý + Hoàn thiện hạ tầng kỹ thuật và hạ tầng xã hội để đủ điêu kiện bán hàng + Hòa thiện việc xây nhà + Thời gian dự kiến đủ điều kiện bán hàng toàn dự án là T9/2026 (hơn 1 năm nữa) Với giá Biệt thự song lập đang được đề xuất là 85tr/m2 vào thời điểm dự kiến T9/2026 sau khi đã hoàn thiện all hết các điều kiện hạ tầng, tiện ích.....như trên thì đang tương đương với Đơn giá bán 20 căn "
BDS-CURATED-0442,của BeeGroup Begin quote,likely_sentence_name,"[2023-10-19] Huy M - IM 10/19/2023 2:30 PM 📄 2023.10.16_Danh sach du an sap trien khai.pdf Và kèm theo danh sách các dự án của BeeGroup Begin quote, Huy Mai-PTDT, 11/3/2023 8:09 A... by Huy M - IM"
BDS-CURATED-0444,của DIG rồi ạ Begin quote,likely_sentence_name,"[] Dạ anh, em sẽ chia sẻ định vị dự án, Phòng cũng đã có cập nhập vị trí và ranh đất các dự án của DIG rồi ạ Begin quote, Huy Mai-PTDT , 4/18/2025 7:00 ... by Unknown User"
BDS-CURATED-0445,của mình sẽ thực hiện đồng bộ theo hạ tầng của tỉnh Vậy cầu này làm để kết nói đường bộ ven biể,likely_sentence_name,[2023-04-26] Huy M - IM 4/26/2023 10:11 AM Tiến độ triển khai dự án của mình sẽ thực hiện đồng bộ theo hạ tầng của tỉnh Vậy cầu này làm để kết nói đường bộ ven biể... by Unknown User
BDS-CURATED-0330,gồm,likely_sentence_name,"[] P.ĐT thực hiện binh một phương án khác, tăng diện tích đất ở bằng cách chuyển đổi phần đất DVCC cấp đô thị sang đất ở khoảng 16.536m2 (tạm tính 40% x 41.339,4m2). Phần đất ở tăng thêm theo đề xuất và nghiên cứu của RD bố trí làm biệt thự vườn. Hiệu quả dự án gồm như sau: Doanh thu chưa VAT: 8.127 tỷ đồng (Trong đó, Đơn giá bình quân chưa VAT bao gồm đất + CTXD là 133 Triệu/m2; Đơn giá bình quân đất biệt thự chưa VAT là 110 Triệu/m2 và Giá căn hộ bình quân chưa VAT tim tường là 57 triệu/m2, Thời điểm bán 2028). Tổng mức đầu tư chưa VAT: 4.620 tỷ đồng (Trong đó đơn giá đất hiện trạng 3tr/m2; tiền sử dụng đất tạm tính 1.387 tỷ; suất all in chưa VAT của biệt thự 11 triệu/m2) Lợi nhuận trước thuế: 2.288 tỷ đồng Bảng độ nhạy dự án --> Để đạt hiệu quả LNTT/TMĐT = 20% thì giá mua đất 13,5 Triệu/m2 Lưu ý: Đối với Phương án Quy hoạch: + PA 1a: Hiện tại Phòng QH kiểm tra không thấy dân số nên PA 1 chỉ tạm binh, dân số 1.503 người chưa chắc có thể xin được. + PA 1b: Do chưa chắc có thể xin được dân số nên P.ĐT tạm binh phần đất ở tăng thêm làm thấp tầng. Giá bán thấp tầng, căn hộ vào năm 2028 với điều kiện là các nút giao thông Vành đai 2, Vành đai 3 phải hoàn thành trước thời điểm bán hàng"
BDS-CURATED-0361,Khu Công Nghiệp Và Khu Phi Thuế Quan Xuân Cầu tại Khu Cảng Cửa Ngõ Quốc Tế Lạch Huyện,likely_sentence_name,"[2024-01-09 | BDS-MASTER-0039] [2024-01-09] Thao L - INVT 1/9/2024 5:12 PM K.ĐT báo cáo anh Tuan Tran-CEO về dự án Khu Công Nghiệp Và Khu Phi Thuế Quan Xuân Cầu tại Khu Cảng Cửa Ngõ Quốc Tế Lạch Huyện, Khu Kinh Tế Đình Vũ – Cát Hải, Thành Phố Hải Phòng như sau: I. HIỆN TRẠNG DỰ ÁN 1. Vị trí: Thuộc khu vực cảng cửa ngõ quốc tế Lạch Huyện, Khu kinh tế Đình Vũ - Cát Hải, Thành phố Hải Phòng. Đối diện cảng số 1 đến số 12 thuộc Zone 4 Cảng nước sâu Quốc tế Lạch Huyện. 2. Quy mô và tính chất: Dự án có diện tích 752Ha thuộc Khu Phi thuế quan, trong đó: 369Ha khu sản xuất công nghiệp và 173Ha khu dịch vụ kho bãi – logistics. 3. Thời gian vận hành: 2021-2071: Còn 47 năm. 4. Hiện trạng: đã được san lấp khoảng 3% trên tổng diện tích dự án, chạy dọc song song với bến cảng số 1,2 (cảng 1, 2 đã đưa vào hoạt động) và cảng 3, 4, 5, 6 đang được xây dựng. 5. Pháp lý (theo như hồ sơ đối tác trình bày): Đã có Quyết định Chủ trương đầu tư; Giấy chứng nhận đăng ký đầu tư; Quy hoạch chi tiết 1/500; Bàn giao mặt biển; Bàn giao đất và Giấy phép xây dựng GĐ1. 6. Chính sách dành cho Khu phi thuế quan: - Ưu đãi thuế Xuất/nhập khẩu - Ưu đãi thuế Giá trị gia tang - Ưu đãi thuế Tiêu thụ đặc biệt - Ưu đãi thuế Th"
BDS-CURATED-0064,khu dân cư cao tầng Ngọc Hồi với tổng diện tích đất thực hiện dự án là 24,likely_sentence_name,"[2022-08-26] Quy Vo-PTDT 8/26/2022 2:20 PM KĐT gửi Mr.Tuấn Tuan Tran-CEO Báo cáo Dự án khu dân cư cao tầng Ngọc Hồi với tổng diện tích đất thực hiện dự án là 24,282 m2 (giá chào bán khoảng 1,500 tỷ tương đương 61.7 tr/m2) tại 486 Ngọc Hồi, Thị Trấn Văn Điển, Huyện Thanh Trì, Tp.Hà Nội: 1. Vị trí dự án: - Dự án nằm tại đường Ngọc Hồi nối quốc lộ 1A hướng chính của cửa ngõ phía Nam Thủ Đô gần mạng lưới giao thông thuận tiện như tuyến đường trên cao vành đai 3, tuyến cao tốc Hà Nội - Ninh Bình. Dự án có bán kính cách CBD Hà Nội khoảng 9.5 Km. Cách dự án về phía Nam 2.5 Km là tổ hợp ga Depot Ngọc Hồi với tổng diện tích 171 ha. - Mặt tiền dự án hiện tại tiếp giáp tuyến đường sắt Bắc Nam (quy hoạch trong tương lai là tuyến đường sắt đô thị, tuyến Yên Viên – Ngọc Hồi). 2. Pháp lý đất: - Giấy chứng nhận quyền sử dụng đất (chưa có hồ sơ). - Quyết định về việc cho phép công ty CP Tổng Bách Hóa chuyển mục đích sử dụng đất 35,896 m2 để thực hiện dự án đầu tư xây dựng Khu nhà ở. (chưa có hồ sơ). - Quyết định về phê duyệt giá thu tiền sử dụng đất và tiền thuê đất của dự án đầu tư xây dựng khu nhà ở. (chưa có hồ sơ). 3. Pháp lý đầu tư: - Chấp thuận chủ trương đầu tư số 795/QĐ-UBND tuy nhiên thông"
BDS-CURATED-0278,Khu nhà ở công nhân và chuyên gia tại xã Nhơn Trạch của Công ty TNHH Vạn Phúc,likely_sentence_name,"[] P.ĐT báo cáo Sếp Mr Mike1 -CEO về Dự án Khu nhà ở công nhân và chuyên gia tại xã Nhơn Trạch của Công ty TNHH Vạn Phúc như sau: I. ĐÁNH GIÁ THÔNG TIN CHUNG DỰ ÁN Vị trí: Đường Ngô Gia Tự, Xã Nhơn Trạch, Tỉnh Đồng Nai Tọa độ google map: 10.721592, 106.892393"
BDS-CURATED-0208,không khả thi với bất kỳ giá mua nào Begin quote,likely_sentence_name,"[] Dạ hồi tháng 1/2025 Phòng có tính toán dựa trên cổng thông tin quy hoạch Thành phố Hồ Chí Minh: hệ số sử dụng đất là 4 và dân số là 572 dân, vì thế Phòng tính toán theo 2 phương án như sau: Phương án 1: Tính hết số dân theo quy hoạch 1.2000 (572 dân) Phương án 2: Tính hết hệ số sử dụng đất và tầng cao theo quy hoạch 1/2000, phải xin thêm 661 dân Tiền sử dụng đất tính theo phương pháp thặng dư theo phương án 1 là 475 tỷ, tương đương với 35tr/m2 và phương án 2 là 769 tỷ,tương đương với 57tr/m2. Tuy nhiên, nếu tiền sử dụng đất tính theo bảng giá đất nhà nước 100tr/m2 thì dự án không khả thi với bất kỳ giá mua nào Begin quote, Mr Mike1 -CEO , 2/10/2025 7:54... by Unknown User"
BDS-CURATED-0134,không đạt hiệu quả ạ Begin quote,likely_sentence_name,"[] Dạ nếu giá bán 70tr và ko đóng LUR thì hiệu quả như sau: - LNTT: 137 tỷ - LNST: 109 tỷ - IRR: 5,11% - LNTT/TMĐT: 8,1% Dự án không đạt hiệu quả ạ Begin quote, Admin 01, 6/11/2026 3:15 PM, B... by Huy M - IM"
BDS-CURATED-0456,này nha by Unknown User,likely_sentence_name,[2023-09-03] Tuan Tran-CEO 9/3/2023 6:55 PM https://drive.google.com/drive/folders/1JBSCsmYSNwJrhI7MtJd8L19xTEFImdI3?usp=sharing Venezia_Hồ sơ - Google ドライブ drive.google.com Mng nghiên cứu dự án này nha by Unknown User
BDS-CURATED-0221,triển khai chưa mng Team đã trao đổi với A Sơn Trợ lý để lên list các dự án này à,likely_sentence_name,"[2023-10-15] Unknown User 10/15/2023 8:12 PM Lên danh sách các dự án triển khai chưa mng Team đã trao đổi với A Sơn Trợ lý để lên list các dự án này à, hiện tại anh Sơn đang trao đổi với anh Nghiệp để list lại các dự án pháp lý có thể triển khai được."
BDS-CURATED-0471,à Begin quote,likely_sentence_name,"[2025-04-11] Huy M - IM 4/11/2025 5:29 PM https://momento360.com/e/u/1af179f2a5e34df980e8fca850113bfa?utm_campaign=embed&utm_source=other&heading=0&pitch=0&field-of-view=75&size=medium&display-plan=true Hiện trạng dự án à Begin quote, Huy Mai-PTDT, 4/11/2025 5:28 P... by Unknown User"
BDS-CURATED-0180,đạt hiệu quả với giá mua dự án ở khoảng 17 triệu đồng/m2 ~ ngưỡng giá mua dự án 520 tỷ đồng,likely_sentence_name,"[] Phòng ĐT có tính độ nhạy về thay đổi tăng giá bán căn hộ, theo đó khi giá bán căn hộ tăng lên từ 50 triệu đồng/m2 (chưa VAT) thì dự án đạt hiệu quả với giá mua dự án ở khoảng 17 triệu đồng/m2 ~ ngưỡng giá mua dự án 520 tỷ đồng, tương đương một nửa giá chào bán. Tuy nhiên, về khả năng bán giá 50 triệu đồng (chưa VAT) tính ở thời điểm hiện tại thì khó khả thi do nguồn cung của khu vực Bình Dương đang rất lớn và DA số lượng căn hộ cũng lớn lên đến ~1.900 căn nên giá 50 triệu đồng khó cạnh tranh."
