curated_id,dirty_name,suggested_parent_names,cleaning_notes,source_excerpt
BDS-CURATED-0043,khu mặt tiền đường Ngô Chí Quốc (gom đất gần Phú Quang)- Cập nhật Quy hoạch Phân khu,khu mặt tiền đường Ngô Chí Quốc (gom đất gần Phú Quang)- Cập nhật Quy h; quỹ đất quan tâm thuộc ô đất OD-1; chung cư hỗn hợp 24 tầng (căn hộ,report_or_scenario_subject,"[] Dạ P.ĐT báo cáo sếp Admin 01 cập nhật dự án khu mặt tiền đường Ngô Chí Quốc (gom đất gần Phú Quang)- Cập nhật Quy hoạch Phân khu. Theo QH PK3 được duyệt 2025, quỹ đất quan tâm thuộc ô đất OD-1, MN-1 và CX-2 (thuộc Đơn vị ở 1), trong đô ô OD-1 (diện tích PHQH 2.15ha) có các thông số sau: + Dân số 1.300 (tăng 800 dân so với QH cũ), + Tầng cao: 30 (không đổi) + Hệ số: 7 (không đổi) * ô MN-1 và CX-2 vẫn có chức năng giáo dục và cây xanh (không đổi) A/Phương án hỗn hợp thấp tầng (tối ưu số dân 1.300, hệ số sdđ đạt 3.1): 1. Quy mô: Gồm 1 block chung cư hỗn hợp 24 tầng (căn hộ, officetel, shop TM và sàn TTTM) và 67 căn nhà phố 2. PA đầu tư: a) Giả định kinh doanh: + Giá bán căn hộ: 61 tr/m2 (chưa V, tim tường) + Giá bán shop TM: 70 tr/m2 (chưa V, tim tường) + Giá bán officetel: 55 tr.m2 (chưa V, tim tường) + Sàn TTTM: cho thuê sỉ giá 10$/m2/tháng + Nhà trẻ: Cho thuê giá 4$/m2/tháng. + Giá bán nhà phố: 100tr/m2 (gồm nhà và đất) (trong đó giá đất: 75.4tr/m2) b) Giả định chi phí: + Suất xây dựng cao tầng: 15tr/m2 (gồm V, allin) + Suất xây dựng thấp tầng (1 trệt 2 lầu): 7tr/m2 (gồm V, all-in, xây hoàn thiện mặt ngoài, thô bên trong) +Chi phí bán hàng: 18%/doanh thu + Lãi suất: 12%/năm + Tiền"
BDS-CURATED-0212,này hiện chỉ đóng tiền sử dụng đát trên diện tích đất xây dựng thay vì diện tích đất toàn khu đối với toàn khu,Khu đất này hiện chỉ đóng tiền sử dụng đát trên diện tích đất xây dựng thay vì,name_missing_or_sentence; insufficient_project_evidence,[2025-03-16] Huy M - IM 3/16/2025 5:45 PM Translate Khu đất này hiện chỉ đóng tiền sử dụng đát trên diện tích đất xây dựng thay vì diện tích đất toàn khu đối với toàn khu. Bình Dương đang bị tính sai chỗ này. Nên có thể sẽ phải đóng bổ sung thêm tiền sử dụng đất Này là đã VAt chưa by Unknown User --- [2025-03-16] Huy M - IM 3/16/2025 5:45 PM Translate Khu đất này hiện chỉ đóng tiền sử dụng đát trên diện tích đất xây dựng thay vì diện tích đất toàn khu đối với toàn khu. Bình Dương đang bị tính sai chỗ này. Nên có thể sẽ phải đóng bổ sung thêm tiền sử dụng đất Này là đã VAt chưa by Unknown User Mr M
BDS-CURATED-0093,không đạt hiệu quả tài chính với giá chào chuyển nhượng là 280 tỷ đồng (chưa bao gồm tiền CMĐSDĐ) - Để dự án đ,không đạt hiệu quả tài chính; đạt hiệu quả tài chính thì; khi chủ trương đầu tư dự án; phân lô bán nền => Phải hoàn thiện hạ tầng và xây dựng thô các tiện ích; ở Bình Phước chưa ra sổ,name_missing_or_sentence,"[2022-12-14] Thao L - INVT 12/14/2022 11:09 AM Kết luận: - Dự án không đạt hiệu quả tài chính với giá chào chuyển nhượng là 280 tỷ đồng (chưa bao gồm tiền CMĐSDĐ) - Để dự án đạt hiệu quả tài chính thì giá nhận chuyện nhượng dự án từ 204 tỷ đồng (~1,34tr/m2; IRR:20%) – 250 tỷ đồng (~1,65tr/m2; IRR:15%) chưa bao gồm tiền CMĐSDĐ.. Ghi chú: - Chỉ nhận chuyển nhượng dự án khi chủ trương đầu tư dự án được phép phân lô bán nền. - Giả định: + Chủ trương đầu tư cho phép dự án phân lô bán nền => Phải hoàn thiện hạ tầng và xây dựng thô các tiện ích mới được sang tên GCNQSDĐ cho khách hàng (hiện nay các dự án ở Bình Phước chưa ra sổ, sang tên cho khách hàng vì chỉ hoàn thiện hạ tầng mà không hoàn thiện các tiện ích (TMDV, trường học, y tế, công cộng,…) kèm theo). + Quỹ đất dành cho NOXH chiếm 20% quỹ đất ở so với đối tác dự tính chỉ 10% quỹ đất ở + XD thô các công trình công công, TMDV => bán dự án thành phần. * Nguồn dự án: Ms. Xuân - Trường phòng Nguồn vốn. * Thông tin thị trường: Hỗ trợ P. R&D. * Link vị trí: https://goo.gl/maps/u7HMUhYJqdPGD9dz6 * Link hồ sơ: https://belgroupvn.sharepoint.com/:f:/s/BeeGroupCEOOffice-03.KhiuT/EtYngSxT-mdGhwMPwLcn5ssB6y44zSOy-E3U8Ny6gpGP9A?e=7lADhv Vị trí dự án: image by"
BDS-CURATED-0211,nhà ở thương mại thông qua thỏa thuận về nhận quyền sử dụng đất hoặc đang có quyền sử dụng đất để thể chế hóa,nhà ở thương mại thông qua thỏa thuận về nhận quyền sử dụng đất hoặc đa,name_missing_or_sentence,"[2024-11-22] Thoi L - ASST. 11/22/2024 9:39 AM https://m.cafef.vn/dai-bieu-quoc-hoi-khong-co-chuyen-lay-dat-lua-dat-nong-nghiep-mot-cach-dai-tra-tran-lan-de-lam-nha-o-thuong-mai-188241121144902763.chn Đại biểu Quốc hội: Không có chuyện lấy đất lúa, đất nông nghiệp một cách đại trà, tràn lan để làm nhà ở thương mại Đại biểu Trịnh Xuân An, Đoàn ĐBQH tỉnh Đồng Nai bày tỏ, việc thí điểm thực hiện dự án nhà ở thương mại thông qua thỏa thuận về nhận quyền sử dụng đất hoặc đang có quyền sử dụng đất chỉ áp dụng với ... m.cafef.vn ""Kết luận nội dung thảo luận, Phó Chủ tịch ... by Thoi L - ASST. --- [2024-11-22] Thoi L - ASST. 11/22/2024 9:41 AM Translate ""Kết luận nội dung thảo luận, Phó Chủ tịch Quốc hội Nguyễn Đức Hải cho biết, các đại biểu nhất trí cần thiết ban hành Nghị quyết thí điểm thực hiện dự án nhà ở thương mại thông qua thỏa thuận về nhận quyền sử dụng đất hoặc đang có quyền sử dụng đất để thể chế hóa chủ trương của Đảng, tăng thêm điều kiện tiếp cận đất đai cho phát triển nhà ở thương mại, góp phần phát triển kinh tế xã hội, tăng nguồn cung nhà ở, đáp ứng nhu cầu của người dân."" (heart) by Huy M - IM"
BDS-CURATED-0188,Hoà Xuân 15h by Unknown User,NOXH Đông Trung 4. 2 Khu đất Hoà Xuân 15h by Unknown User,insufficient_project_evidence,[2025-08-04] Huy M - IM 8/4/2025 7:25 AM Translate Hôm nay Team sẽ báo Sếp: Đấu giá 37 ha 2. Đấu giá 77 ha 3. NOXH Đông Trung 4. 2 Khu đất Hoà Xuân 15h by Unknown User
BDS-CURATED-0200,cảng tổng hợp và container Cái Mép Hạ được đề xuất đầu tư với tổng vốn 50,cảng tổng hợp và container Cái Mép Hạ,report_or_scenario_subject,"[2024-06-03] Huy M - IM 6/3/2024 9:16 AM https://vnexpress.net/de-xuat-dau-tu-sieu-cang-cai-mep-ha-don-tau-bien-lon-nhat-the-gioi-4753385.html Đề xuất đầu tư 'siêu cảng' Cái Mép Hạ đón tàu biển lớn nhất thế giới Bà Rịa - Vũng Tàu- Dự án cảng tổng hợp và container Cái Mép Hạ được đề xuất đầu tư với tổng vốn 50.820 tỷ đồng, quy mô 351 ha, có thể đón các tàu biển lớn nhất thế giới. vnexpress.net --- [2024-06-03] Huy M - IM 6/3/2024 9:16 AM https://vnexpress.net/de-xuat-dau-tu-sieu-cang-cai-mep-ha-don-tau-bien-lon-nhat-the-gioi-4753385.html Đề xuất đầu tư 'siêu cảng' Cái Mép Hạ đón tàu biển lớn nhất thế giới Bà Rịa - Vũng Tàu- Dự án cảng tổng hợp và container Cái Mép Hạ được đề xuất đầu tư với tổng vốn 50.820 tỷ đồng, quy mô 351 ha, có thể đón các tàu biển lớn nhất th"
BDS-CURATED-0298,trong kế hoạch đấu giá năm 2026 trên địa bàn tỉnh Đồng Nai,khu đất trong kế hoạch đấu; khu đất đã; khu đất tập trung nguồn lực; khu đất phải lập thủ tục GPMB,narrative_sentence_name; insufficient_project_evidence,"[] P.ĐT báo cáo sếp Mr Mike1 -CEO danh sách các khu đất trong kế hoạch đấu giá năm 2026 trên địa bàn tỉnh Đồng Nai như sau: Theo thông tin mà P.ĐT nhận được từ P.Pháp lý, danh sách đấu giá tại Đồng Nai này được chia làm 3 phụ lục với thứ tự ưu tiên từ thấp đến cao. + Phụ lục 1: Nhóm khu đất đã được duyệt giá khởi điểm và chuyển tiếp từ 2025 (là các khu đất đang thực hiện quy trình đấu giá từ cuối 2025) + Phụ lục 2: Nhóm khu đất tập trung nguồn lực, phấn đấu thực hiện đấu giá trong 2026 (ưu tiên nghiên cứu) + Phụ lục 3: Nhóm khu đất phải lập thủ tục GPMB"
BDS-CURATED-0155,là tính khả thi của công tác giải phóng mặt bằng khi diện tích nhà dân nằm xen cài nhiều trong ranh đất dự án,là tính khả thi của công tác giải phóng mặt bằng khi diện tích nhà dân; nên dù đã; thương mại nên chủ đầu tư sẽ tự thực hiện giải phóng mặt (nhà nước khôn; KCN Liễu Sơn - Thái Hoà 1 đã,name_missing_or_sentence,"[2023-06-23] Unknown User 6/23/2023 9:51 AM Này giờ xin chủ trương để đó 10-15 năm sau làm có vẻ ổn nhỉ, chứ giờ mà làm thì lỗ chết Đối với KCN Liễu Sơn - Thái Hoà 1 đã được Thủ tướng bổ sung vào quy hoạch KCN tỉnh Vĩnh Phúc từ năm 2009 (đã 14 năm). Có QH 1.2000 từ nằm 2013 (đã 10 năm). Vấn đề khó khăn nhất của dự án là tính khả thi của công tác giải phóng mặt bằng khi diện tích nhà dân nằm xen cài nhiều trong ranh đất dự án nên dù đã có các pháp lý để thực hiện nhưng 10 – 14 năm nay có thể vì vấn đề này mà chưa triển khai được. Và vì là dự án thương mại nên chủ đầu tư sẽ tự thực hiện giải phóng mặt (nhà nước không can thiệp được theo hình thức cưỡng chế) sẽ dẫn chi phí GPMB cao và sẽ bị chôn vốn kéo dài cho vấn đề này. Do đó chi phí vốn của mình sẽ cao dẫn đến giá cho thuê đầu ra của mình khó cạnh tranh được trong khu vực. ok a by Unknown User"
BDS-CURATED-0257,phường Phú Thọ Hòa,khu đất phường Phú Thọ Hòa,insufficient_project_evidence,"[] P.ĐT xin báo cáo Sếp Admin 01 về khu đất phường Phú Thọ Hòa, Quận Tân Phú, TP HCM (Nguồn Sếp Tâm) như sau: 1. Pháp lý đất: Diện tích: 13,907.5 m2 Mục đích: Đất trồng cây lâu năm Thời hạn: 50 năm ( 07/2011 – 07/2061) Nguồn gốc"
BDS-CURATED-0156,theo Sổ cấp 2017 là 10,khu đất 10; khu đất,chat_or_attachment_subject; narrative_sentence_name; insufficient_project_evidence,"[] P.ĐT báo cáo Sếp Mr Mike1 -CEO về khu đất 10,052.1 m2 tại 1691/3N (Quốc lộ 1A), P.An Phú Đông, Quận 12, TP HCM như sau: 1. Tóm tắt sơ bộ hiện trạng pháp lý dự án: a) Vị trí và ranh dự án: https://maps.app.goo.gl/bKZVkKUcnYGRLJWw5 b. Sơ bộ hiện trạng pháp lý: Tổng diện tích khu đất theo Sổ cấp 2017 là 10,052.1 m2, đất SKC, thời hạn sử dụng đất lâu dài (theo tham khảo"
BDS-CURATED-0143,đạt hiệu quả LNTT/TMĐT ~ >=20% ở khung từ giá bán bình quân chưa VAT đạt từ 75 triệu/m2 trở lên chi phí đầu tư,đạt hiệu quả LNTT/TMĐT ~ >=20% ở khung từ; tiền đất khấu trừ tốt nhất (bằng; vẫn chưa đạt hiệu quả kỳ vọng (chỉ đạt 10; đạt hiệu quả thì,name_missing_or_sentence,"[] Phòng có chạy thêm độ nhạy theo 2 giả định: Cố định tiền sử dụng đất được khấu trừ ~ đơn giá 168 tr/m2: thay đổi giá bán căn hộ và thay đổi suất vốn đầu tư all-in thì dự án đạt hiệu quả LNTT/TMĐT ~ >=20% ở khung từ giá bán bình quân chưa VAT đạt từ 75 triệu/m2 trở lên chi phí đầu tư xây dựng chưa VAT từ dưới 12,7 tr/m2 all in (Theo bảng độ nhạy, vùng tô vàng) 2. Cố định giá bán căn hộ ~ đơn giá 68,8 tr/m2: thay đổi đơn giá đất được khấu trừ và thay đổi suất vốn đầu tư all-in thì tại mức đơn giá được khấu trừ tối đa ~ 185 tr/,2 = đơn giá đất thặng dư là không đóng thêm tiền sử dụng đất bổ sung) thì tỷ lệ LNTT/TMĐT chỉ đạt 10,8%. (theo bảng độ nhạy) Theo kết quả tính FS và chạy độ nhạy như trên thì trong trường hợp dự án tiền đất khấu trừ tốt nhất (bằng với đơn giá đất tính thặng dư =>không đóng thêm tiền sử dụng đất, đây là giả định lạc quan, thực tế khó mà đạt được) thì dự án vẫn chưa đạt hiệu quả kỳ vọng (chỉ đạt 10,8%) tại mức giá bán căn hộ đề xuất ~ 68,8 tr (chưa VAT). Như vậy, để dự án đạt hiệu quả thì giá bán căn hộ mang tính quyết định ưu tiên, từ 75 tr/m2 chưa VAT và tiền sử dụng đất được khấu trừ cao nhất có thể (tối thiểu từ 168 tr/m2)."
BDS-CURATED-0154,cần kiểm tra xem có chuyển lên thổ cư để thực hiện dự án chung cư được hay không,cần kiểm tra xem; Phía đối tác chào bán hiện trạng - Nguồn; chung cư,narrative_sentence_name,"[] Phòng Pháp lý dự án cần kiểm tra xem có chuyển lên thổ cư để thực hiện dự án chung cư được hay không, và nêu rõ quy trình thực hiện dự án Phía đối tác chào bán hiện trạng - Nguồn: Mr. Nhựt - Link Map: https://goo.gl/maps/C86NnDNwQKH22Bek9- Link OneDrive: Dự án 1.2ha đường Thuận An Hòa, P. An Phú - OneDrive (sharepoint.com)"
BDS-CURATED-0117,hạ tầng trọng điểm quốc gia đang được triển khai như Đường DT 770B (LG 60m) khởi công xây dựng Quý I-2024,KĐT gửi anh Tuan Tran-CEO về báo cáo Nghiên cứu Quỹ đất thuộc xã Tân Hiệp; KCN Tân Hiệp – Bàu Cạn; KCN 2.627ha (KCN thuộc xã Tân Hiệp là 1.333ha) lớn thứ 2 tỉnh Đồng Nai và; KCN Phước Bình,name_missing_or_sentence; insufficient_project_evidence,"[2023-11-27] Sinh Nguyen-Dau Tu 11/27/2023 3:24 PM KĐT gửi anh Tuan Tran-CEO về báo cáo Nghiên cứu Quỹ đất thuộc xã Tân Hiệp, huyện Long Thành, tỉnh Đồng Nai: 1/ Hạ tầng giao thông 1.1/ Hạ tầng trọng điểm Đồng Nai: ● Giao thông: Cao tốc Bến Lức – Long Thành, cao tốc Biên Hòa – Vũng Tàu, cao tốc Long Thành – Dầu Giây; Đường Vành Đai 3, đường Vành Đai 4; Đường Quốc lộ 51, đường DT770B, đường Nguyễn Ái Quốc (Đường 25C),… ● Sân bay quốc tế Long Thành ● Cảng quốc tế Cái Mép – Thị Vãi ● Đường sắt Biên Hòa – Vũng Tàu, Thủ Thiêm – Long Thành,… 1.2/ Hạ tầng khu vực nghiên cứu ● Cách nút giao cao tốc Bến Lức – Long Thành, cao tốc Biên Hòa - Vũng Tàu và Quốc lộ 51C khoảng 9km (đi theo tuyến đường Quốc lộ 51C vào nút giao) ● Cách nút giao cao tốc Biên Hòa – Vũng Tàu và đường Nguyễn Ái Quốc (Đường 25C) khoảng 16km ● Tiếp giáp tuyến đường DT770B (QH dự kiến 60m), dự kiến khởi công Quý I/2024, kết nối 4 huyện (Định Quán, Thống Nhất, Cẩm Mỹ và Long Thành) và 1 Thành phố (Long Khánh) 2/ Phân tích Swot a/ Điểm mạnh: Giáp KCN Tân Hiệp – Bàu Cạn, quy hoạch KCN 2.627ha (KCN thuộc xã Tân Hiệp là 1.333ha) lớn thứ 2 tỉnh Đồng Nai và lớn thứ nhất huyện Long Thành; Giáp KCN Phước Bình, quy hoạch khoảng 1.000ha Nằm gần n"
BDS-CURATED-0216,phân lô bán nền (không xây nhà) giá rẻ ở Nhơn Trạch,phân lô bán nền (không xây nhà); đường Vành đai 3 TP.HCM vừa,narrative_sentence_name,"[2023-07-03] Sinh Nguyen-Dau Tu 7/3/2023 3:17 PM K.ĐT (kết hợp P.R&D) gửi báo cáo anh Tuan Tran-CEO về khảo sát giá mặt tiền các trục đường chính - phía đông TP. Thủ Đức và các dự án phân lô bán nền (không xây nhà) giá rẻ ở Nhơn Trạch, T.Đồng Nai như sau: A/ Khảo sát giá mặt tiền các trục đường chính - phía đông TP. Thủ Đức (Quận 9): Nhận xét về thị trường: Đơn giá rao bán đất dựa trên cơ sở: Diện tích đất ưu tiên <200m² Giá giảm sâu khoảng 15-20% so với năm ngoái đối với những tài sản bị vướng trả lãi vay ngân hàng và chứng khoán. Đồng thời, tính thanh khoản thấp, ít tin rao Tỷ lệ chênh lệch ±10% trên giá niêm yết phụ thuộc vào: Chủ đất có bán gấp hay không, gần các tiện ích,… Hiện Cầu Long Đại đã có những bước thi công trở lại, đặc biệt là đã nối 2 đầu cầu giữa địa phận phường Long Phước và Vinhomes Grand Park Dự án đường Vành đai 3 TP.HCM vừa được chính thức khởi công có đoạn đi qua địa bàn quận 9 (cũ) nay là TP. Thủ Đức. Những tuyến đường chính hiện hữu (đường nhỏ, 2 làn xe ngược chiều) được hưởng lợi trực tiếp từ tuyến đường Vành đai này như được giảm tải, mạng lưới giao thông thuận tiện dễ dàng kết nối với các vùng lận cận. Đường Nguyễn Duy Trinh đoạn từ Cao tốc đến đường Tam Đa có đơn gi --- [2023-07-03] Sinh Nguyen-Dau Tu 7/3/2023 3:17 PM K.ĐT (kết hợp P.R&D) gửi báo cáo anh Tuan Tran-CEO về khảo sát giá mặt tiền các trục đường chính - phía đông TP. Thủ Đức và các dự án phân lô bán nền (không xây nhà) giá rẻ ở Nhơn Trạch, T.Đồng Nai như sau: A/ Khảo sát giá mặt tiền các trục đường chính - phía đông TP. Thủ Đức (Quận 9): Nhận xét về thị trường: Đơn giá rao bán đất dự"
BDS-CURATED-0122,tuy có bãi biển đẹp,Khu đất nghiên cứu; khu đất đang nghiên cứu,narrative_sentence_name; insufficient_project_evidence,"[2024-04-01] Thao L - INVT 4/1/2024 12:13 PM Edited Translate K.ĐT báo cáo anh Tuan Tran-CEO về Khu đất nghiên cứu tại Tam Hải và Tam Hòa, huyện Núi Thành, tỉnh Quảng Nam (Nguồn Mr. Tâm) như sau: 1. Vị trí: Tam Hải và Tam Hòa, huyện Núi Thành, tỉnh Quảng Nam, gần giáp biển, cách: - Sân bay Chu Lai: 25Km- 35p - TP. Tam Kỳ: 20Km – 30p - TP. Hội An: 55Km – 1g10p - TP. Đà Nẵng: 100Km – 1g40p 2. Link maps: https://maps.app.goo.gl/E7ucSVc9hHKpPNDQ6 3. Tổng quan Quảng Nam: - Du lịch Quảng Nam tập trung chủ yếu tại các địa điểm như: Hội An, Mỹ Sơn và Cù lao Chàm. Thị trường du lịch năm 2023 hồi phục tích cực xấp xỉ gần bằng thời kỳ trước dịch 2019. - Khí hậu phân cực rõ 02 mùa: Mùa mưa và mùa khô: Mùa mưa không thuận lợi cho khai thác du lịch vì thường xuyên có lũ lụt, bão và ấp thấp. Chỉ có thể khai thác du lịch khoảng nửa năm vào mùa khô. 4. Định hướng phát triển khu vực khu đất đang nghiên cứu: Theo định hướng trên: - Khu vực hướng càng gần về cụm du lịch Hội An – Đà Nẵng (Thăng Bình, Tam Kỳ) được quy hoạch với tỷ lệ Đất Du lịch và Hỗn hợp càng cao => Định hướng phát triển chủ lực về Du lịch của tỉnh. - Khu vực Núi Thành - hướng dần xa cụm du lịch Hội An – Đà Nẵng, đồng thời kết hợp với điều kiện sẵ"
BDS-CURATED-0210,mình khảo sát ở kcn Vĩnh Phúc khi bay flycam thì thấy hiện trạng là đất lúa xen kẽ nhiều nhà dân và có các đồi,mình khảo sát ở kcn Vĩnh Phúc khi bay flycam thì thấy hiện trạng là đất; kcn Vĩnh Phúc khi bay flycam thì thấy hiện trạng là đất lúa xen kẽ nhiều n,name_missing_or_sentence; narrative_sentence_name,[2023-06-16] Huy M - IM 6/16/2023 9:22 PM Đối với hiện trạng dự án mình khảo sát ở kcn Vĩnh Phúc khi bay flycam thì thấy hiện trạng là đất lúa xen kẽ nhiều nhà dân và có các đồi cao Lúc đi vẫn chưa có thông tin cao độ về dự á... by Huy M - IM
BDS-CURATED-0214,này image by Huy M - IM,khu đất này image by Huy M - IM,insufficient_project_evidence,[2022-09-15] Huy M - IM 9/15/2022 11:47 AM Hiện tại theo các thông tin mình tìm kiếm trên mạng thì chưa có vị trí cụ thể của khu đất này image by Huy M - IM
BDS-CURATED-0182,(1) chưa có chủ trương đầu tư (Điểm cộng để xin thí điểm) + (2) dự án chưa đăng ký ngay đợt đầu như PGK nên sợ,chưa đăng ký ngay đợt đầu như PGK nên sợ sẽ hết room Nói chuyện,name_missing_or_sentence,"[2025-04-09] Huy M - IM 4/9/2025 6:02 PM Translate Đúng rồi à cái này giống như PGK sẽ phải xin vào thí điểm, tuy nhiên dự án (1) chưa có chủ trương đầu tư (Điểm cộng để xin thí điểm) + (2) dự án chưa đăng ký ngay đợt đầu như PGK nên sợ sẽ hết room Nói chuyện với anh Tâm thử xem by Unknown User"
BDS-CURATED-0167,The Bale của Được gửi giá đã giảm mà lại ko lãi hã Dự án Bale này giá có giảm nhưng pháp lý trước đây họ cam k,The Bale của; với mục đích phát triển du lịch nhưng lại không; này à,name_missing_or_sentence,[2023-06-01] Unknown User 6/1/2023 2:24 PM Ủa dự án The Bale của Được gửi giá đã giảm mà lại ko lãi hã Dự án Bale này giá có giảm nhưng pháp lý trước đây họ cam kết là có thể chuyển sang đất tmdv đóng tiền 1 lần được nhưng giờ cập nhật lại là chỉ được thuê trả tiền hàng năm. Với đất thuê trả tiền hàng năm thì phương án bán sản phẩm thu tiền một lần rất khó và cũng chưa gặp trường này trên thị trường và pháp lý để chuyển giao phần thuê đất cho người mua đối với đất thu tiền hàng năm hiện nay cũng chưa rõ ràng. 2. Dự án với mục đích phát triển du lịch nhưng lại không có mặt biển trực tiếp phải đi 500m mới ra tới. 3. Thời hạn sử dụng đến 2058 (còn 35 năm) triển khai hoàn tất cũng mất từ 3 - 5 năm nên thời hạn sử dụng còn lại chỉ được 30 năm sẽ rất kém khách. Qua những hạn chế trên thì P.DT đề xuất mình không tham gia dự án này à
BDS-CURATED-0218,rà soát và làm rõ các điểm pháp lý sau,không đạt; A&K (Q1/2025) = 4 lần. - Rủi ro phát sinh làm tăng tiền sử dụng đất; mới,insufficient_project_evidence,"[2025-10-01] Thao L - INVT 10/1/2025 5:50 PM Translate Lưu ý: 1. Về tiền sử dụng đất: - TSDĐ là yếu tố ảnh hưởng trọng yếu đến hiệu quả tài chính của dự án. Với giá trị lớn, rủi ro tăng TSDĐ khiến dự án không đạt được hiệu quả tài chính mong muốn. - Cách tính hiện tại: P.ĐT đang tạm tính theo mức tối thiểu, với các giả định: + Thời điểm xác định là năm 2025. + Đơn giá TSDĐ được tính bằng 4 lần đơn giá Nhà nước đường Bình Chuẩn 67. Cơ sở: chênh lệch giữa đơn giá đất Nhà nước và đơn giá phê duyệt để tính TSDĐ của dự án A&K (Q1/2025) = 4 lần. - Rủi ro phát sinh làm tăng tiền sử dụng đất: + Theo timeline dự kiến tiền sử dụng sẽ được tính vào khoảng Q1.2026. Thời điểm này, có thể sẽ áp giá bán của các dự án mới với giá cao đã bán năm 2025 – 2026 gần PGK. + Hiện tại, giả định đang dùng tỷ lệ 4 lần đơn giá NN năm 2025 của Bình Dương (cũ). Tuy nhiên, thực tế cho thấy: . Bình Dương cũ: tỷ lệ tăng giá đất NN 2024–2025 không thay đổi. . TP.HCM cũ : tỷ lệ tăng giá đất NN 2024–2025 tăng mạnh nhiều lần. . Sau khi sáp nhập Bình Dương và TP.HCM, nhiều khả năng đơn giá NN tại Bình Dương sẽ tăng mạnh theo mặt bằng giá của TP.HCM, khó dự đoán chính xác => TSDĐ có thể tăng đột biến, ảnh hưởng nghiêm trọng đến hiệu"
BDS-CURATED-0177,phân lô bán nền 4,phân lô bán nền 4; nằm trong hẻm đường Quốc lộ 51; KCN Long Thành; KCN An Phước; KCN Tam Phước Cách dự,narrative_sentence_name,"[] P.ĐT báo cáo nhanh anh Mr Mike1 -CEO về dự án phân lô bán nền 4,9ha Khu dân cư Tam Phước, phường Tam Phước, Thành phố Biên Hòa, tỉnh Đồng Nai (Nguồn: Mr. Duy - P.PTQĐ) như sau: 1/ Vị trí: Dự án nằm trong hẻm đường Quốc lộ 51, cách đường Quốc lộ 51 khoảng 850m, cách cao tốc Biên Hòa Vũng Tàu khoảng 1,2km, bên phải giáp đường ĐT 771 (quy hoạch), bên dưới giáp đường ĐT 777 (quy hoạch). Trong bán kính 2-3km có cách khu công nghiệp như: KCN Long Thành, KCN An Phước, KCN Tam Phước Cách dự"
BDS-CURATED-0076,Giá bán đề xuất,khách sạn Gi,report_or_scenario_subject,"[2022-09-06] Thao L - INVT 9/6/2022 4:52 PM Phương án kinh doanh và sản phẩm triển khai: Tiền sử dụng đất: K.ĐT đang tính toán phương án trả tiền thuê đất một lần cho toàn bộ diện tích khuôn viên các thương phẩm là 5.6ha (hiện tại đối tác đã đóng tiền thuê đất một lần cho 1.4ha), vì thế K.ĐT tạm tính phần trả tiền thuê đất một lần đóng thêm là 4.2ha tương đương 200tỷ (~4.7tr/m2) Và phần diện tích cây xanh cảnh quan nội khu còn lại là 3.2ha sẽ đóng tiền thuê đất hằng năm, tổng 671tỷ (đến 2064, chia từng năm đóng, miễn giảm 15 năm đầu dự án) Các loại hình sản phẩm phát triển: Khách sạn: 938 phòng, diện tích phòng trung bình: 35m2/phòng Biệt thự phía trong: 28 căn, diện tích đất trung bình: 413m2đất/căn, xây dựng từ 3-5 tầng, DTSXD trung bình: 595m2 sàn/căn Biệt thự phía trong: 8 căn, diện tích đất trung bình 576m2 đất/căn, xây dựng từ 3-4 tầng, DTSXD trung bình: 730m2 sàn/căn Shophouse: 39 căn, diện tích đất trung bình 253m2 đất/căn, xây dựng 5 tầng, DTSXD trung bình: 576m2 sàn/căn Thời gian kiển khai: Quý IV/2022 - IV/2023: Triển khai dự án, hoàn thành các thủ tục pháp lý Quý I/2024 - III/2025: Xây dựng Quý II/2024 - III/2025: Có doanh thu từ bán hàng Quý III/2025: Bắt đầu hoạt động khách sạn Gi"
