curated_id,project_name,category,map_urls_found,existing_map_urls,coordinate_quality,coordinate_source,match_score,source_files
BDS-CURATED-0230,HLW - Merryaland 1,has_unresolved_or_unattached_map_link,https://goo.gl/maps/eqfdgJBc7XT7VhAW8,https://goo.gl/maps/eqfdgJBc7XT7VhAW8,suspicious_shared_by_many_projects,matched_teams_map_link,12,batch_917.txt
BDS-CURATED-0306,Ngọc Hồi Thanh Trì,has_unresolved_or_unattached_map_link,https://goo.gl/maps/YaZ9tS4Xqtm5REAe6; https://goo.gl/maps/trCxv7WmZ7Lim467A,https://goo.gl/maps/YaZ9tS4Xqtm5REAe6; https://goo.gl/maps/trCxv7WmZ7Lim467A,suspicious_shared_by_many_projects,matched_teams_map_link,name_token_overlap>=2,batch_917.txt
BDS-CURATED-0411,Serene Đà Nẵng với những nội dung sau,has_unresolved_or_unattached_map_link,https://maps.app.goo.gl/ET75kfpwVX837fEE6; https://maps.app.goo.gl/47PLkeuNfzKvw38w8; https://maps.app.goo.gl/RXcEPNYx6EwAbDxF9; https://maps.app.goo.gl/xg6rRMGswq5scyCbA; https://maps.app.goo.gl/whvDoK2djK9ZczAK8; https://maps.app.goo.gl/cuqyDKdtbfwW1DAa8; https://maps.app.goo.gl/xQZeRwkJHuyDhx496; https://maps.app.goo.gl/E7ucSVc9hHKpPNDQ6,https://maps.app.goo.gl/ET75kfpwVX837fEE6; https://maps.app.goo.gl/47PLkeuNfzKvw38w8; https://maps.app.goo.gl/RXcEPNYx6EwAbDxF9; https://maps.app.goo.gl/xg6rRMGswq5scyCbA; https://maps.app.goo.gl/whvDoK2djK9ZczAK8; https://maps.app.goo.gl/cuqyDKdtbfwW1DAa8; https://maps.app.goo.gl/xQZeRwkJHuyDhx496; https://maps.app.goo.gl/E7ucSVc9hHKpPNDQ6,,,name_token_overlap>=2,batch_220.txt; batch_221.txt
BDS-CURATED-0440,cùn,no_map_link_found_in_matched_raw,,,,,,batch_847.txt
BDS-CURATED-0398,hiện tại,no_map_link_found_in_matched_raw,,,,,,batch_365.txt
BDS-CURATED-0449,khu vực phía Bắc theo chỉ đạo của Anh Tâm,has_unresolved_or_unattached_map_link,https://goo.gl/maps/Empzn8zwhyULFrqV8; https://maps.app.goo.gl/AoJAreLLvUUHzVVw5; https://www.google.com/maps/d/edit?mid=1MawyjqMPRL80P8Y7qm_ZhtUgghnbpFc&usp=sharing; https://maps.app.goo.gl/xomcfbw3UHPYcLxG8; https://maps.app.goo.gl/yVp7cfpfnfdzb7mV7; https://goo.gl/maps/xNEqZWHrXNzKYLHe6; https://maps.app.goo.gl/zNrudtbb4kMk2xxv5; https://maps.app.goo.gl/s62kTxdTsTQvQHDJ9; https://maps.app.goo.gl/uLPtqwAnwnevw4zz7; https://maps.app.goo.gl/VRterbzJvDcxUkVJ6; https://maps.app.goo.gl/9PHZkvYiuadCm992A; https://goo.gl/maps/h4LQbK4dijinbrmF8; https://goo.gl/maps/YaZ9tS4Xqtm5REAe6; https://goo.gl/maps/g4UerEukDLx9YjWt5; https://goo.gl/maps/cUNDNuwk9M5KBSbJA**; https://goo.gl/maps/tMLVh6Gm8DCwNDzN6; https://goo.gl/maps/TKu4Ej99YDW51J8o6; https://goo.gl/maps/sMLMvWwegyerE3jJ9; https://goo.gl/maps/trCxv7WmZ7Lim467A,https://goo.gl/maps/Empzn8zwhyULFrqV8; https://maps.app.goo.gl/AoJAreLLvUUHzVVw5; https://www.google.com/maps/d/edit?mid=1MawyjqMPRL80P8Y7qm_ZhtUgghnbpFc&usp=sharing; https://maps.app.goo.gl/xomcfbw3UHPYcLxG8; https://maps.app.goo.gl/yVp7cfpfnfdzb7mV7; https://goo.gl/maps/xNEqZWHrXNzKYLHe6; https://maps.app.goo.gl/zNrudtbb4kMk2xxv5; https://maps.app.goo.gl/s62kTxdTsTQvQHDJ9; https://maps.app.goo.gl/uLPtqwAnwnevw4zz7; https://maps.app.goo.gl/VRterbzJvDcxUkVJ6; https://maps.app.goo.gl/9PHZkvYiuadCm992A; https://goo.gl/maps/h4LQbK4dijinbrmF8; https://goo.gl/maps/YaZ9tS4Xqtm5REAe6; https://goo.gl/maps/g4UerEukDLx9YjWt5; https://goo.gl/maps/cUNDNuwk9M5KBSbJA**; https://goo.gl/maps/tMLVh6Gm8DCwNDzN6; https://goo.gl/maps/TKu4Ej99YDW51J8o6; https://goo.gl/maps/sMLMvWwegyerE3jJ9; https://goo.gl/maps/trCxv7WmZ7Lim467A,,,name_token_overlap>=2,batch_899.txt
BDS-CURATED-0450,khác với tỷ lệ,no_map_link_found_in_matched_raw,,,,,,batch_857.txt
BDS-CURATED-0451,lớn thì gần như sẽ phải đấu t,no_map_link_found_in_matched_raw,,,,,,batch_566.txt
BDS-CURATED-0419,lớn thì gần như sẽ phải đấu thầu,has_unresolved_or_unattached_map_link,https://maps.app.goo.gl/wbNjvBPsJioGNogn8; https://maps.app.goo.gl/DAATNJRd8MxG4uyaA; https://goo.gl/maps/xNEqZWHrXNzKYLHe6,https://maps.app.goo.gl/wbNjvBPsJioGNogn8; https://maps.app.goo.gl/DAATNJRd8MxG4uyaA; https://goo.gl/maps/xNEqZWHrXNzKYLHe6,,,name_token_overlap>=2,batch_561.txt
BDS-CURATED-0453,nhiều và phân mảng,has_unresolved_or_unattached_map_link,https://maps.app.goo.gl/t178LDzcrFtjxgEz9; https://maps.app.goo.gl/ioqJ9N2mKRyMdiAe6; https://www.google.com/maps/d/edit?mid=1MawyjqMPRL80P8Y7qm_ZhtUgghnbpFc&usp=sharing; https://maps.app.goo.gl/wbNjvBPsJioGNogn8; https://maps.app.goo.gl/DAATNJRd8MxG4uyaA; https://maps.app.goo.gl/o5yA5cAF8qJoTZqW8; https://maps.app.goo.gl/K3ASKRs9Sc5yfa9z9; https://maps.app.goo.gl/uLPtqwAnwnevw4zz7; https://maps.app.goo.gl/9PHZkvYiuadCm992A; https://goo.gl/maps/XXMLm2Ebm5FEFwig7; https://goo.gl/maps/xLiJbzx1TGiATefw5; https://goo.gl/maps/gHyC9FmNZYpnaoV77,https://maps.app.goo.gl/t178LDzcrFtjxgEz9; https://maps.app.goo.gl/ioqJ9N2mKRyMdiAe6; https://www.google.com/maps/d/edit?mid=1MawyjqMPRL80P8Y7qm_ZhtUgghnbpFc&usp=sharing; https://maps.app.goo.gl/wbNjvBPsJioGNogn8; https://maps.app.goo.gl/DAATNJRd8MxG4uyaA; https://maps.app.goo.gl/o5yA5cAF8qJoTZqW8; https://maps.app.goo.gl/K3ASKRs9Sc5yfa9z9; https://maps.app.goo.gl/uLPtqwAnwnevw4zz7; https://maps.app.goo.gl/9PHZkvYiuadCm992A; https://goo.gl/maps/XXMLm2Ebm5FEFwig7; https://goo.gl/maps/xLiJbzx1TGiATefw5; https://goo.gl/maps/gHyC9FmNZYpnaoV77,,,name_token_overlap>=2,batch_452.txt
BDS-CURATED-0454,nào mà đóng tssđ hàng năm nó cứ t,has_unresolved_or_unattached_map_link,https://maps.app.goo.gl/ioqJ9N2mKRyMdiAe6; https://maps.app.goo.gl/AoJAreLLvUUHzVVw5; https://maps.app.goo.gl/ET75kfpwVX837fEE6; https://maps.app.goo.gl/47PLkeuNfzKvw38w8; https://maps.app.goo.gl/RXcEPNYx6EwAbDxF9; https://maps.app.goo.gl/xomcfbw3UHPYcLxG8; https://maps.app.goo.gl/Wji4ey8prbGM2zHJ6; https://maps.app.goo.gl/UEv62Ht1RcfDLLML8; https://maps.app.goo.gl/b6AweqeJiHMGShsq9; https://maps.app.goo.gl/s62kTxdTsTQvQHDJ9; https://goo.gl/maps/JhPoRTM15vQA7Kk6A; https://goo.gl/maps/XXMLm2Ebm5FEFwig7; https://goo.gl/maps/FmDxfXdHa9mdoGK99; https://goo.gl/maps/GPVNSt7Q6a73xSKHA; https://goo.gl/maps/VFB9RLFqHkCjVD4Y6; https://goo.gl/maps/TKu4Ej99YDW51J8o6; https://goo.gl/maps/gHyC9FmNZYpnaoV77; https://goo.gl/maps/JtDt3jc8pMZ3n7xH9; https://goo.gl/maps/GPLvd34uRNT1EL5bA; https://goo.gl/maps/oJP5R9Jfe8yAcrWY6,https://maps.app.goo.gl/ioqJ9N2mKRyMdiAe6; https://maps.app.goo.gl/AoJAreLLvUUHzVVw5; https://maps.app.goo.gl/ET75kfpwVX837fEE6; https://maps.app.goo.gl/47PLkeuNfzKvw38w8; https://maps.app.goo.gl/RXcEPNYx6EwAbDxF9; https://maps.app.goo.gl/xomcfbw3UHPYcLxG8; https://maps.app.goo.gl/Wji4ey8prbGM2zHJ6; https://maps.app.goo.gl/UEv62Ht1RcfDLLML8; https://maps.app.goo.gl/b6AweqeJiHMGShsq9; https://maps.app.goo.gl/s62kTxdTsTQvQHDJ9; https://goo.gl/maps/JhPoRTM15vQA7Kk6A; https://goo.gl/maps/XXMLm2Ebm5FEFwig7; https://goo.gl/maps/FmDxfXdHa9mdoGK99; https://goo.gl/maps/GPVNSt7Q6a73xSKHA; https://goo.gl/maps/VFB9RLFqHkCjVD4Y6; https://goo.gl/maps/TKu4Ej99YDW51J8o6; https://goo.gl/maps/gHyC9FmNZYpnaoV77; https://goo.gl/maps/JtDt3jc8pMZ3n7xH9; https://goo.gl/maps/GPLvd34uRNT1EL5bA; https://goo.gl/maps/oJP5R9Jfe8yAcrWY6,,,name_token_overlap>=2,batch_776.txt
BDS-CURATED-0250,nào mà đóng tssđ hàng năm nó cứ tăng hàng năm nữa,has_unresolved_or_unattached_map_link,https://maps.app.goo.gl/ioqJ9N2mKRyMdiAe6; https://maps.app.goo.gl/AoJAreLLvUUHzVVw5; https://maps.app.goo.gl/zNrudtbb4kMk2xxv5; https://www.google.com/maps/d/edit?mid=1SAcLUqc-JTEBiY1uNXVoDUdI-a5wJd0&ll=10.002013642197713%2C105…; https://maps.app.goo.gl/QVMCmJp83pMBNKrL8; https://maps.app.goo.gl/bKZVkKUcnYGRLJWw5; https://maps.app.goo.gl/ET75kfpwVX837fEE6; https://maps.app.goo.gl/47PLkeuNfzKvw38w8; https://maps.app.goo.gl/RXcEPNYx6EwAbDxF9; https://maps.app.goo.gl/xg6rRMGswq5scyCbA; https://maps.app.goo.gl/whvDoK2djK9ZczAK8; https://maps.app.goo.gl/gr7GZiwJ71dX1nzNA; https://maps.app.goo.gl/xomcfbw3UHPYcLxG8; https://maps.app.goo.gl/cuqyDKdtbfwW1DAa8; https://maps.app.goo.gl/o5yA5cAF8qJoTZqW8; https://maps.app.goo.gl/Wji4ey8prbGM2zHJ6; https://maps.app.goo.gl/UEv62Ht1RcfDLLML8; https://maps.app.goo.gl/TcCLZG1kwf9F7wCu5; https://maps.app.goo.gl/uKe9j2z7xKHjdR8A7; https://maps.app.goo.gl/NT8XaQJv76yrgG946; https://maps.app.goo.gl/b6AweqeJiHMGShsq9; https://maps.app.goo.gl/s62kTxdTsTQvQHDJ9; https://maps.app.goo.gl/K3ASKRs9Sc5yfa9z9; https://maps.app.goo.gl/dAy23L3wP3mTsMM88; https://maps.app.goo.gl/QydbrwwdHVvcm7keA; https://maps.app.goo.gl/9PHZkvYiuadCm992A; https://goo.gl/maps/JhPoRTM15vQA7Kk6A; https://goo.gl/maps/rzwM8zz1vmEphauk6; https://goo.gl/maps/XXMLm2Ebm5FEFwig7; https://goo.gl/maps/FmDxfXdHa9mdoGK99; https://goo.gl/maps/GPVNSt7Q6a73xSKHA; https://goo.gl/maps/h4LQbK4dijinbrmF8; https://goo.gl/maps/g4UerEukDLx9YjWt5; https://goo.gl/maps/VFB9RLFqHkCjVD4Y6; https://goo.gl/maps/xLiJbzx1TGiATefw5; https://goo.gl/maps/TKu4Ej99YDW51J8o6; https://goo.gl/maps/sMLMvWwegyerE3jJ9; https://goo.gl/maps/gHyC9FmNZYpnaoV77; https://goo.gl/maps/5AF74tZoTkBqM71d6; https://goo.gl/maps/JtDt3jc8pMZ3n7xH9; https://goo.gl/maps/GPLvd34uRNT1EL5bA; https://goo.gl/maps/oJP5R9Jfe8yAcrWY6; https://goo.gl/maps/trCxv7WmZ7Lim467A,https://maps.app.goo.gl/ioqJ9N2mKRyMdiAe6; https://maps.app.goo.gl/AoJAreLLvUUHzVVw5; https://maps.app.goo.gl/zNrudtbb4kMk2xxv5; https://www.google.com/maps/d/edit?mid=1SAcLUqc-JTEBiY1uNXVoDUdI-a5wJd0&ll=10.002013642197713%2C105…; https://maps.app.goo.gl/QVMCmJp83pMBNKrL8; https://maps.app.goo.gl/bKZVkKUcnYGRLJWw5; https://maps.app.goo.gl/ET75kfpwVX837fEE6; https://maps.app.goo.gl/47PLkeuNfzKvw38w8; https://maps.app.goo.gl/RXcEPNYx6EwAbDxF9; https://maps.app.goo.gl/xg6rRMGswq5scyCbA; https://maps.app.goo.gl/whvDoK2djK9ZczAK8; https://maps.app.goo.gl/gr7GZiwJ71dX1nzNA; https://maps.app.goo.gl/xomcfbw3UHPYcLxG8; https://maps.app.goo.gl/cuqyDKdtbfwW1DAa8; https://maps.app.goo.gl/o5yA5cAF8qJoTZqW8; https://maps.app.goo.gl/Wji4ey8prbGM2zHJ6; https://maps.app.goo.gl/UEv62Ht1RcfDLLML8; https://maps.app.goo.gl/TcCLZG1kwf9F7wCu5; https://maps.app.goo.gl/uKe9j2z7xKHjdR8A7; https://maps.app.goo.gl/NT8XaQJv76yrgG946; https://maps.app.goo.gl/b6AweqeJiHMGShsq9; https://maps.app.goo.gl/s62kTxdTsTQvQHDJ9; https://maps.app.goo.gl/K3ASKRs9Sc5yfa9z9; https://maps.app.goo.gl/dAy23L3wP3mTsMM88; https://maps.app.goo.gl/QydbrwwdHVvcm7keA; https://maps.app.goo.gl/9PHZkvYiuadCm992A; https://goo.gl/maps/JhPoRTM15vQA7Kk6A; https://goo.gl/maps/rzwM8zz1vmEphauk6; https://goo.gl/maps/XXMLm2Ebm5FEFwig7; https://goo.gl/maps/FmDxfXdHa9mdoGK99; https://goo.gl/maps/GPVNSt7Q6a73xSKHA; https://goo.gl/maps/h4LQbK4dijinbrmF8; https://goo.gl/maps/g4UerEukDLx9YjWt5; https://goo.gl/maps/VFB9RLFqHkCjVD4Y6; https://goo.gl/maps/xLiJbzx1TGiATefw5; https://goo.gl/maps/TKu4Ej99YDW51J8o6; https://goo.gl/maps/sMLMvWwegyerE3jJ9; https://goo.gl/maps/gHyC9FmNZYpnaoV77; https://goo.gl/maps/5AF74tZoTkBqM71d6; https://goo.gl/maps/JtDt3jc8pMZ3n7xH9; https://goo.gl/maps/GPLvd34uRNT1EL5bA; https://goo.gl/maps/oJP5R9Jfe8yAcrWY6; https://goo.gl/maps/trCxv7WmZ7Lim467A,suspicious_shared_by_many_projects,matched_teams_map_link,name_token_overlap>=2,batch_775.txt
BDS-CURATED-0291,này hồi xưa mình có thông tin nhưng s,has_unresolved_or_unattached_map_link,https://goo.gl/maps/JhPoRTM15vQA7Kk6A; https://maps.app.goo.gl/t178LDzcrFtjxgEz9; https://maps.app.goo.gl/qDbb6mJHvwhXw4Az6; https://www.google.com/maps/d/edit?mid=1pYF3M65dQngj9P_VP8SbXUKy92nYnFo&usp=sharing; https://maps.app.goo.gl/Mww4k2RWctPHssMQA; https://maps.app.goo.gl/bKZVkKUcnYGRLJWw5; https://maps.app.goo.gl/acrdQ54V3NVNNkKh9; https://maps.app.goo.gl/Fsyo4xmwK3kmzbC9A; https://maps.app.goo.gl/hMM3KEF5KhFhsZJi7; https://www.google.com/maps/d/edit?mid=1MawyjqMPRL80P8Y7qm_ZhtUgghnbpFc&usp=sharing; https://maps.app.goo.gl/gr7GZiwJ71dX1nzNA; https://maps.app.goo.gl/xomcfbw3UHPYcLxG8; https://maps.app.goo.gl/cuqyDKdtbfwW1DAa8; https://maps.app.goo.gl/UEv62Ht1RcfDLLML8; https://maps.app.goo.gl/TcCLZG1kwf9F7wCu5; https://maps.app.goo.gl/NT8XaQJv76yrgG946; https://maps.app.goo.gl/xQZeRwkJHuyDhx496; https://maps.app.goo.gl/s62kTxdTsTQvQHDJ9; https://maps.app.goo.gl/zNrudtbb4kMk2xxv5; https://maps.app.goo.gl/uLPtqwAnwnevw4zz7; https://goo.gl/maps/g4UerEukDLx9YjWt5; https://goo.gl/maps/sMLMvWwegyerE3jJ9,https://goo.gl/maps/JhPoRTM15vQA7Kk6A; https://maps.app.goo.gl/t178LDzcrFtjxgEz9; https://maps.app.goo.gl/qDbb6mJHvwhXw4Az6; https://www.google.com/maps/d/edit?mid=1pYF3M65dQngj9P_VP8SbXUKy92nYnFo&usp=sharing; https://maps.app.goo.gl/Mww4k2RWctPHssMQA; https://maps.app.goo.gl/bKZVkKUcnYGRLJWw5; https://maps.app.goo.gl/acrdQ54V3NVNNkKh9; https://maps.app.goo.gl/Fsyo4xmwK3kmzbC9A; https://maps.app.goo.gl/hMM3KEF5KhFhsZJi7; https://www.google.com/maps/d/edit?mid=1MawyjqMPRL80P8Y7qm_ZhtUgghnbpFc&usp=sharing; https://maps.app.goo.gl/gr7GZiwJ71dX1nzNA; https://maps.app.goo.gl/xomcfbw3UHPYcLxG8; https://maps.app.goo.gl/cuqyDKdtbfwW1DAa8; https://maps.app.goo.gl/UEv62Ht1RcfDLLML8; https://maps.app.goo.gl/TcCLZG1kwf9F7wCu5; https://maps.app.goo.gl/NT8XaQJv76yrgG946; https://maps.app.goo.gl/xQZeRwkJHuyDhx496; https://maps.app.goo.gl/s62kTxdTsTQvQHDJ9; https://maps.app.goo.gl/zNrudtbb4kMk2xxv5; https://maps.app.goo.gl/uLPtqwAnwnevw4zz7; https://goo.gl/maps/g4UerEukDLx9YjWt5; https://goo.gl/maps/sMLMvWwegyerE3jJ9,suspicious_shared_by_many_projects,matched_teams_map_link,name_token_overlap>=2,batch_766.txt
BDS-CURATED-0292,này nha anh Cái này phải đi khảo sát địa hình,has_unresolved_or_unattached_map_link,https://goo.gl/maps/9VManjp1YiqeSC1A8; https://maps.app.goo.gl/ioqJ9N2mKRyMdiAe6; https://maps.app.goo.gl/gr7GZiwJ71dX1nzNA; https://maps.app.goo.gl/wbNjvBPsJioGNogn8; https://maps.app.goo.gl/DAATNJRd8MxG4uyaA; https://maps.app.goo.gl/cuqyDKdtbfwW1DAa8; https://maps.app.goo.gl/o5yA5cAF8qJoTZqW8; https://maps.app.goo.gl/uKe9j2z7xKHjdR8A7; https://goo.gl/maps/xNEqZWHrXNzKYLHe6; https://maps.app.goo.gl/NT8XaQJv76yrgG946; https://maps.app.goo.gl/zNrudtbb4kMk2xxv5; https://maps.app.goo.gl/B98HY6ThSbAhg1a98; https://maps.app.goo.gl/sY5sb4n5Lvp2K2oz7; https://maps.app.goo.gl/s62kTxdTsTQvQHDJ9; https://maps.app.goo.gl/K3ASKRs9Sc5yfa9z9; https://maps.app.goo.gl/E7ucSVc9hHKpPNDQ6; https://maps.app.goo.gl/uLPtqwAnwnevw4zz7; https://maps.app.goo.gl/9PHZkvYiuadCm992A; https://goo.gl/maps/rzwM8zz1vmEphauk6; https://goo.gl/maps/XXMLm2Ebm5FEFwig7; https://goo.gl/maps/k4R8TwNVtrg4BrJc9; https://goo.gl/maps/YaZ9tS4Xqtm5REAe6; https://goo.gl/maps/xLiJbzx1TGiATefw5; https://goo.gl/maps/88psz7y8xzQTcyVn9; https://goo.gl/maps/TKu4Ej99YDW51J8o6; https://goo.gl/maps/mJAEFg5zdD6J4Xbq8; https://goo.gl/maps/1eXNtJWdQZHPkvXp8; https://goo.gl/maps/SeJtvcKkqmN6a7oy6; https://goo.gl/maps/hgxR4SsThT7KqvbUA; https://goo.gl/maps/gHyC9FmNZYpnaoV77; https://goo.gl/maps/5AF74tZoTkBqM71d6; https://goo.gl/maps/JtDt3jc8pMZ3n7xH9; https://goo.gl/maps/GPLvd34uRNT1EL5bA; https://goo.gl/maps/oJP5R9Jfe8yAcrWY6; https://goo.gl/maps/trCxv7WmZ7Lim467A,https://goo.gl/maps/9VManjp1YiqeSC1A8; https://maps.app.goo.gl/ioqJ9N2mKRyMdiAe6; https://maps.app.goo.gl/gr7GZiwJ71dX1nzNA; https://maps.app.goo.gl/wbNjvBPsJioGNogn8; https://maps.app.goo.gl/DAATNJRd8MxG4uyaA; https://maps.app.goo.gl/cuqyDKdtbfwW1DAa8; https://maps.app.goo.gl/o5yA5cAF8qJoTZqW8; https://maps.app.goo.gl/uKe9j2z7xKHjdR8A7; https://goo.gl/maps/xNEqZWHrXNzKYLHe6; https://maps.app.goo.gl/NT8XaQJv76yrgG946; https://maps.app.goo.gl/zNrudtbb4kMk2xxv5; https://maps.app.goo.gl/B98HY6ThSbAhg1a98; https://maps.app.goo.gl/sY5sb4n5Lvp2K2oz7; https://maps.app.goo.gl/s62kTxdTsTQvQHDJ9; https://maps.app.goo.gl/K3ASKRs9Sc5yfa9z9; https://maps.app.goo.gl/E7ucSVc9hHKpPNDQ6; https://maps.app.goo.gl/uLPtqwAnwnevw4zz7; https://maps.app.goo.gl/9PHZkvYiuadCm992A; https://goo.gl/maps/rzwM8zz1vmEphauk6; https://goo.gl/maps/XXMLm2Ebm5FEFwig7; https://goo.gl/maps/k4R8TwNVtrg4BrJc9; https://goo.gl/maps/YaZ9tS4Xqtm5REAe6; https://goo.gl/maps/xLiJbzx1TGiATefw5; https://goo.gl/maps/88psz7y8xzQTcyVn9; https://goo.gl/maps/TKu4Ej99YDW51J8o6; https://goo.gl/maps/mJAEFg5zdD6J4Xbq8; https://goo.gl/maps/1eXNtJWdQZHPkvXp8; https://goo.gl/maps/SeJtvcKkqmN6a7oy6; https://goo.gl/maps/hgxR4SsThT7KqvbUA; https://goo.gl/maps/gHyC9FmNZYpnaoV77; https://goo.gl/maps/5AF74tZoTkBqM71d6; https://goo.gl/maps/JtDt3jc8pMZ3n7xH9; https://goo.gl/maps/GPLvd34uRNT1EL5bA; https://goo.gl/maps/oJP5R9Jfe8yAcrWY6; https://goo.gl/maps/trCxv7WmZ7Lim467A,suspicious_shared_by_many_projects,matched_teams_map_link,name_token_overlap>=2,batch_922.txt
BDS-CURATED-0457,này thì chuyển cho anh Tâm nên K,no_map_link_found_in_matched_raw,,,,,,batch_777.txt
BDS-CURATED-0464,rồi,no_map_link_found_in_matched_raw,,,,,,batch_762.txt
BDS-CURATED-0465,thì 120 -130 ạ 31 là kích thước sao nhỉ by Admin 01,no_map_link_found_in_matched_raw,,,,,,batch_199.txt
