curated_id,project_name,status,has_map,issues,mention_count,first_report_date,latest_report_date,source_excerpt
BDS-CURATED-0321,~38ha,needs_name_or_parent_review,no,needs_parent_name_extraction,1,,,"[] Hanh T - INVT 3/6 1:23 PM Edited Translate P. Đầu tư báo cáo Sếp Admin 01 về khu đất 35ha tại Kiên Giang (thuộc Châu Thành giáp ranh TP Rạch Giá), từ công ty CKG như sau: 1. Sơ bộ về khu đất: Vị trí và ranh đất: https://www.google.com/maps/d/edit?mid=1SAcLUqc-JTEBiY1uNXVoDUdI-a5wJd0&ll=10.002013642197713%2C105… Đường Lạc Hồng (xã Thạnh Lộc, H. Châu Thành, tỉnh Kiên Giang, nay là xã Thạnh Lộc. tỉnh An Giang). Pháp lý: Tổng diện tích đất khoảng 35ha/38,8ha lập dự án, chủ yếu là đất lúa. Hiện chưa lập dự án, định hướng xin Quyết định chủ trương đầu tư theo hướng tự thỏa thuận quyền sử dụng đất và vận dụng thí điểm diện tích mua gom >75% diện tích đất lập dự án ~38ha. Quy hoạch: Phòng Quy Hoạch tạm áp theo QH chung (do chưa có QH phân khu tại khu vực này sau khi sát nhập). Tổng diện tích dự án 38,8 ha,đất ở (bao gồm đất NOXH) là khoảng 60%, ~ 23,3 ha. Diện tích đất NOTM: 18,6 ha, gồm - Nhà ở liên kế 9,3 ha ~ 933 nền 100 m2 =>BÁN NỀN - Nhà ở liên kế shophouse 4,6 ha ~ 466 căn 1T1L +tum =>XÂY NHÀ BÁN - Nhà ở biệt thự 4,6 ha ~ 292 nền 160 m2 => BÁN NỀN Chung cư nhà ở xã hội 12 tầng, 1.850 căn. 2. Hiệu quả dự án: Tổng chi phí (chưa VAT) : 4.460 tỷ đồng. Tổng mức đầu tư (chưa VAT) : 3.955 t"
BDS-CURATED-0143,đạt hiệu quả LNTT/TMĐT ~ >=20% ở khung từ giá bán bình quân chưa VAT đạt từ 75 triệu/m2 trở lên chi phí đầu tư,needs_name_or_parent_review,yes,bad_name_length; needs_parent_name_extraction,1,,,"[] Phòng có chạy thêm độ nhạy theo 2 giả định: Cố định tiền sử dụng đất được khấu trừ ~ đơn giá 168 tr/m2: thay đổi giá bán căn hộ và thay đổi suất vốn đầu tư all-in thì dự án đạt hiệu quả LNTT/TMĐT ~ >=20% ở khung từ giá bán bình quân chưa VAT đạt từ 75 triệu/m2 trở lên chi phí đầu tư xây dựng chưa VAT từ dưới 12,7 tr/m2 all in (Theo bảng độ nhạy, vùng tô vàng) 2. Cố định giá bán căn hộ ~ đơn giá 68,8 tr/m2: thay đổi đơn giá đất được khấu trừ và thay đổi suất vốn đầu tư all-in thì tại mức đơn giá được khấu trừ tối đa ~ 185 tr/,2 = đơn giá đất thặng dư là không đóng thêm tiền sử dụng đất bổ sung) thì tỷ lệ LNTT/TMĐT chỉ đạt 10,8%. (theo bảng độ nhạy) Theo kết quả tính FS và chạy độ nhạy như trên thì trong trường hợp dự án tiền đất khấu trừ tốt nhất (bằng với đơn giá đất tính thặng dư =>không đóng thêm tiền sử dụng đất, đây là giả định lạc quan, thực tế khó mà đạt được) thì dự án vẫn chưa đạt hiệu quả kỳ vọng (chỉ đạt 10,8%) tại mức giá bán căn hộ đề xuất ~ 68,8 tr (chưa VAT). Như vậy, để dự án đạt hiệu quả thì giá bán căn hộ mang tính quyết định ưu tiên, từ 75 tr/m2 chưa VAT và tiền sử dụng đất được khấu trừ cao nhất có thể (tối thiểu từ 168 tr/m2)."
BDS-CURATED-0144,đạt tỷ lệ LNTT/TMĐT 15% ~ 290 tỷ đồng ~ đơn giá 137,needs_name_or_parent_review,yes,needs_parent_name_extraction,1,,,"[] P.ĐT có chạy bài toán ngược với tỷ lệ LLTT/TMĐT đạt 15 % và các điều kiện khác không đổi (giá bán căn hộ, giá xây dựng) thì giá mua tối đa để DA đạt hiệu quả là 291 tỷ đồng ~ đơn giá 137.8 triệu đồng/m2. 2 Đề xuất: Có thể xem xét cân nhắc tìm hiểu DA nếu Giá chào giảm xuống đến mức mà dự án đạt tỷ lệ LNTT/TMĐT 15% ~ 290 tỷ đồng ~ đơn giá 137.8 triệu đồng/m2. Trân trọng, Find local businesses, view maps and get driving directions in Google Maps. maps.app.goo.gl image by Hanh T - INVT"
BDS-CURATED-0071,(FS),needs_name_or_parent_review,no,needs_parent_name_extraction,1,,,"[] Phòng Đầu tư tính lại (có tham khảo anh Tài) Diện tích đất: 25.045,10 m2 (phù hợp quy hoạch) Diện tích đất: 25.045,10 m2 (phù hợp quy hoạch) Hệ số sử dụng đất: 10 lần Hệ số sử dụng đất: 7,2 lần Số tầng: 35 tầng (2 hầm, 2 tầng Shop TM, 2 tầng để xe nổi, 31 tầng căn hộ ở) Số tầng: 20 tầng (1 hầm, 2 tầng Shop TM, 2 tầng để xe nổi, 16 tầng căn hộ ở) Dân số: 3.411 dân Dân số: 3.411 dân Theo Quy hoạch PK thì hệ số là 10 lần, dân số 3.411 người. Tuy nhiên, qua tham khảo ý kiến từ phòng QH thì khu vực TPHCM cũ tính 32/m2 người, và để an toàn, P.Đầu tư tạm tính 28 m2/người, trên cơ sở gốc dùng hết dân số 3.411 dân => diện tích NFA căn hộ giảm đi khoảng 50.000 m2 sàn và hệ số tương ứng giảm xuống còn 7.2 lần, dư 2.8 hệ số, tầng cao giảm còn 20 tầng. P.ĐT cũng đã tính đến việc bố trí hệ số dư này cho căn officetel nhưng theo quy định mới thì officetel cũng phải tính dân số, do đó phòng chỉ tính thuần đủ dân số cho căn hộ ở, không hết hệ số. Theo đó, diện tích sàn xây dựng GFA và quy mô tầng cao cũng như diện tích thương phẩm tính lại đều giảm tương ứng so với số của đối tác đã tính, như sau: Nội dung Đối tác P.Đầu tư Chênh lệch Tầng cao 2 hầm, 35 nổi 1 hầm, 20 nổi giảm 1 hầm, -15 tầng GFA gồm"
BDS-CURATED-0326,(GỒM VAT) – 4,needs_name_or_parent_review,no,needs_parent_name_extraction,3,2025-09-11,2025-09-11,"[2025-09-11] Thao L - INVT 9/11/2025 5:28 PM Edited Translate K.ĐT báo cáo anh Mr Mike1 -CEO về Phương án Thấp tầng Phú Gia Khiêm như sau: 1. CHI PHÍ DỰ ÁN (GỒM VAT) – 4,847TỶ - Chi phí M&A: 700 tỷ - Chi phí pháp lý: 55 tỷ - Chi phí Chuyển mục đích tiền sử dụng đất: 550 tỷ ~ 17.5tr/m2 (Gấp 3.1 lần Đơn giá Nhà nước Mặt tiền đường Bình Chuẩn 67) - Tổng chi phí xây dựng all in: 2,197 tỷ + Chi phí xây dựng Hạ tầng, cảnh quan allin trên tổng diện tích dự án: 48 tỷ ~ 1.42tr/m2 đất + Chi phí xây dựng Chung cư all in (2 block: 30 tầng + tum + 2 hầm, hoàn thiện cơ bản): 2,088tỷ ~ 13tr/m2 sàn (cao hơn dự án Phượng Hoàng 12.2tr/m2 khoảng 7%) + Chi phí xây dựng Nhà liên kế all in (4 tầng, hoàn thiện bên ngoài, thô bên trong): 42 tỷ ~ 6tr/m2 sàn + Chi phí xây dựng Nhà trẻ all in (hoàn thiện bên ngoài, thô bên trong): 19 tỷ ~ 5.9tr/m2 sàn + Chi phí xây dựng Nhà mẫu: 16.5 tỷ - Chi phí lãi vay: 158 tỷ với lãi suất 9%/năm - Chi phí bán hàng: 786 tỷ~ 17% (Doanh thu chưa VAT) 2. DOANH THU DỰ ÁN (GỒM VAT) – 5,187 TỶ - Đơn giá bán Căn hộ từ 2026 - 2028: 40 - 42 - 43 - 45 tr/m2 sàn (chưa VAT, tim tường) - Doanh thu Căn hộ gồm VAT: 4,353 tỷ - Đơn giá bán Shophouse khối đế 2027 - 2028: 68 - 72 tr/m2 sàn (chưa VAT, tim --- [2025-09-11] Thao L - INVT 9/11/2025 5:28 PM Edited Translate K.ĐT báo cáo anh Mr Mike1 -CEO về Phương án Thấp tầng Phú Gia Khiêm như sau: 1. CHI PHÍ DỰ ÁN (GỒM VAT) – 4,847TỶ - Chi "
BDS-CURATED-0049,54ha liền kề sân bay Phan Thiết có giá chào 860-900 tỷ,recover_project,no,,1,2022-08-11,2022-08-11,"[2022-08-11] Trieu Nguyen-PTDT 8/11/2022 12:10 PM Edited KĐT gửi anh Tuan Tran-CEO báo cáo dự án 54ha liền kề sân bay Phan Thiết có giá chào 860-900 tỷ: Vị trí và hạ tầng giao thông kết nối - Dự án nằm sát cảng hàng không nội địa Phan Thiết đang trong giai đoạn hoàn thành Chủ trương đầu tư, đã hoàn thành công tác đền bù và giải phóng mặt bằng, phục vụ dân dụng và quốc phòng - Dự án nằm tiếp giáp đường 715, là tuyến đường kết nối đến đường Võ Nguyên Giáp - tuyến đường chính chạy về thành phố Phan Thiết, nằm cách đường Võ Nguyên Giáp khoảng 6.8km - Dự án cách biển 7.4km, cách thành phố Phan Thiết 24km 2. Đánh giá về sự ảnh hưởng sân bay Phan Thiết và các sân bay khác đến định hướng phát triển dự án bất động sản - Sân bay Long Thành là sân bay Quốc tế có quy mô 5300ha, phục vụ cho các chuyến bay quốc tế để các chuyên gia quốc tế và cư dân ở tỉnh thành khác đến Đồng Nai và các tỉnh thành lân cận để làm việc, vì định hướng phát triển quy hoạch sẽ hình thành nhiều Khu Công Nghiệp trong tương lai dẫn đến hình thành nhiều dự án khu đô thị ven sân bay nhằm phục vụ các cư dân từ nơi khác đến Đồng Nai sinh sống, - Sân bay Phù Cát: là sân bay đã hình thành và TP Quy Nhơn là 1 trong những thành phố du lịch"
BDS-CURATED-0102,Hải Âu tại Bãi Trường,needs_name_or_parent_review,no,needs_parent_name_extraction,1,2022-11-04,2022-11-04,"[2022-11-04] Thao L - INVT 11/4/2022 3:24 PM K.ĐT báo cáo anh Tuan Tran-CEO dự án Hải Âu tại Bãi Trường, Dương Tơ, Phú Quốc. Thông tin: Dự án có quy mô 11.2ha với giá chào chuyển nhượng là 1.100 tỷ tương ứng 9,7tr.đ/m2 (bao hồm hiện trạng có các công trình trên đất). Vị trí: Dự án nằm phía cuối Bãi Trường, có phần biển dài khoảng 250m, tiếp giáp đường Trần Hưng Đạo, cách dự án MeyHomes khoảng 2,3km. Hiện trạng: Dự án hiện có các công trình đang xây dựng, tuy nhiên không xác định rõ được tiến độ, quy mô, diện tích xây dựng và giá trị công trình hiện hữu. Pháp lý dự án: Pháp lý đất: GCN quyền sử dụng đất 8.37ha- đất TMDV đến 2082, nguồn gốc: Nhà nước giao đất có thu tiền sử dụng đất (đóng tiền thuê đất một lần, trong đó: Được giảm 50% tiền sử dụng đất theo quy định số 695/QĐ-CT ngày 11/06/2018 với diện tích 6.95ha.) Thời hạn còn lại: 60 năm. Phần còn lại là đất hành lang biển, đất giao thông sân bãi. Pháp lý đầu tư: Giấy chứng nhận đăng kí đầu tư. Mục tiêu dự án: Đầu tư Khu du lịch nghỉ dưỡng hỗ hợp với các chức năng: Nghỉ dưỡng, thương mại và các dịch vụ ven biển phục vụ cho khách du lich trong và ngoài nước. Thời gian hoạt động: 70 năm, từ 2012-2082. Tiến độ: Đến cuối quý III/2019: hoàn thành t"
BDS-CURATED-0319,chung cư Hòa Xuân (A2-3 & A2-4) 1,recover_project,no,,1,,,"[] P.ĐT báo cáo sếp hiệu quả dự án chung cư Hòa Xuân (A2-3 & A2-4) 1. Thông tin tổng quan a) Diện tích: 6.648 m2; Trong đó: + A2-3: 3.508 m2 + A2-4: 3.140 m2 b) Quy hoạch theo QHPK mới: + A2-3: 18 tầng, 880 dân, mđxd 73%, hệ số 12.4 (Thiết kế đc 12.4) + A2-4: 15 tầng, 804 dân (thiết kế được 682) , mđxd 76%, hệ số 12.2 (thiết kế được 10.6) 2. Hiệu quả: a) Giả định kinh doanh (tham chiếu báo cáo từ RnD): + Giá bán căn hộ: 55 – 60 tr/m2 (chưa VAT tim tường) + Giá bán shop: 80 tr/m2 (chưa VAT tim tường) + Nhà trẻ: cho thuê 3.5$/m2/tháng + Chi phí bán hàng: 19 %/doanh thu b) Giả định xây dựng: + Suất xây dựng: 13tr./m2 (gồm VAT), trang bị nội thất liền tường. + Suất Đầu tư all in: 15tr/m2 + Chi phí pháp lý: 36 tỷ (dành cho gđ xin GPXD, nghiệm thu, ra sổ) + Ls: 12%/năm c) Hiệu quả kinh doanh: LNTT: 956 tỷ LNST: 765 tỷ NPV: 512 tỷ IRR: 141% LNTT/TMĐT: 49,1% 300126_R D_De xuat PA phat trien 2 lo Hoa Xuan_full dat o.pdf Ủa giá mua là bao nhiêu by Admin 01"
BDS-CURATED-0154,cần kiểm tra xem có chuyển lên thổ cư để thực hiện dự án chung cư được hay không,needs_name_or_parent_review,yes,chat_sentence_name,1,2022-08-26,2022-08-26,"[] Phòng Pháp lý dự án cần kiểm tra xem có chuyển lên thổ cư để thực hiện dự án chung cư được hay không, và nêu rõ quy trình thực hiện dự án Phía đối tác chào bán hiện trạng - Nguồn: Mr. Nhựt - Link Map: https://goo.gl/maps/C86NnDNwQKH22Bek9- Link OneDrive: Dự án 1.2ha đường Thuận An Hòa, P. An Phú - OneDrive (sharepoint.com)"
BDS-CURATED-0117,hạ tầng trọng điểm quốc gia đang được triển khai như Đường DT 770B (LG 60m) khởi công xây dựng Quý I-2024,needs_name_or_parent_review,yes,bad_name_length; needs_parent_name_extraction,1,2023-11-27,2023-11-27,"[2023-11-27] Sinh Nguyen-Dau Tu 11/27/2023 3:24 PM KĐT gửi anh Tuan Tran-CEO về báo cáo Nghiên cứu Quỹ đất thuộc xã Tân Hiệp, huyện Long Thành, tỉnh Đồng Nai: 1/ Hạ tầng giao thông 1.1/ Hạ tầng trọng điểm Đồng Nai: ● Giao thông: Cao tốc Bến Lức – Long Thành, cao tốc Biên Hòa – Vũng Tàu, cao tốc Long Thành – Dầu Giây; Đường Vành Đai 3, đường Vành Đai 4; Đường Quốc lộ 51, đường DT770B, đường Nguyễn Ái Quốc (Đường 25C),… ● Sân bay quốc tế Long Thành ● Cảng quốc tế Cái Mép – Thị Vãi ● Đường sắt Biên Hòa – Vũng Tàu, Thủ Thiêm – Long Thành,… 1.2/ Hạ tầng khu vực nghiên cứu ● Cách nút giao cao tốc Bến Lức – Long Thành, cao tốc Biên Hòa - Vũng Tàu và Quốc lộ 51C khoảng 9km (đi theo tuyến đường Quốc lộ 51C vào nút giao) ● Cách nút giao cao tốc Biên Hòa – Vũng Tàu và đường Nguyễn Ái Quốc (Đường 25C) khoảng 16km ● Tiếp giáp tuyến đường DT770B (QH dự kiến 60m), dự kiến khởi công Quý I/2024, kết nối 4 huyện (Định Quán, Thống Nhất, Cẩm Mỹ và Long Thành) và 1 Thành phố (Long Khánh) 2/ Phân tích Swot a/ Điểm mạnh: Giáp KCN Tân Hiệp – Bàu Cạn, quy hoạch KCN 2.627ha (KCN thuộc xã Tân Hiệp là 1.333ha) lớn thứ 2 tỉnh Đồng Nai và lớn thứ nhất huyện Long Thành; Giáp KCN Phước Bình, quy hoạch khoảng 1.000ha Nằm gần n"
BDS-CURATED-0216,phân lô bán nền (không xây nhà) giá rẻ ở Nhơn Trạch,needs_name_or_parent_review,yes,chat_sentence_name; needs_parent_name_extraction,2,2023-07-03,2023-07-03,"[2023-07-03] Sinh Nguyen-Dau Tu 7/3/2023 3:17 PM K.ĐT (kết hợp P.R&D) gửi báo cáo anh Tuan Tran-CEO về khảo sát giá mặt tiền các trục đường chính - phía đông TP. Thủ Đức và các dự án phân lô bán nền (không xây nhà) giá rẻ ở Nhơn Trạch, T.Đồng Nai như sau: A/ Khảo sát giá mặt tiền các trục đường chính - phía đông TP. Thủ Đức (Quận 9): Nhận xét về thị trường: Đơn giá rao bán đất dựa trên cơ sở: Diện tích đất ưu tiên <200m² Giá giảm sâu khoảng 15-20% so với năm ngoái đối với những tài sản bị vướng trả lãi vay ngân hàng và chứng khoán. Đồng thời, tính thanh khoản thấp, ít tin rao Tỷ lệ chênh lệch ±10% trên giá niêm yết phụ thuộc vào: Chủ đất có bán gấp hay không, gần các tiện ích,… Hiện Cầu Long Đại đã có những bước thi công trở lại, đặc biệt là đã nối 2 đầu cầu giữa địa phận phường Long Phước và Vinhomes Grand Park Dự án đường Vành đai 3 TP.HCM vừa được chính thức khởi công có đoạn đi qua địa bàn quận 9 (cũ) nay là TP. Thủ Đức. Những tuyến đường chính hiện hữu (đường nhỏ, 2 làn xe ngược chiều) được hưởng lợi trực tiếp từ tuyến đường Vành đai này như được giảm tải, mạng lưới giao thông thuận tiện dễ dàng kết nối với các vùng lận cận. Đường Nguyễn Duy Trinh đoạn từ Cao tốc đến đường Tam Đa có đơn gi --- [2023-07-03] Sinh Nguyen-Dau Tu 7/3/2023 3:17 PM K.ĐT (kết hợp P.R&D) gửi báo cáo anh Tuan Tran-CEO về khảo sát giá mặt tiền các trục đường chính - phía đông TP. Thủ Đức và các dự án"
BDS-CURATED-0122,tuy có bãi biển đẹp,needs_name_or_parent_review,yes,chat_sentence_name; needs_parent_name_extraction,1,2024-04-01,2024-04-01,"[2024-04-01] Thao L - INVT 4/1/2024 12:13 PM Edited Translate K.ĐT báo cáo anh Tuan Tran-CEO về Khu đất nghiên cứu tại Tam Hải và Tam Hòa, huyện Núi Thành, tỉnh Quảng Nam (Nguồn Mr. Tâm) như sau: 1. Vị trí: Tam Hải và Tam Hòa, huyện Núi Thành, tỉnh Quảng Nam, gần giáp biển, cách: - Sân bay Chu Lai: 25Km- 35p - TP. Tam Kỳ: 20Km – 30p - TP. Hội An: 55Km – 1g10p - TP. Đà Nẵng: 100Km – 1g40p 2. Link maps: https://maps.app.goo.gl/E7ucSVc9hHKpPNDQ6 3. Tổng quan Quảng Nam: - Du lịch Quảng Nam tập trung chủ yếu tại các địa điểm như: Hội An, Mỹ Sơn và Cù lao Chàm. Thị trường du lịch năm 2023 hồi phục tích cực xấp xỉ gần bằng thời kỳ trước dịch 2019. - Khí hậu phân cực rõ 02 mùa: Mùa mưa và mùa khô: Mùa mưa không thuận lợi cho khai thác du lịch vì thường xuyên có lũ lụt, bão và ấp thấp. Chỉ có thể khai thác du lịch khoảng nửa năm vào mùa khô. 4. Định hướng phát triển khu vực khu đất đang nghiên cứu: Theo định hướng trên: - Khu vực hướng càng gần về cụm du lịch Hội An – Đà Nẵng (Thăng Bình, Tam Kỳ) được quy hoạch với tỷ lệ Đất Du lịch và Hỗn hợp càng cao => Định hướng phát triển chủ lực về Du lịch của tỉnh. - Khu vực Núi Thành - hướng dần xa cụm du lịch Hội An – Đà Nẵng, đồng thời kết hợp với điều kiện sẵ"
BDS-CURATED-0359,Đặng Văn Bi + Vị trí,needs_name_or_parent_review,no,needs_parent_name_extraction,1,,,"[] P.ĐT gửi Sếp list các Dự án: 1. 31 Trần Não + Vị trí: 31 Trần Não, Quận 2, TP.HCM + Diện tích: 5.835m2 + Hiện trạng: Đang tính phương án 4: 35 tầng VP + tiện ích (gym, hồi bơi,...) + Deadline: 20/05/2026 2. Dự án Đặng Văn Bi + Vị trí: đường Đặng Văn Bi, Phường Thủ Đức, TP HCM + Diện Tích, quy mô: Khoảng 4.600 m2, 22 tầng cao, HS SDĐ là 7 + Thông tin sơ bộ: Dự án phát triển chung cư và căn hộ dịch vụ + Deadline: 21/05/2026 3. Dự án sát bên dự án Võ Văn Kiệt - Đà Nẵng. + Diện tích khoảng 2000 m2 + Giả định quy hoạch tương đương với miếng Võ Văn Kiệt. + Tính FS để ra giá có thể mua được. + Dealine: 22/5/2026. 4. H2-02 Tên thương mại Sky Habitat + Vị trí: KDC Cát Lái, tp.HCM + Diện tích: 7.988,9 + Hiện trạng: DA đã có pháp lý tương đối đầy đủ và đã triển khai thông tin trên thị trường. P.ĐT đang rà soát pháp lý tổng thể và đánh giá hiệu quả FS + Deadline: 22/05/2026 5. Bà Kèo + Vị trí: Trần Hưng Đạo, Phú Quốc + Diện tích: 4,2ha + Hiện trạng: Đang đợi báo cáo RD về 02 phương án mới (PA10: 1.500 căn hộ và PA11: 2.000 căn hộ) + Deadline: 22/05/2026 6. Dự án: Khách sạn Đà Nẵng cạnh TMS + Vị trí: phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng + Diện tích: 1.120 m2 + Deadline: 28/05/2026 7. Dự án 02 Tâ"
BDS-CURATED-0073,AK (2025)~ 4,needs_name_or_parent_review,no,needs_parent_name_extraction,1,,,"[] P.ĐT tạm tính tại thời điểm cuối năm 2025 - đầu năm 2026, khi quy hoạch chi tiết tỷ lệ 1/500 chưa được phê duyệt, TSDĐ trong khoảng từ 700 - 1,100 tỷ đồng, cụ thể: Kịch bản thấp (Min): 700 tỷ đồng, cơ sở tham chiếu tỷ lệ ĐG đất thặng dư/ ĐGNN của dự án AK (2025)~ 4.x lần. Kịch bản cao (Max): 1,100 tỷ đồng, cơ sở tham chiếu mức giá bán căn hộ của dự án AK khoảng 37.7 triệu đồng/m². Tuy nhiên, theo tiến độ hiện tại, thời điểm dự kiến được giao đất của dự án PKG vào khoảng giữa đến cuối năm 2026, muộn hơn so với thời điểm giả định nêu trên => TSDĐ có khả năng tăng cao hơn mức dự kiến. 2. Ước tính TSDĐ theo bảng giá đất và hệ số điều chỉnh mới áp dụng theo luật mới: Theo QH 1/500 mới, Diện tích đất 27,888m; HSSSĐ: 6.5 Đơn giá đất NN: 15.9tr/m2, hệ số đ.c thị trường 1.67 HSSDĐ: 6.5 => Hệ số điều chỉnh 1.3 => TSDĐ theo luật mới = 27,888 × 15.9 × 1.67 × 1.3 ≈ 960 tỷ K.ĐT báo cáo Sếp Admin 01 về dự án khác... by Hoa D - CVDT 6/15 6:15 PM Edited Hoa D - CVDT K.ĐT báo cáo Sếp Admin 01 về dự án khách sạn khu mới Phú Hải Resort:: Sau khi nhận được thông tin thiết kế mới của bên tư vấn Ong&Ong đề xuất, K.ĐT chạy lại hiệu quả dự án như sau: 1. Tóm tắt các thay đổi: Tổng diện tích sàn xây dựng gi"
BDS-CURATED-0160,Asia Phú Mỹ – Bình Chánh (dự án do anh Hiếu-GĐPL giới thiệu) 1,recover_project,yes,,2,,,"[] P.ĐT báo cáo sếp Admin 01 về dự án Asia Phú Mỹ – Bình Chánh (dự án do anh Hiếu-GĐPL giới thiệu) 1. Thông tin tổng quan: - Vị trí: Đại lộ Nguyễn Văn Linh, Bình Chánh (nay là Bình Hưng), Tp.HCM https://maps.app.goo.gl/H57L1w8ReXXNhtb99 - Quy mô: 27.9ha, đã cấp sổ 24ha và định hướng P.ĐT sẽ tập trung phân tích phần 24ha đã cấp sổ. - Lịch sử: Dự án được triển khai từ năm 2000, có CĐT là Công ty Phú Mỹ (Hứa Thị Phấn làm đại diện) liên doanh cùng 2 cổ đông từ Malaysia (asia ltd và MS Investment). Dự án này có liên quan đến sai phạm của hoạt động vay Ngân hàng Agribank Mạc Thị Bưởi và Công ty Phú Mỹ. Hiện đang nằm trong diện xử lý nợ DATC. 2. Phân tích hiệu quả: --- [] P.ĐT báo cáo sếp Admin 01 về dự án Asia Phú Mỹ – Bình Chánh (dự án do anh Hiếu-GĐPL giới thiệu) 1. Thông tin tổng quan: - Vị trí: Đại lộ Nguyễn Văn Linh, Bình Chánh (nay là Bình Hưng), Tp.HCM https://maps.app.goo.gl/H57L1w8ReXXNhtb99 - Quy mô: 27.9ha, đã cấp sổ 24ha và định hướng P.ĐT sẽ tập trung phân tích phần 24ha đã cấp sổ. - Lịch sử: Dự án được triển khai từ năm 2000, có CĐT là Công ty Phú Mỹ (Hứa Thị Phấn làm đại diện) liên doanh cùng 2 cổ đông từ Malaysia (asia ltd và MS"
BDS-CURATED-0086,Urban Green,recover_project,no,,2,2023-12-18,2023-12-18,"[2023-12-18] Sinh Nguyen-Dau Tu 12/18/2023 6:19 PM K.ĐT báo cáo anh Tuan Tran-CEO dự án 5,1ha Kinh Đô, mặt tiền Đường số 4, phường Hiệp Bình Phước, TP. Thủ Đức, TP. Hồ Chí Minh như sau: 1/ Vị trí Tiếp giáp 2 mặt tiền Đường số 4, đường trải nhựa rộng khoảng 6-7m, quy hoạch lộ giới dự kiến 20m, cách trục đường Quốc lộ 13 khoảng 230m, cách khu đô thị Vạn Phúc khoảng 800m Cách sân bay Quốc tế Tân Sơn Nhất khoảng 8,2km Cách Chợ Bến Thành khoảng 9,6km 2/ Hiện trạng: Đất trống + nhà xưởng (hình ảnh vệ tinh) 3/ Pháp lý đất: - Tổng diện tích đất Công ty Kinh Đô sử dụng: 5,1ha. Chưa có đất ở + Có 4,9ha đã được cấp sổ: * Loại đất: Đất sản xuất; * Hình thức sử dụng đất: Giao đất có thu tiền sử dung đất; * Thời hạn sử dụng đất: Ổn định lâu dài (Căn cứ QĐ 2232/QĐ-UB ngày 16/6/2003 của UBND Thành phố, Sở Tài nguyên và Môi trường cập nhật) Cập nhật biến động trên GCN ngày 10/10/2006. + Chênh lệch phần diện tích 0,2ha, UBND phường Hiệp Bình Phước có ý kiến như sau: * Phần mương thoát nước, có diện tích 218,27m² do UBND Phường quản lý. Hệ thống thoát nước chung cho khu dân cư và các đơn vị sản xuất lân cận, dùng thoát nước ra rạch Đỉa; * Một phần thửa đất giao cho công ty Kinh Đô xây dựng xưởng chế biến thực phẩ --- [] P.ĐT gửi lại sếp Admin 01 báo cáo dự án 5,1ha Kinh Đô, mặt tiền Đường số 4, phường Hiệp Bình Phước, TP. Thủ Đức, TP. Hồ Chí Minh - Báo cáo vào ngày 18/12/2023 1/ Vị trí Tiếp giáp "
BDS-CURATED-0210,mình khảo sát ở kcn Vĩnh Phúc khi bay flycam thì thấy hiện trạng là đất lúa xen kẽ nhiều nhà dân và có các đồi,needs_name_or_parent_review,yes,bad_name_length; chat_sentence_name,1,2023-06-16,2023-06-16,[2023-06-16] Huy M - IM 6/16/2023 9:22 PM Đối với hiện trạng dự án mình khảo sát ở kcn Vĩnh Phúc khi bay flycam thì thấy hiện trạng là đất lúa xen kẽ nhiều nhà dân và có các đồi cao Lúc đi vẫn chưa có thông tin cao độ về dự á... by Huy M - IM
BDS-CURATED-0214,này image by Huy M - IM,needs_name_or_parent_review,yes,chat_sentence_name; needs_parent_name_extraction,1,2022-09-15,2022-09-15,[2022-09-15] Huy M - IM 9/15/2022 11:47 AM Hiện tại theo các thông tin mình tìm kiếm trên mạng thì chưa có vị trí cụ thể của khu đất này image by Huy M - IM
BDS-CURATED-0252,này sao tiền sử dụng đất cao vậy Dự án được tính tiền sử dụng đất theo phươn,needs_name_or_parent_review,yes,chat_sentence_name,1,2024-10-07,2024-10-07,[2024-10-07] Mr Mike1 -CEO 10/7/2024 10:38 AM Translate Mà dự án này sao tiền sử dụng đất cao vậy Dự án được tính tiền sử dụng đất theo phươn... by Unknown User
BDS-CURATED-0267,đang ở giai đoạn đ,needs_name_or_parent_review,yes,needs_parent_name_extraction,1,2024-07-24,2024-07-24,"[2024-07-24] Huy M - IM 7/24/2024 8:27 AM https://vnexpress.net/do-no-vi-gia-dat-4773470.html Đổ nợ vì giá đất Sau hai năm gặp lại, tôi thấy anh gầy rộc, già đi nhiều so với tuổi 49. Anh cười gượng tiết lộ: anh bị tạm hoãn xuất cảnh. Công ty do anh làm giám đốc đang nợ tiền sử dụng đất hơn 600 tỷ đồng. vnexpress.net CKG hiện nay nhiều dự án đang ở giai đoạn đ... by Huy M - IM"
BDS-CURATED-0268,đang ở giai đoạn đóng tiền sử dụng đất,needs_name_or_parent_review,yes,needs_parent_name_extraction,1,2024-07-24,2024-07-24,"[2024-07-24] Huy M - IM 7/24/2024 8:33 AM Translate CKG hiện nay nhiều dự án đang ở giai đoạn đóng tiền sử dụng đất. Nên cần thực hiện thủ tục này sớm trước khi mở bán, những dự án gần nhau thì cũng hoàn thành trc để tránh mở bán dự án này sẽ làm tham chiếu giá đất cho nhà nước tính tiền cho dự án kia"
