curated_id,project_name,entity_type,entity_valid_for_project_map,entity_classification_note,source_excerpt
BDS-CURATED-0149,Masteri An Phú - Masteri Thảo Điền - The Vista tăng 40-50% giá trị chỉ trong 3 tháng ) 🎉 Nếu lấy sàn thứ 2 (70,reference_or_narrative,no,"Tên lấy từ câu mô tả vị trí/nội dung, không phải tên dự án","[2025-10-11] Unknown User 10/11/2025 12:27 PM Deal a David Ví dụ : Mua 700 m2 ( 1 sàn ) x 36.5 tr = 25,550 tỷ CK : 9% ( Thâm niên hơn 2,5 năm) CK: 13,8% ( Thanh toán nhanh 95%) CK : 3% ( Early Bird 100 căn đầu tiên) CK : 2% ( mua sỉ từ 5 căn trở lên) Tổng CK : 27,8% 💯=> Giá bán cuối cùng : 18,447 tỷ ( Chưa VAT , Phí BT) => Đơn giá/m2 : 26.4 tr/m2 ( tổng 700m2)x1.12 = 29.5 tr/m2 ( Đã VAT , Phí BT ) Với vị trí của Fenica gần Metro thì chỉ cần bắt đầu triển khai Metro thì tăng giá mỗi năm 10-15% là việc bình thường ( thậm chí như tuyến Metro Số 1 Suối Tiên, các dự án Masteri An Phú - Masteri Thảo Điền - The Vista tăng 40-50% giá trị chỉ trong 3 tháng ) 🎉 Nếu lấy sàn thứ 2 (700 m2 ) => CK TỔNG 23% => Tổng Ngân sách đầu tư 19,67 tỷ => Đơn giá/m2 :28,1 tr/m2 => 31,47 tr/m2 Tính gấp lại nha by Unknown User"
BDS-CURATED-0062,chung cư cao cấp THAT 1,reference_or_narrative,no,"Tên lấy từ câu mô tả vị trí/nội dung, không phải tên dự án","[] Báo cáo tóm tắt dự án chung cư cao cấp THAT 1.Vị trí: Võ Nguyên Giáp, Sơn Trà Đà Nẵng Quy mô dự án: 34.916 m2 (25.852 m2 được giao đất, 9.064 m2 đất thuê) Định vị maps: https://maps.app.goo.gl/o5yA5cAF8qJoTZqW8 2.Pháp lý: Hiện trạng pháp lý: Dự án ban đầu được định hướng triển khai thành khu biệt thự cao cấp kết hợp Khách sạn + TMDV. Sau đó, chủ đầu tư đã xin điều chỉnh thành tổ hợp căn hộ chung cư cao cấp và Khách sạn TMDV. Cho đến nay, tình hình thực hiện dự án chưa triển khai gì thêm. Dựa vào báo cáo pháp lý từ Phòng Pháp lý và Anh Tịnh-pháp lý địa phương Đà Nẵng, P.Đầu tư tổng hợp và tóm tắt đánh giá pháp lý dự án như sau: Chủ trương đầu tư: Hiện chủ đầu tư chưa cung cấp hồ sơ về việc điều chỉnh chủ trương đầu tư từ dự án thấp tầng lên dự án căn hộ+khách sạn cao tầng. Một số thông tin cho thấy dự án chưa có chủ trương đầu tư điều chỉnh nêu trên. Pháp lý đất: Giai đoạn đầu, dự án được cấp 35 GCN (34 GCN đất ở và 1 GCN công trình Khách sạn+TMDV). Sau đó, vào năm 2011, Chủ đầu tư đã xin chuyển đổi thành dự án cao tầng đồng thời chuyển đổi 35 GCN thành 6 GCN trong đó 4GCN đất ở và 2 GCN TMDV, tương ứng 4 tháp chung cư và 2 tháp khách sạn. Liên quan đến việc chuyển đổi nêu trên, mặc"
BDS-CURATED-0212,này hiện chỉ đóng tiền sử dụng đát trên diện tích đất xây dựng thay vì diện tích đất toàn khu đối với toàn khu,reference_or_narrative,no,"Tên lấy từ câu mô tả vị trí/nội dung, không phải tên dự án","[2025-03-16] Huy M - IM 3/16/2025 5:45 PM Translate Khu đất này hiện chỉ đóng tiền sử dụng đát trên diện tích đất xây dựng thay vì diện tích đất toàn khu đối với toàn khu. Bình Dương đang bị tính sai chỗ này. Nên có thể sẽ phải đóng bổ sung thêm tiền sử dụng đất Này là đã VAt chưa by Unknown User

---

[2025-03-16] Huy M - IM 3/16/2025 5:45 PM Translate Khu đất này hiện chỉ đóng tiền sử dụng đát trên diện tích đất xây dựng thay vì diện tích đất toàn khu đối với toàn khu. Bình Dương đang bị tính sai chỗ này. Nên có thể sẽ phải đóng bổ sung thêm tiền sử dụng đất Này là đã VAt chưa by Unknown User Mr M"
BDS-CURATED-0093,không đạt hiệu quả tài chính với giá chào chuyển nhượng là 280 tỷ đồng (chưa bao gồm tiền CMĐSDĐ) - Để dự án đ,reference_or_narrative,no,"Tên lấy từ câu mô tả vị trí/nội dung, không phải tên dự án","[2022-12-14] Thao L - INVT 12/14/2022 11:09 AM Kết luận: - Dự án không đạt hiệu quả tài chính với giá chào chuyển nhượng là 280 tỷ đồng (chưa bao gồm tiền CMĐSDĐ) - Để dự án đạt hiệu quả tài chính thì giá nhận chuyện nhượng dự án từ 204 tỷ đồng (~1,34tr/m2; IRR:20%) – 250 tỷ đồng (~1,65tr/m2; IRR:15%) chưa bao gồm tiền CMĐSDĐ.. Ghi chú: - Chỉ nhận chuyển nhượng dự án khi chủ trương đầu tư dự án được phép phân lô bán nền. - Giả định: + Chủ trương đầu tư cho phép dự án phân lô bán nền => Phải hoàn thiện hạ tầng và xây dựng thô các tiện ích mới được sang tên GCNQSDĐ cho khách hàng (hiện nay các dự án ở Bình Phước chưa ra sổ, sang tên cho khách hàng vì chỉ hoàn thiện hạ tầng mà không hoàn thiện các tiện ích (TMDV, trường học, y tế, công cộng,…) kèm theo). + Quỹ đất dành cho NOXH chiếm 20% quỹ đất ở so với đối tác dự tính chỉ 10% quỹ đất ở + XD thô các công trình công công, TMDV => bán dự án thành phần. * Nguồn dự án: Ms. Xuân - Trường phòng Nguồn vốn. * Thông tin thị trường: Hỗ trợ P. R&D. * Link vị trí: https://goo.gl/maps/u7HMUhYJqdPGD9dz6 * Link hồ sơ: https://belgroupvn.sharepoint.com/:f:/s/BeeGroupCEOOffice-03.KhiuT/EtYngSxT-mdGhwMPwLcn5ssB6y44zSOy-E3U8Ny6gpGP9A?e=7lADhv Vị trí dự án: image by"
BDS-CURATED-0153,căn hộ Đức Long Western Park Dự án Đức Long Western Park tại quận Bình Tân,reference_or_narrative,no,"Tên lấy từ câu mô tả vị trí/nội dung, không phải tên dự án","[2025-04-03] Huy M - IM 4/3/2025 2:45 PM Translate Các vướng mắc của dự án căn hộ Đức Long Western Park Dự án Đức Long Western Park tại quận Bình Tân, TP.HCM do Công ty CP Đầu tư Kinh doanh Bất động sản Đức Long Gia Lai (Đức Long Gia Lai Land) làm chủ đầu tư đã gặp phải nhiều vấn đề pháp lý và tranh chấp với khách hàng. Dưới đây là chi tiết các vướng mắc chính: 1. Pháp lý chưa hoàn thiện Dự án chưa được cấp phép xây dựng, chưa phê duyệt tổng mặt bằng chi tiết tỷ lệ 1/500, chưa nghiệm thu cơ sở hạ tầng kỹ thuật, và chưa đủ điều kiện để giao dịch kinh doanh bất động sản theo quy định của Luật Kinh doanh Bất động sản năm 2014124. Quyết định chấp thuận chủ trương đầu tư và công nhận chủ đầu tư đã hết hiệu lực, khiến dự án không thể triển khai trong thời gian ngắn14. 2. Huy động vốn trái phép Chủ đầu tư đã ký hợp đồng đặt cọc với khách hàng từ năm 2017 – 2018, dù dự án chỉ là bãi đất trống và chưa đủ điều kiện kinh doanh35. Việc huy động vốn trước khi hoàn thành phần móng của tòa nhà là vi phạm Điều 55 Luật Kinh doanh Bất động sản năm 201423. 3. Quảng cáo sai sự thật Dự án được cấp phép xây dựng với quy mô 15 tầng nhưng bị quảng cáo là có chiều cao 21 tầng, vượt quá số tầng được phê duyệt16. Việc nà"
BDS-CURATED-0211,nhà ở thương mại thông qua thỏa thuận về nhận quyền sử dụng đất hoặc đang có quyền sử dụng đất để thể chế hóa,reference_or_narrative,no,"Tên lấy từ câu mô tả vị trí/nội dung, không phải tên dự án","[2024-11-22] Thoi L - ASST. 11/22/2024 9:39 AM https://m.cafef.vn/dai-bieu-quoc-hoi-khong-co-chuyen-lay-dat-lua-dat-nong-nghiep-mot-cach-dai-tra-tran-lan-de-lam-nha-o-thuong-mai-188241121144902763.chn Đại biểu Quốc hội: Không có chuyện lấy đất lúa, đất nông nghiệp một cách đại trà, tràn lan để làm nhà ở thương mại Đại biểu Trịnh Xuân An, Đoàn ĐBQH tỉnh Đồng Nai bày tỏ, việc thí điểm thực hiện dự án nhà ở thương mại thông qua thỏa thuận về nhận quyền sử dụng đất hoặc đang có quyền sử dụng đất chỉ áp dụng với ... m.cafef.vn ""Kết luận nội dung thảo luận, Phó Chủ tịch ... by Thoi L - ASST.

---

[2024-11-22] Thoi L - ASST. 11/22/2024 9:41 AM Translate ""Kết luận nội dung thảo luận, Phó Chủ tịch Quốc hội Nguyễn Đức Hải cho biết, các đại biểu nhất trí cần thiết ban hành Nghị quyết thí điểm thực hiện dự án nhà ở thương mại thông qua thỏa thuận về nhận quyền sử dụng đất hoặc đang có quyền sử dụng đất để thể chế hóa chủ trương của Đảng, tăng thêm điều kiện tiếp cận đất đai cho phát triển nhà ở thương mại, góp phần phát triển kinh tế xã hội, tăng nguồn cung nhà ở, đáp ứng nhu cầu của người dân."" (heart) by Huy M - IM"
BDS-CURATED-0200,cảng tổng hợp và container Cái Mép Hạ được đề xuất đầu tư với tổng vốn 50,reference_or_narrative,no,"Tên lấy từ câu mô tả vị trí/nội dung, không phải tên dự án","[2024-06-03] Huy M - IM 6/3/2024 9:16 AM https://vnexpress.net/de-xuat-dau-tu-sieu-cang-cai-mep-ha-don-tau-bien-lon-nhat-the-gioi-4753385.html Đề xuất đầu tư 'siêu cảng' Cái Mép Hạ đón tàu biển lớn nhất thế giới Bà Rịa - Vũng Tàu- Dự án cảng tổng hợp và container Cái Mép Hạ được đề xuất đầu tư với tổng vốn 50.820 tỷ đồng, quy mô 351 ha, có thể đón các tàu biển lớn nhất thế giới. vnexpress.net

---

[2024-06-03] Huy M - IM 6/3/2024 9:16 AM https://vnexpress.net/de-xuat-dau-tu-sieu-cang-cai-mep-ha-don-tau-bien-lon-nhat-the-gioi-4753385.html Đề xuất đầu tư 'siêu cảng' Cái Mép Hạ đón tàu biển lớn nhất thế giới Bà Rịa - Vũng Tàu- Dự án cảng tổng hợp và container Cái Mép Hạ được đề xuất đầu tư với tổng vốn 50.820 tỷ đồng, quy mô 351 ha, có thể đón các tàu biển lớn nhất th"
BDS-CURATED-0130,Phú Quang – Phương án bổ sung tiền sử dụng đất (LURF) và chi phí liên quan đến phần đất công trong dự án,reference_or_narrative,no,"Tên lấy từ câu mô tả vị trí/nội dung, không phải tên dự án","[2025-03-12] Khoa L - INVT 3/12/2025 2:56 PM Translate K.ĐT gửi anh Mr Mike1 -CEO về hiệu quả dự án Phú Quang – Phương án bổ sung tiền sử dụng đất (LURF) và chi phí liên quan đến phần đất công trong dự án: Trước hết, Phòng Đầu tư tổng hợp và báo cáo nghĩa vụ các bên trong cấu trúc deal như sau: Bên Bán Bên mua Diện tích giao đất đợt 1 (12.6ha) đã giao cho Phú Quang theo QĐ 2987 (07/10/2020) - Chi phí và công tác đền bù/ GPMB - Tiền chuyển mục đích sử dụng đất theo QĐ 2987 (07/10/2020) - Chi phí bồi thường phần đất công năm trong 12.6ha Diện tích giao đất còn lại (~ 19ha) - Chi phí và công tác GPMB - Tiền chuyển mục đích sử dụng đất - Chi phí bồi thường phần đất công trong diện tích giao đất còn lại Như vậy phạm vi Bên mua sẽ chịu trách nhiệm: - Đóng LURF cho phần diện tích giao còn lại, - Đóng LURF bổ sung cho phần giao đất đợt 1 (12.6ha) khi điều chỉnh quy hoạch - Các chi phí liên quan đến phần đất công trong diện tích giao đất còn lại 1. Tính toán LURF P. Đầu tư thực hiện tính toán tiền sử dụng đất theo 2 bước: Bước 1: Tính LURF theo phương án QH 1/500 đã được duyệt: Nhằm xác định nghĩa vụ tài chính cho diện tích giao đất đợt 1 mà bên bán phải đóng Bước 2: Tính LURF theo phương án QH 1/500 đi

---

[2025-03-12] Khoa L - INVT 3/12/2025 2:56 PM Translate K.ĐT gửi anh Mr Mike1 -CEO về hiệu quả dự án Phú Quang – Phương án bổ sung tiền sử dụng đất (LURF) và chi phí liên quan đến phần đất công trong dự án: Trước hết, Phòng Đầu tư tổng hợp và báo cáo nghĩa vụ các bên trong cấu trúc deal như sau: Bên Bán Bên mua Diện tích giao đất đợt 1 (12.6ha) đã giao cho Phú Quang theo QĐ 2987 (07/10/2020) - Chi phí và công tác đền bù/ GPMB - Tiền chuyển mục đích sử dụng đất theo QĐ 2987 (07/10/2020) - Chi phí bồi thường phần đất công năm trong 12.6ha Diện tích giao đấ"
BDS-CURATED-0155,là tính khả thi của công tác giải phóng mặt bằng khi diện tích nhà dân nằm xen cài nhiều trong ranh đất dự án,reference_or_narrative,no,"Tên lấy từ câu mô tả vị trí/nội dung, không phải tên dự án","[2023-06-23] Unknown User 6/23/2023 9:51 AM Này giờ xin chủ trương để đó 10-15 năm sau làm có vẻ ổn nhỉ, chứ giờ mà làm thì lỗ chết Đối với KCN Liễu Sơn - Thái Hoà 1 đã được Thủ tướng bổ sung vào quy hoạch KCN tỉnh Vĩnh Phúc từ năm 2009 (đã 14 năm). Có QH 1.2000 từ nằm 2013 (đã 10 năm). Vấn đề khó khăn nhất của dự án là tính khả thi của công tác giải phóng mặt bằng khi diện tích nhà dân nằm xen cài nhiều trong ranh đất dự án nên dù đã có các pháp lý để thực hiện nhưng 10 – 14 năm nay có thể vì vấn đề này mà chưa triển khai được. Và vì là dự án thương mại nên chủ đầu tư sẽ tự thực hiện giải phóng mặt (nhà nước không can thiệp được theo hình thức cưỡng chế) sẽ dẫn chi phí GPMB cao và sẽ bị chôn vốn kéo dài cho vấn đề này. Do đó chi phí vốn của mình sẽ cao dẫn đến giá cho thuê đầu ra của mình khó cạnh tranh được trong khu vực. ok a by Unknown User"
BDS-CURATED-0361,Khu Công Nghiệp Và Khu Phi Thuế Quan Xuân Cầu tại Khu Cảng Cửa Ngõ Quốc Tế Lạch Huyện,reference_or_narrative,no,"Tên lấy từ câu mô tả vị trí/nội dung, không phải tên dự án","[2024-01-09 | BDS-MASTER-0039] [2024-01-09] Thao L - INVT 1/9/2024 5:12 PM K.ĐT báo cáo anh Tuan Tran-CEO về dự án Khu Công Nghiệp Và Khu Phi Thuế Quan Xuân Cầu tại Khu Cảng Cửa Ngõ Quốc Tế Lạch Huyện, Khu Kinh Tế Đình Vũ – Cát Hải, Thành Phố Hải Phòng như sau: I. HIỆN TRẠNG DỰ ÁN 1. Vị trí: Thuộc khu vực cảng cửa ngõ quốc tế Lạch Huyện, Khu kinh tế Đình Vũ - Cát Hải, Thành phố Hải Phòng. Đối diện cảng số 1 đến số 12 thuộc Zone 4 Cảng nước sâu Quốc tế Lạch Huyện. 2. Quy mô và tính chất: Dự án có diện tích 752Ha thuộc Khu Phi thuế quan, trong đó: 369Ha khu sản xuất công nghiệp và 173Ha khu dịch vụ kho bãi – logistics. 3. Thời gian vận hành: 2021-2071: Còn 47 năm. 4. Hiện trạng: đã được san lấp khoảng 3% trên tổng diện tích dự án, chạy dọc song song với bến cảng số 1,2 (cảng 1, 2 đã đưa vào hoạt động) và cảng 3, 4, 5, 6 đang được xây dựng. 5. Pháp lý (theo như hồ sơ đối tác trình bày): Đã có Quyết định Chủ trương đầu tư; Giấy chứng nhận đăng ký đầu tư; Quy hoạch chi tiết 1/500; Bàn giao mặt biển; Bàn giao đất và Giấy phép xây dựng GĐ1. 6. Chính sách dành cho Khu phi thuế quan: - Ưu đãi thuế Xuất/nhập khẩu - Ưu đãi thuế Giá trị gia tang - Ưu đãi thuế Tiêu thụ đặc biệt - Ưu đãi thuế Thu nhập doanh nghiệp - Thủ tục h

---

[2024-01-09 | BDS-MASTER-0247] [2024-01-09] Thao L - INVT 1/9/2024 5:12 PM K.ĐT báo cáo anh Tuan Tran-CEO về dự án Khu Công Nghiệp Và Khu Phi Thuế Quan Xuân Cầu tại Khu Cảng Cửa Ngõ Quốc Tế Lạch Huyện, Khu Kinh Tế Đình Vũ – Cát Hải, Thành Phố Hải Phòng như sau: I. HIỆN TRẠNG DỰ ÁN 1. Vị trí: Thuộc khu vực cảng cửa ngõ quốc tế Lạch Huyện, Khu kinh tế Đình Vũ - Cát Hải, Thành phố Hải Phòng. Đối diện cảng số 1 đến số 12 thuộc Zone 4 Cảng nước sâu Quốc tế Lạch Huyện. 2. Quy mô và tính chất: Dự án có diện tích 752Ha thuộc Khu Phi thuế"
BDS-CURATED-0143,đạt hiệu quả LNTT/TMĐT ~ >=20% ở khung từ giá bán bình quân chưa VAT đạt từ 75 triệu/m2 trở lên chi phí đầu tư,reference_or_narrative,no,"Tên lấy từ câu mô tả vị trí/nội dung, không phải tên dự án","[] Phòng có chạy thêm độ nhạy theo 2 giả định: Cố định tiền sử dụng đất được khấu trừ ~ đơn giá 168 tr/m2: thay đổi giá bán căn hộ và thay đổi suất vốn đầu tư all-in thì dự án đạt hiệu quả LNTT/TMĐT ~ >=20% ở khung từ giá bán bình quân chưa VAT đạt từ 75 triệu/m2 trở lên chi phí đầu tư xây dựng chưa VAT từ dưới 12,7 tr/m2 all in (Theo bảng độ nhạy, vùng tô vàng) 2. Cố định giá bán căn hộ ~ đơn giá 68,8 tr/m2: thay đổi đơn giá đất được khấu trừ và thay đổi suất vốn đầu tư all-in thì tại mức đơn giá được khấu trừ tối đa ~ 185 tr/,2 = đơn giá đất thặng dư là không đóng thêm tiền sử dụng đất bổ sung) thì tỷ lệ LNTT/TMĐT chỉ đạt 10,8%. (theo bảng độ nhạy) Theo kết quả tính FS và chạy độ nhạy như trên thì trong trường hợp dự án tiền đất khấu trừ tốt nhất (bằng với đơn giá đất tính thặng dư =>không đóng thêm tiền sử dụng đất, đây là giả định lạc quan, thực tế khó mà đạt được) thì dự án vẫn chưa đạt hiệu quả kỳ vọng (chỉ đạt 10,8%) tại mức giá bán căn hộ đề xuất ~ 68,8 tr (chưa VAT). Như vậy, để dự án đạt hiệu quả thì giá bán căn hộ mang tính quyết định ưu tiên, từ 75 tr/m2 chưa VAT và tiền sử dụng đất được khấu trừ cao nhất có thể (tối thiểu từ 168 tr/m2)."
BDS-CURATED-0154,cần kiểm tra xem có chuyển lên thổ cư để thực hiện dự án chung cư được hay không,reference_or_narrative,no,"Tên lấy từ câu mô tả vị trí/nội dung, không phải tên dự án","[] Phòng Pháp lý dự án cần kiểm tra xem có chuyển lên thổ cư để thực hiện dự án chung cư được hay không, và nêu rõ quy trình thực hiện dự án Phía đối tác chào bán hiện trạng - Nguồn: Mr. Nhựt - Link Map: https://goo.gl/maps/C86NnDNwQKH22Bek9- Link OneDrive: Dự án 1.2ha đường Thuận An Hòa, P. An Phú - OneDrive (sharepoint.com)"
BDS-CURATED-0117,hạ tầng trọng điểm quốc gia đang được triển khai như Đường DT 770B (LG 60m) khởi công xây dựng Quý I-2024,reference_or_narrative,no,"Tên lấy từ câu mô tả vị trí/nội dung, không phải tên dự án","[2023-11-27] Sinh Nguyen-Dau Tu 11/27/2023 3:24 PM KĐT gửi anh Tuan Tran-CEO về báo cáo Nghiên cứu Quỹ đất thuộc xã Tân Hiệp, huyện Long Thành, tỉnh Đồng Nai: 1/ Hạ tầng giao thông 1.1/ Hạ tầng trọng điểm Đồng Nai: ● Giao thông: Cao tốc Bến Lức – Long Thành, cao tốc Biên Hòa – Vũng Tàu, cao tốc Long Thành – Dầu Giây; Đường Vành Đai 3, đường Vành Đai 4; Đường Quốc lộ 51, đường DT770B, đường Nguyễn Ái Quốc (Đường 25C),… ● Sân bay quốc tế Long Thành ● Cảng quốc tế Cái Mép – Thị Vãi ● Đường sắt Biên Hòa – Vũng Tàu, Thủ Thiêm – Long Thành,… 1.2/ Hạ tầng khu vực nghiên cứu ● Cách nút giao cao tốc Bến Lức – Long Thành, cao tốc Biên Hòa - Vũng Tàu và Quốc lộ 51C khoảng 9km (đi theo tuyến đường Quốc lộ 51C vào nút giao) ● Cách nút giao cao tốc Biên Hòa – Vũng Tàu và đường Nguyễn Ái Quốc (Đường 25C) khoảng 16km ● Tiếp giáp tuyến đường DT770B (QH dự kiến 60m), dự kiến khởi công Quý I/2024, kết nối 4 huyện (Định Quán, Thống Nhất, Cẩm Mỹ và Long Thành) và 1 Thành phố (Long Khánh) 2/ Phân tích Swot a/ Điểm mạnh: Giáp KCN Tân Hiệp – Bàu Cạn, quy hoạch KCN 2.627ha (KCN thuộc xã Tân Hiệp là 1.333ha) lớn thứ 2 tỉnh Đồng Nai và lớn thứ nhất huyện Long Thành; Giáp KCN Phước Bình, quy hoạch khoảng 1.000ha Nằm gần n"
BDS-CURATED-0210,mình khảo sát ở kcn Vĩnh Phúc khi bay flycam thì thấy hiện trạng là đất lúa xen kẽ nhiều nhà dân và có các đồi,reference_or_narrative,no,"Tên lấy từ câu mô tả vị trí/nội dung, không phải tên dự án",[2023-06-16] Huy M - IM 6/16/2023 9:22 PM Đối với hiện trạng dự án mình khảo sát ở kcn Vĩnh Phúc khi bay flycam thì thấy hiện trạng là đất lúa xen kẽ nhiều nhà dân và có các đồi cao Lúc đi vẫn chưa có thông tin cao độ về dự á... by Huy M - IM
BDS-CURATED-0252,này sao tiền sử dụng đất cao vậy Dự án được tính tiền sử dụng đất theo phươn,reference_or_narrative,no,"Tên lấy từ câu mô tả vị trí/nội dung, không phải tên dự án",[2024-10-07] Mr Mike1 -CEO 10/7/2024 10:38 AM Translate Mà dự án này sao tiền sử dụng đất cao vậy Dự án được tính tiền sử dụng đất theo phươn... by Unknown User
BDS-CURATED-0182,(1) chưa có chủ trương đầu tư (Điểm cộng để xin thí điểm) + (2) dự án chưa đăng ký ngay đợt đầu như PGK nên sợ,reference_or_narrative,no,"Tên lấy từ câu mô tả vị trí/nội dung, không phải tên dự án","[2025-04-09] Huy M - IM 4/9/2025 6:02 PM Translate Đúng rồi à cái này giống như PGK sẽ phải xin vào thí điểm, tuy nhiên dự án (1) chưa có chủ trương đầu tư (Điểm cộng để xin thí điểm) + (2) dự án chưa đăng ký ngay đợt đầu như PGK nên sợ sẽ hết room Nói chuyện với anh Tâm thử xem by Unknown User"
BDS-CURATED-0167,The Bale của Được gửi giá đã giảm mà lại ko lãi hã Dự án Bale này giá có giảm nhưng pháp lý trước đây họ cam k,reference_or_narrative,no,"Tên lấy từ câu mô tả vị trí/nội dung, không phải tên dự án",[2023-06-01] Unknown User 6/1/2023 2:24 PM Ủa dự án The Bale của Được gửi giá đã giảm mà lại ko lãi hã Dự án Bale này giá có giảm nhưng pháp lý trước đây họ cam kết là có thể chuyển sang đất tmdv đóng tiền 1 lần được nhưng giờ cập nhật lại là chỉ được thuê trả tiền hàng năm. Với đất thuê trả tiền hàng năm thì phương án bán sản phẩm thu tiền một lần rất khó và cũng chưa gặp trường này trên thị trường và pháp lý để chuyển giao phần thuê đất cho người mua đối với đất thu tiền hàng năm hiện nay cũng chưa rõ ràng. 2. Dự án với mục đích phát triển du lịch nhưng lại không có mặt biển trực tiếp phải đi 500m mới ra tới. 3. Thời hạn sử dụng đến 2058 (còn 35 năm) triển khai hoàn tất cũng mất từ 3 - 5 năm nên thời hạn sử dụng còn lại chỉ được 30 năm sẽ rất kém khách. Qua những hạn chế trên thì P.DT đề xuất mình không tham gia dự án này à
BDS-CURATED-0232,IDEO cách trung tâm Bangk,reference_or_narrative,no,"Tên lấy từ câu mô tả vị trí/nội dung, không phải tên dự án",[2023-08-17] Tuan Tran-CEO 8/17/2023 2:44 PM xem cùng vị trí thì giá ở tp nào cao hơn 1 Heart reaction. Với vị trị dự án IDEO cách trung tâm Bangk... by Thao L - INVT
BDS-CURATED-0189,IDEO cách trung tâm Bangkok khoảng 6-7Km và gần sông Chao Phraya,reference_or_narrative,no,"Tên lấy từ câu mô tả vị trí/nội dung, không phải tên dự án","[2023-08-17] Thao L - INVT 8/17/2023 2:53 PM Với vị trị dự án IDEO cách trung tâm Bangkok khoảng 6-7Km và gần sông Chao Phraya, khu vực này có tính chất khá tương đồng với khu vực gần đoạn đường Phạm Văn Đồng và gần sông Sài Gòn (khúc qua cầu Bình Lợi) cách trung tâm Quận 1 khoảng 6-7Km theo đường chim bay thì đơn giá căn hộ của hai khu vực không chệch lệch nhiều. Tuy nhiên về phương tiện công cộng thì khu vực dự án có kết nối tốt hơn so với vị trí của Phạm Văn Đồng ở HCM. Ý a là mình khảo sát thêm nhiều dự án và nh... by Unknown User"
BDS-CURATED-0234,Phú Quang khoảng 350m + Có 2 mặt tiếp xúc,reference_or_narrative,no,"Tên lấy từ câu mô tả vị trí/nội dung, không phải tên dự án","[2023-11-27] Trieu Nguyen-PTDT 11/27/2023 3:01 PM Edited KĐT gửi anh Tuan Tran-CEO báo cáo Thu gom quỹ đất thuộc phường Bình Chiểu, Thủ Đức, TPHCM: I/ Vị trí: + Khu đất có mặt tiền rộng khoảng 200m, tiếp giáp đường 4A đi ra hướng đường Ngô Chí Quốc và Quốc lộ 13 + Cách Dự án Phú Quang khoảng 350m + Có 2 mặt tiếp xúc"
BDS-CURATED-0195,The Sang Residence đang gần hoàn thành xây dựng với giá bán (58-68trđ/m2) với vị trí nằm sâu trong đường Phạm,reference_or_narrative,no,"Tên lấy từ câu mô tả vị trí/nội dung, không phải tên dự án",[2022-08-10] Quy Vo-PTDT 8/10/2022 10:54 AM Dự án The Sang Residence đang gần hoàn thành xây dựng với giá bán (58-68trđ/m2) với vị trí nằm sâu trong đường Phạm Kiệt và khoảng cách đi ra biển Mỹ Khê khoảng 1.2-1.4 km không lợi thế hơn so với dự án của mình. image by Unknown User
BDS-CURATED-0202,của mình nằm sát Khu CBD mới của Đà Nẵng và lợi thế nằm ngay đường Phạm Văn Đồng (có 4 mặt tiền,reference_or_narrative,no,"Tên lấy từ câu mô tả vị trí/nội dung, không phải tên dự án","[2022-08-10] Quy Vo-PTDT 8/10/2022 10:47 AM Vị trí dự án của mình nằm sát Khu CBD mới của Đà Nẵng và lợi thế nằm ngay đường Phạm Văn Đồng (có 4 mặt tiền, mặc dù bị khuyết 1 ô), cách bãi tắm biển Phạm Văn Đồng 500 mét (1 trong bãi biển đẹp nhất của Đà Nẵng). Đối với shophouse thì giá bán đang đề xuất ... by Unknown User"
BDS-CURATED-0174,này hiện đã thực hiện pháp lý đến giai đoạn cấp sổ đỏ riêng cho từng lô biệt thự Nhưng hiện tại,reference_or_narrative,no,"Tên lấy từ câu mô tả vị trí/nội dung, không phải tên dự án","[2022-08-10] Binh Vo-GD-PTDT 8/10/2022 4:40 PM Dự án này hiện đã thực hiện pháp lý đến giai đoạn cấp sổ đỏ riêng cho từng lô biệt thự Nhưng hiện tại, họ đang điều chỉnh lại qh 1... by Unknown User"
BDS-CURATED-0194,Swanbay 456ha hiện Dic đã chuyển nhượng lại các dự án thành phần cho các chủ đầu tư khác nên có nhiều dự án co,reference_or_narrative,no,"Tên lấy từ câu mô tả vị trí/nội dung, không phải tên dự án","[2023-06-05] Huy M - IM 6/5/2023 12:25 PM Bên dự án Swanbay 456ha hiện Dic đã chuyển nhượng lại các dự án thành phần cho các chủ đầu tư khác nên có nhiều dự án con. Bên Aqua cũng khá nhiều phân khu. Team thu thập giá các loại hình nhà phố, shophouse, villa. Ngày mai sẽ gửi tổng hợp so sánh báo cáo Tuấn nhé. ok by Unknown User"
BDS-CURATED-0205,khi thực hiện kcn phải san lấp thêm ở mức bao nhiêu nên cũng chưa ước tính chi phí san lấp cho dự án này,reference_or_narrative,no,"Tên lấy từ câu mô tả vị trí/nội dung, không phải tên dự án","[2023-06-16] Huy M - IM 6/16/2023 9:24 PM Edited Lúc đi vẫn chưa có thông tin cao độ về dự án khi thực hiện kcn phải san lấp thêm ở mức bao nhiêu nên cũng chưa ước tính chi phí san lấp cho dự án này. Nên chưa rõ lắm về chi phí 1.5 trđ Tuấn đang đề cập à image by Unknown User, has an attachment."
