chunk_id,source_file,report_date,report_datetime_raw,sender,name_hint,excerpt
262,batch_283.txt,,,,,"Phòng ĐT xin đính kèm bảng tổng hợp chỉ tiêu 02 phương án và bảng tổng hợp hiệu quả 02 phương án như hình. Bản đồ không có tiêu đề - Google マイマップ Bản đồ không có tiêu đề www.google.com Cái này shophouse phải làm dạng 1 trệt, 1 l... by Unknown User"
263,batch_283.txt,,,,THEO PHƯƠNG ÁN KINH DOANH ANH CƯỜNG – TMĐT Ko bao gồm ĐẤT Kết quả kinh doanh – PA vận hành,"Phòng đầu tư trích thêm các chi phí sau: phí quản lý 4%/Rev; Phí nâng cấp cải tạo 2%/Rev mỗi năm trích vào năm 7 và 2%/Rev mỗi năm trích vào năm 15. Diện tích đất: 1.381 m2 thời gian sử dụng 50 năm đến 17/03/2061 Đơn giá đất tạm tính: 350 triệu/m2 Tổng mức đầu tư ko bao gồm đất: 656 tỷ đồng bao gồm VAT và lãi vay Tổng mức đầu tư bao gồm đất: 1.148 tỷ đồng bao gồm VAT 2/ Hiệu quả tài chính dự án THEO PHƯƠNG ÁN KINH DOANH ANH CƯỜNG – TMĐT Ko bao gồm ĐẤT Kết quả kinh doanh – PA vận hành 15 năm + GOP bình quân mỗi năm: 51,4% + EBITDA/Rev bình quân mỗi năm: 45,3% Dòng tiền dự án – PA vận hành 15 năm + IRR dòng tiền vận hành 15 năm: 19,97% Kịch bản độ nh"
264,batch_284.txt,2025-09-29,9/29/2025 12:50 PM,Mr Mike1 -CEO,,"Mr Mike1 -CEO 9/29/2025 12:50 PM Translate Thằng này bé xíu, xa biển, chỗ này hoang vu mà nghe nói bán 70tr rùi. Mình mặt biển bán 90tr hơi bèo Nhưng nếu Sun đc duyệt thì giá mình chắc x2... by Unknown User"
265,batch_284.txt,2025-09-29,9/29/2025 12:50 PM,Mr Mike1 -CEO,,"Mr Mike1 -CEO 9/29/2025 12:50 PM Translate Nhưng nếu Sun đc duyệt thì giá mình chắc x2 là bèo đó, Sun nó toàn condotel mà bán chắc chắn giá ko rẻ. Vâng Sếp by Huy M - IM"
266,batch_284.txt,2025-10-01,10/1/2025 5:49 PM,Thao L - INVT,Phú Gia Khiêm với 02 phương án như sau,"Thao L - INVT 10/1/2025 5:49 PM Translate K.ĐT gửi anh Mr Mike1 -CEO về cập nhật dự án Phú Gia Khiêm với 02 phương án như sau: A. PHƯƠNG ÁN CĂN HỘ + DÃY SHOPHOUSE LIỀN KỀ (CHUYỂN OFFICETEL THÀNH THẤP TẦNG) 1. TỔNG CHI PHÍ DỰ ÁN (VAT): 5,025 tỷ - Tổng mức đầu tư: 3,883 tỷ, trong đó: + Chi phí tiền sử dụng đất thấp nhất: 712 tỷ (Đơn giá đóng TSDĐ của PGK gấp 4 lần đơn giá Nhà nước đường Bình Chuẩn 67 = tỷ lệ giữa đơn giá theo văn bản Phê duyệt đơn giá đất để tính TSDĐ của dự án A&K vào Q1.2025 và đơn giá nhà nước đoạn đường tọa lạc của dự án A&K = 4 lần) – Tạm tính vào thời điểm 2025 + Suất xây dựng căn hộ allin (VAT): 13tr/m2 sàn + Suất xây dựng Shophouse liên kế (VAT): 6tr/m2 sàn - Chi phí bán hàng (VAT) : 787 tỷ ~ 17% Doanh thu chưa VAT 2. TỔNG DOANH THU DỰ ÁN (VAT): 5,187 TỶ - Đơn giá tr"
267,batch_284.txt,2025-10-01,10/1/2025 5:50 PM,Thao L - INVT,(VAT),"Thao L - INVT 10/1/2025 5:50 PM Edited Translate B. PHƯƠNG ÁN CĂN HỘ + OFFICETELL 1. TỔNG CHI PHÍ DỰ ÁN (VAT): 6,173tỷ - Tổng mức đầu tư: 4,655 tỷ, trong đó: + Chi phí tiền sử dụng đất thấp nhất: 715 tỷ (Đơn giá đóng TSDĐ của PGK gấp 4 lần đơn giá Nhà nước đường Bình Chuẩn 67 = tỷ lệ giữa đơn giá theo văn bản Phê duyệt đơn giá đất để tính TSDĐ của dự án A&K vào Q1.2025 và đơn giá nhà nước đoạn đường tọa lạc của dự án A&K = 4 lần) – Tạm tính vào thời điểm 2025 + Suất xây dựng căn hộ allin (VAT): 13tr/m2 sàn + Suất xây dựng officetel (VAT): 13.7tr/m2 sàn - Chi phí bán hàng (VAT) : 1,004 tỷ ~ 17% Doanh thu chưa VAT 2. TỔNG DOANH THU DỰ ÁN (VAT): 6,620 TỶ - Đơn giá trung bình căn hộ (chưa VAT, tim tường): 39.5tr/m2 sàn - Đơn giá trung bình Shophouse khối Căn hộ (chưa VAT, tim tường): 85tr/m2 s"
268,batch_284.txt,2025-10-01,10/1/2025 5:50 PM,Thao L - INVT,không đạt được hiệu quả tài chính mong muốn,"Thao L - INVT 10/1/2025 5:50 PM Translate Lưu ý: 1. Về tiền sử dụng đất: - TSDĐ là yếu tố ảnh hưởng trọng yếu đến hiệu quả tài chính của dự án. Với giá trị lớn, rủi ro tăng TSDĐ khiến dự án không đạt được hiệu quả tài chính mong muốn. - Cách tính hiện tại: P.ĐT đang tạm tính theo mức tối thiểu, với các giả định: + Thời điểm xác định là năm 2025. + Đơn giá TSDĐ được tính bằng 4 lần đơn giá Nhà nước đường Bình Chuẩn 67. Cơ sở: chênh lệch giữa đơn giá đất Nhà nước và đơn giá phê duyệt để tính TSDĐ của dự án A&K (Q1/2025) = 4 lần. - Rủi ro phát sinh làm tăng tiền sử dụng đất: + Theo timeline dự kiến tiền sử dụng sẽ được tính vào khoảng Q1.2026. Thời điểm này, có thể sẽ áp giá bán của các dự án mới với giá cao đã bán năm 2025 – 2026 gần PGK. + Hiện tại, giả định đang dùng tỷ lệ 4 lần đơn giá NN"
269,batch_285.txt,2025-09-29,9/29/2025 12:23 PM,Mr Mike1 -CEO,,"Mr Mike1 -CEO 9/29/2025 12:23 PM Giá bán 90tr a thấy hơi rẻ Mình cũng đang coi thêm thông tin Sun sẽ là... by Huy M - IM, has an attachment."
270,batch_285.txt,2025-09-29,9/29/2025 12:34 PM,Huy M - IM,,Huy M - IM 9/29/2025 12:34 PM Translate Mình cũng đang coi thêm thông tin Sun sẽ làm gì chỗ này cho rõ hơn Sếp. Nếu Sun triển khai mình sẽ không còn view biển nhưng bù lại sẽ thu hut lượng du khách và tạo thị trường khu này. Team sẽ trao đổi thêm với RD để đánh giá kỹ hơn về giá bán căn hộ à. Lúc đó là giá 180tr/m by Unknown User
271,batch_285.txt,2025-09-29,9/29/2025 12:46 PM,Huy M - IM,,"Huy M - IM 9/29/2025 12:46 PM Translate Team sẽ đánh giá kỹ hơn rồi báo với Sếp à Thằng này bé xíu, xa biển, chỗ này hoang vu... by Unknown User"
272,batch_285.txt,,,,được chuyển tiếp từ kế hoạch 2025 và có bổ sung thêm những khu đất tiềm năng khác,"P.ĐT đã so sánh đối chiếu danh sách từ 3 phụ lục trên với danh sách đấu giá năm 2025. Qua đó nhận thấy có 1 số khu đất được chuyển tiếp từ kế hoạch 2025 và có bổ sung thêm những khu đất tiềm năng khác. Căn cứ vào vị trí, sự phát triển đô thị của một số khu vực, sự ưu tiên của Cơ quan NN trong triển khai đấu giá (phụ lục 2), phòng đầu tư đề xuất nghiên cứu các khu đất trong phạm vi thành phố Biên Hòa, Long Thành và Nhơn Trạch, cụ thể: - Khu đất khoảng 13,2 ha tại phường Trấn Biên (Khu nhà máy giấy Tân Mai) - Khu đô thị - thương mại - dịch vụ hỗn hợp (khu vực 1) khoảng 51,65 ha tại phường Trấn Biên (Đấu giá Q1/2026) - Khu đất 610.5 ha"
273,batch_286.txt,2025-09-29,9/29/2025 12:13 PM,Thanh L - INVT,1ha Sơn Trà,"Thanh L - INVT 9/29/2025 12:13 PM Translate Kính gửi Sếp Mr Mike1 -CEO, P.ĐT báo cáo cập nhật hiệu quả đầu tư dự án 1ha Sơn Trà, Đà Nẵng như sau: Thông tin Quy hoạch: + Diện tích đất: 10.063m2 + Hệ số sử dụng đất: 11.94 + Tổng diện tích sàn (bao gồm hầm, tầng kỹ thuật): 162.271m2 + Diện tích thương phẩm căn hộ: 74.619m2 (khoảng 915 căn hộ) + Số lượng phòng khách sạn: 175 phòng Hiệu quả dự án phần Căn hộ Tổng doanh thu căn hộ chưa VAT là: 6.763 tỷ đồng (Đơn giá giá căn hộ bao gồm VAT tại thời điểm mở bán 2027 là 90 Triệu/m2; Giá shophouse bao gồm VAT: 90 Triệu/m2) Tổng mức đầu tư chưa bao gồm VAT, bao gồm lãi vay là: 4.950 tỷ đồng (Đơn giá All in bao gồm VAT là 20 triệu/m2; Chi phí mua đất 1.347 tỷ đồng; Tiền sử dụng đất 1.188 tỷ đồng) Tổng chi phí hoạt động chưa VAT,15% doanh thu: 1.014 tỷ"
274,batch_286.txt,,,,Hiyori e đang tổng hợp thông tin,"Dạ Sếp, về thông tin dự án Hiyori e đang tổng hợp thông tin, trong chiều e báo cáo nội dung này ạ Giá bán 90tr a thấy hơi rẻ by Unknown User"
275,batch_286.txt,,,,Phú Gia Khiêm về việc điều chỉnh chỉ tiêu dân số như sau,P.ĐT gửi anh Mr Mike1 -CEO cập nhật sau Cuộc họp dự án Phú Gia Khiêm về việc điều chỉnh chỉ tiêu dân số như sau: - Chỉ tiêu dân số của dự án PGK đang được tính: 3.973 dâ
276,batch_287.txt,2025-09-29,9/29/2025 8:58 AM,Mr Mike1 -CEO,,"Mr Mike1 -CEO 9/29/2025 8:58 AM Translate Bữa trưóc đã tính lại cái 1ha Sơn Trà chưa, nếu theo đúng chỉ tiêu mình đang xin thì hiệu quả sao Giá bán căn hộ khu đó giờ ntn by Unknown User"
277,batch_287.txt,,,,,Dạ giá bán căn hộ bao gồm VAT tại thời điểm 2027 là 90 triệu/m2. P.ĐT sẽ cập nhật lại báo cáo lời và báo cáo Sếp trong sáng nay ạ. Link https://maps.app.goo.gl/LU2Nvzo1LBLur6... by Unknown User
278,batch_287.txt,2025-09-29,9/29/2025 9:30 AM,Mr Mike1 -CEO,này nhé,"Mr Mike1 -CEO 9/29/2025 9:30 AM https://maps.app.goo.gl/LU2Nvzo1LBLur6Tj6 Hiyori Aqua Tower · 03 Khu A2-1, Thọ Quang, Sơn Trà, Đà Nẵng 84236, Vietnam ★★★★★ · Apartment building maps.app.goo.gl Lấy cho anh thông tin dự án này nhé. by Unknown User"
279,batch_287.txt,,,,Phú Gia Khiêm về việc điều chỉnh chỉ tiêu dân số như sau,"P.ĐT gửi anh Mr Mike1 -CEO cập nhật sau Cuộc họp dự án Phú Gia Khiêm về việc điều chỉnh chỉ tiêu dân số như sau: - Chỉ tiêu dân số của dự án PGK đang được tính: 3.973 dân, trong đó: + Dân số căn hộ ở: 3.500 dân + Dân số officetel: 473 dân - Chỉ tiêu dân số của dự án PGK dự kiến điều chỉnh: 3.673 dân, trong đó: + Dân số căn hộ ở: 3.200 dân (giảm 300 dân so với chỉ tiêu ban đầu) + Dân số officetel: 473 dân (không thay đổi) - Với Quy định hiện tại về Tiêu chuẩn diện tích sàn thông thủy/người = 25m²/người, thì việc giảm chỉ tiêu dân số sẽ làm giảm Hiệu quả kinh doanh. - Tuy nhiên, Theo cách tính dân số căn cứ trên dự thảo xác định dân số TP.HCM cho căn"
280,batch_288.txt,,,,Phú Gia Khiêm về việc điều chỉnh chỉ tiêu dân số như sau,"P.ĐT gửi anh Mr Mike1 -CEO cập nhật sau Cuộc họp dự án Phú Gia Khiêm về việc điều chỉnh chỉ tiêu dân số như sau: - Chỉ tiêu dân số của dự án PGK đang được tính: 3.973 dân, trong đó: + Dân số căn hộ ở: 3.500 dân + Dân số officetel: 473 dân - Chỉ tiêu dân số của dự án PGK dự kiến điều chỉnh: 3.673 dân, trong đó: + Dân số căn hộ ở: 3.200 dân ("
281,batch_290.txt,,,,,"Dạ là khúc đầu cho phần xây dựng thôi ạ Tuy nhiên, khi bán hàng thì Viettin sẽ cho vay thêm phần chi phí bán hàng tốt hơn (178 tỷ) => vốn tự có sẽ không cần bỏ thêm 178 tỷ ạ Nhưng mình đâu sử dụng hết nhỉ? by Unknown User"
282,batch_290.txt,,,,,"Dạ hiện trong fs đang tính thì không sử dụng hết, tuy nhiên nếu có phát sinh chi phí trong quá trình triển khai khi chưa có doanh thu về như kế hoạch thì khoản này sẽ bù được cho các chi phí phát sinh này ạ, thay vì phải bỏ vốn tự có ra Hiện Mr. Cường đang xây các chính sách bán... by Thao L - INVT"
283,batch_291.txt,,,,Phượng Hoàng như sau,"P.ĐT gửi anh Mr Mike1 -CEO về việc so sánh 02 ngân hàng BIDV và Vietin cho dự án Phượng Hoàng như sau: - BIDV có lợi thế về vay hoàn vốn tiền đất (~38 tỷ), hỗ trợ tài trợ chi phí bán hàng (~33 tỷ), lãi suất thả nổi thấp hơn và thời hạn vay dài hơn. Vốn tự có không phải bỏ thêm: 71 tỷ - Vietin vượt trội về tài trợ chi phí bán hàng (~178 tỷ) và hỗ trợ lãi vay giai đoạn móng cọc (~ 4 tỷ). Vốn tự có không phải bỏ thêm: 182 tỷ => Xét tổng thể, Vietin có ưu thế về tổng mức giải ngân cao hơn, Giảm việc bỏ thêm vốn tự có (182 tỷ). Tuy nhiên, cần đàm phán để không thu hồi lãi vay theo lãi suất ưu đãi và cần kiểm soát chặt chẽ tiến độ trong 42 tháng nhằm giảm thiểu rủi ro. Chi tiết theo bảng bên dưới Ủa sao nghe nói vốn tự có bidv mình bỏ ít h... by Unknown User"
284,batch_297.txt,2025-04-17,4/17/2025 6:20 PM,Thao L - INVT,Khách sạn,"Thao L - INVT 4/17/2025 6:20 PM K.ĐT báo cáo anh Mr Mike1 -CEO về các chỉ tiêu hoạt động của 06 dự án Khách sạn: A. THÔNG SỐ CƠ BẢN 📷 B. THÔNG SỐ HOẠT ĐỘNG CHI TIẾT 1. B11- Gần Alacarte - Diện tích đất: 597.7m2; Loại đất: Đất ở tại đô thị; Thời hạn: Lâu dài 📷 2. Serence - Diện tích đất: 1,381m2; Loại đất: Cơ sở sản … Em gửi lại bảng tính nhanh ạ Tuy nhiên lúc này tính cho fs lô B11 thì an... by Huy M - IM"
285,batch_297.txt,2025-09-23,9/23/2025 11:15 AM,Huy M - IM,,Huy M - IM 9/23/2025 11:15 AM Translate Tuy nhiên lúc này tính cho fs lô B11 thì anh Cường có nhằm vị trí của Lô đất ở vị trí khác nên phương án kinh doanh đưa lên không còn chính xác. Lúc đó báo cáo cáo lại thì Sếp chốt thôi loại Lô B11 ra không nghiên cứu tiếp à. Check lại nha by Unknown User
286,batch_299.txt,,,,nhà ở,"P.ĐT báo cáo Sếp Mr Mike1 -CEO về khu đất 7.276 m2 tại đường Bưng Ông Thoàn, P. Phú Hữu, TPHCM (nguồn từ Mr Nhật - Phòng PTQĐ) như sau: 1. Tóm tắt sơ bộ hiện trạng pháp lý dự án: a) Vị trí và ranh dự án: Bản đồ không có tiêu đề - Google My Maps b. Sơ bộ hiện trạng pháp lý: Tổng diện tích khu đất theo Sổ cấp 2018 là 7.276,8 m2, trong đó có 6.824,3 m2 đất ở lâu dài, 452,5 m2 đất CLN thuộc Lộ giới đường Bưng Ông Thoàn. LƯU Ý: Trong GCN (năm 2018) chủ nợ tiền sử dụng đất ~16,5 tỷ đồng. Pháp lý đầu tư: Chưa thực hiện QĐ chủ trương đầu tư và các thủ tục pháp lý đầu tư khác. Pháp lý đất: Có nguồn gốc đất cá nhân, phù hợp để phát triển dự án nhà ở. Pháp lý QH: Diện tích phù hợp QH còn 6.800 m2 (có khoảng 450 m2 đất lộ giới). Thuộc Ô phố OD11 : + Tầng cao 20 tầng; Hệ số cơ bản 6 lần (có thể tăng th"
287,batch_299.txt,,,,này,"Phòng ĐT đề xuất nghiên cứu dự án này, đặc biệt cần làm rõ nghĩa vụ tài chính (liên quan đến tiền đất chuyển mục đích chủ cũ nợ từ 2018, đánh giá khả năng có bị đóng lại tiền đất theo giá mới hay không) và khả năng xin tăng thêm dân + hệ số. Trân trọng,"
288,batch_299.txt,,,,,Phòng xin gửi đính kèm kết quả bảng tính sơ bộ P&L và bảng độ nhạy. Bản đồ không có tiêu đề - Google マイマップ Bản đồ không có tiêu đề www.google.com
289,batch_299.txt,2025-09-18,9/18/2025 2:42 PM,Unknown User,,Unknown User 9/18/2025 2:42 PM 📄 Tệp: -TPE- 560MW Wind Farms in Ben Tre VMN _Teaser 220521 (1).pdf Đánh giá sơ bộ thử ổn hay ko Khi nào có báo cáo by Unknown User
290,batch_301.txt,2025-09-18,9/18/2025 2:42 PM,Mr Mike1 -CEO,,"Mr Mike1 -CEO 9/18/2025 2:42 PM -TPE- 560MW Wind Farms in Ben Tre VMN _Teaser 220521 (1).pdf Điện gió này sạch sẽ, giá 10tr đô by Unknown User"
291,batch_301.txt,,,,đấu giá 102ha,"P.ĐT báo cáo Sếp Mr Mike1 -CEO về hiệu quả cho dự án đấu giá 102ha, Phước An, Nhơn Trạch, Đồng Nai như sau: 1/ VỊ TRÍ DỰ ÁN ĐẤU GIÁ https://maps.app.goo.gl/QVMCmJp83pMBNKrL8 2/ THÔNG SỐ QUY HOẠCH DỰ ÁN: Theo Phương án đấu giá ngày 10/11/2025 giá khởi điểm 1.696 tỷ đồng. Tuy nhiên, Thông báo đấu giá ngày 24/11/2025 mức giá khởi điểm tăng lên 5.013 tỷ đồng. 2.1 Hạng mục đất đấu giá, Trong đó Đất ở chiếm 34,6% và Đất CTCC chiếm 8,1% + TỔNG DIỆN TÍCH TOÀN KHU: 1.019.443"
292,batch_302.txt,,,,đấu giá 102ha,"P.ĐT báo cáo Sếp Mr Mike1 -CEO về hiệu quả cho dự án đấu giá 102ha, Phước An, Nhơn Trạch, Đồng Nai như sau: 1/ VỊ TRÍ DỰ ÁN ĐẤU GIÁ https://maps.app.goo.gl/QVMCmJp83pMBNKrL8 2/ THÔNG SỐ QUY HOẠCH DỰ ÁN: Theo Phương án đấu giá ngày 10/11/2025 giá khởi điểm 1.696 tỷ đồng. Tuy nhiên, Thông báo đấu giá ngày 24/11/2025 mức giá khởi điểm tăng lên 5.013 tỷ đồng. 2.1 Hạng mục đất đấu giá, Trong đó Đất ở chiếm 34,6% và"
293,batch_303.txt,,,,,"Dạ Sếp, P.ĐT bổ sung độ nhạy cho dự án 2,1ha Võ Thị Sáu, Biên Hòa, ĐN. Độ nhạy PA 1: Độ nhạy PA 2: Liên quan đến hồ sơ pháp lý của dự án 2,1ha Võ Thị Sáu, Biên Hòa còn nhiều vướng mắc. P.ĐT có yêu cầu A. Được liên hệ đối tác cung cấp hồ sơ để Phòng pháp lý đánh giá thêm, sau khi hồ sơ PL đầy đủ sẽ báo cáo nội dung này với Sếp ạ.... Begin quote, Mr Mike1 -CEO , 9/5/2025 8:25 ... by Huy M - IM"
294,batch_303.txt,2025-09-10,9/10/2025 12:08 PM,Thao L - INVT,Phượng Hoàng theo Chính sách bán hàng mới từ Mr Cường (SM) như sau,"Thao L - INVT 9/10/2025 12:08 PM Translate K.ĐT báo cáo anh Mr Mike1 -CEO cập nhật hiệu quả đầu tư dự án Phượng Hoàng theo Chính sách bán hàng mới từ Mr Cường (SM) như sau: Đã thực hiện tính toán phương án độc lập để đối chiếu cùng với kết quả từ Ms.Hạnh – Phòng Đầu tư. Kết quả từ hai bên tương đương nhau, đảm bảo tính chính xác và đồng nhất của số liệu 1 Like reaction."
295,batch_303.txt,2025-09-10,9/10/2025 12:08 PM,Thao L - INVT,Phượng Hoàng theo Chính sá… Vậy chốt PkD phương án này đi Ok Sếp,Thao L - INVT 9/10/2025 12:08 PM K.ĐT báo cáo anh Mr Mike1 -CEO cập nhật hiệu quả đầu tư dự án Phượng Hoàng theo Chính sá… Vậy chốt PkD phương án này đi Ok Sếp. Anh sẽ báo lại A Cường. by Huy M - IM
296,batch_303.txt,,,,10ha Đường Long Thuận,"P.ĐT báo cáo Sếp Mr Mike1 -CEO V/v cập nhật lại dự án 10ha Đường Long Thuận, Long Phước, Quận 9, HCM với PA 3.900 dân như sau: Phương án quy hoạch:"
297,batch_303.txt,,,,như sau,"P.ĐT thực hiện tính theo phương án bố trí của phòng QH, tuy nhiên theo nghiên cứu và đề xuất của Phòng RD không triển khai làm căn hộ dịch vụ vì tại vị trí dự án, thị trường chưa phổ biến loại hình này. P.ĐT tạm để trống phần diện tích đất DVCC cấp đô thị và không thực hiện tính toán phần đất này trong FS. Hiệu quả dự án như sau: Doanh thu chưa VAT: 7.290 tỷ đồng (thời điểm mở bán 2028 giá bán căn hộ và giá shop là 60 triệu bao gồm VAT). Tổng mức đầu tư chưa VAT: 4.520 tỷ đồng (Trong đó đơn giá đất hiện trạng 3tr/m2, tiền sử dụng đất tạm tính 1.229 tỷ đồng, suất all in chưa VAT 13triệu/m2). Lợi nhuận trước thuế: 1.676 tỷ đồng. Bảng độ nhạy dự án Để đạt hiệu quả LNTT/TMĐT = 20% thì giá mua đất 8,7 Triệu/m2 Lưu ý: Giá bán căn hộ vào năm 2028 với điều kiện là các nút giao thông Vành đai 2, Và"
298,batch_303.txt,2025-09-11,9/11/2025 5:28 PM,Thao L - INVT,(GỒM VAT) – 4,"Thao L - INVT 9/11/2025 5:28 PM Edited Translate K.ĐT báo cáo anh Mr Mike1 -CEO về Phương án Thấp tầng Phú Gia Khiêm như sau: 1. CHI PHÍ DỰ ÁN (GỒM VAT) – 4,847TỶ - Chi phí M&A: 700 tỷ - Chi phí pháp lý: 55 tỷ - Chi phí Chuyển mục đích tiền sử dụng đất: 550 tỷ ~ 17.5tr/m2 (Gấp 3.1 lần Đơn giá Nhà nước Mặt tiền đường Bình Chuẩn 67) - Tổng chi phí xây dựng all in: 2,197 tỷ + Chi phí xây dựng Hạ tầng, cảnh quan allin trên tổng diện tích dự án: 48 tỷ ~ 1.42tr/m2 đất + Chi phí xây dựng Chung cư all in (2 block: 30 tầng + tum + 2 hầm, hoàn thiện cơ bản): 2,088tỷ ~ 13tr/m2 sàn (cao hơn dự án Phượng Hoàng 12.2tr/m2 khoảng 7%) + Chi phí xây dựng Nhà liên kế all in (4 tầng, hoàn thiện bên ngoài, thô bên trong): 42 tỷ ~ 6tr/m2 sàn + Chi phí xây dựng Nhà trẻ all in (hoàn thiện bên ngoài, thô bên trong"
299,batch_307.txt,2025-09-04,9/4/2025 6:29 PM,Huy M - IM,,Huy M - IM 9/4/2025 6:29 PM Translate Đúng rồi Sếp. Hiện tại PA hiệu quả nhất hiện tại là dân số 3.306. Với hệ số 8.3. Nếu mình muốn hiệu quả hơn nữa thì phải tăng thêm dân hơn số và đồng thời tăng hệ số tương đương E thử để độ nhạy giá mua 800-900 xem by Unknown User
300,batch_308.txt,,,,,"P.ĐT báo cáo Sếp Mr Mike1 -CEO Hiệu quả dự án 2,1ha Võ Thị Sáu, Phường Thống Nhất, Tp Biên Hòa, Đồng Nai như sau: Bảng tổng hợp hiệu quả 2 PA: PHƯƠNG ÁN 1: 3 Hầm + 2 Tầng shop + 4 Tầng TMDV + 26 tầng căn hộ Hệ số sử dụng đất : 10.0 Dân số: 3.306 người Số tầng cao: 32 Tổng doanh thu chưa VAT: 5.884 tỷ đồng (Giá bán căn bình quân chưa VAT 57 triệu đồng/m2, Shop giá bình quân chưa VAT 74 triệu đồng/m2) Tổng mức đầu tư chưa VAT chưa lãi vay: 3.980 tỷ đồng (Suất all in chưa VAT là 14,3 Tr/m2) Lợi nhuận trước thuế: 772 tỷ đồng LNTT/TMĐT: 19,4% Đánh giá: Ưu điểm là bố trí 2 tầng Shop bán giá khá tốt Nhược điểm: Xây dựng 3 tầng hầm làm tốn kém chi phí, theo tính toán của P.ĐT thì giá thuê TM tập trung từ Tầng 3 đến Tầng 6 trong khu vực thấp nên kinh doanh không đạt hiệu quả 🡪 Thực hiện binh PA 2, "
301,batch_308.txt,,,,,"Dạ Sếp, chỗ a Được (Quỹ Đất) xin thông tin 2PA trên để làm việc với đối tác. P.ĐT xin ý kiến Sếp có cung cấp thông tin của 2 PA cho A Được ko ạ? Khoan by Unknown User"
302,batch_312.txt,2025-09-03,9/3/2025 3:59 PM,Unknown User,,"Unknown User 9/3/2025 3:59 PM Bữa trước ai tính cái 2,1ha Biên Hoà nhỉ Cái đó có tính mấy phương án. Nhưng chưa đạt hiệu quả tối ưu. Bữa có báo Sếp là đang chờ A Tài làm việc với lại với bên Quy Hoạch để có phương án điều chỉnh lại á Sếp"
303,batch_313.txt,,,,10ha Đường Long Thuận,"P.ĐT báo cáo Sếp Mr Mike1 -CEO về hiệu quả cho dự án 10ha Đường Long Thuận, Long Phước, Quận 9, HCM. Phương án quy hoạch: PHƯƠNG ÁN 1: P.ĐT thực hiện tính theo phương án bố trí của phòng QH, tuy nhiên theo nghiên cứu và đề xuất của Phòng RD không triển khai làm căn hộ dịch vụ vì tại vị trí dự án, thị trường chưa phổ biến loại hình này. P.ĐT tạm để trống phần diện tích đất DVCC cấp đô thị và không thực hiện tính toán phần đất này trong FS. Hiệu quả dự án như sau: Doanh thu chưa VAT: 5.899 tỷ đồng (Đơn giá bình quân căn hộ tim tường chưa VAT 57 triệu/m2, Shophouse chưa VAT 56 triệu/m2; thời điểm bán 2028). Tổng mức đầu tư chưa VAT: 3.692 tỷ đồng (Trong đó đơn giá đất hiện trạng 3tr/m2, tiền sử dụng đất tạm tính 805 tỷ đồng, suất all in chưa VAT 13triệu/m2). Lợi nhuận trước thuế: 1.322 tỷ đồn"
304,batch_313.txt,,,,có vị trí gần với Fenica và Phú Gia Khiêm,"P.ĐT đã chuẩn bị file file đánh giá sơ bộ vị trí và nguồn cung khu vực. (đính kèm dưới) Cụ thể, dự án có vị trí gần với Fenica và Phú Gia Khiêm. Đây là khu vực có mật độ dân số và tốc độ đô thi hóa cao. Xung quanh tập trung nhiều nhà xưởng, nhà máy, KCN và các dự án cao tầng. Nguồn cung khu vực tính bán kính 4km từ tâm dự án là ~ 10k căn hộ. Do đó mức độ cạnh tranh trong tương lai khoảng 2-3 năm tới là tương đối cao. Bên cạnh đó dự án còn có hơn 500 căn officetel, một sản phẩm mới đang được hầu hết các CĐT áp dụng kèm trong các chung cư, khác với sản phẩm căn hộ ở truyền thống, khả năng hấp thụ officetel này vẫn"
305,batch_314.txt,,,,Đông Trung theo Phương án,"P.ĐT báo cáo sếp Mr Mike1 -CEO về hiệu quả dự án Đông Trung theo Phương án: 4.8ha xây dựng NOTM và 8000 m2 đất công xây dựng Nhà ở Cán bộ. Thông số quy hoạch: 1. Khu 4.8ha: bố trí 2 khu chung cư cao 40 tầng (1.886 căn) và 2 khu thấp tầng (116 nền) 2. Khu nhà ở cán bộ: bố trí 2 block chung cư cao 18 tầng (~ 359 căn) Hiệu quả kinh tế * Note: - Để đảm bảo tỷ suất sinh lợi như trên cần xin được mức dân số như sau: => Dân số 3.950 được bố trí cho riêng khu 4.8ha (NOTM), dân số cho khu nhà ở lực lượng vũ trang nhân dân ~ 550 dân. - Đối với khu Nhà ở cán bộ, suất đầu tư đang lấy theo SĐT Bộ XD công bố, 13.6tr./m2 cho quy mô công trình 18 tầng. Trường hợp thực tế triển khai có thể tiết kiệm được chi phí xây dựng này để nâng hiệu quả kinh tế khu nhà ở cán bộ. Như vậy đối với phương án chia tách 2 d"
