curated_id,current_dirty_name,extracted_parent_name,confidence,alternatives,cleaning_notes,source_excerpt
BDS-CURATED-0195,The Sang Residence đang gần hoàn thành xây dựng với giá bán (58-68trđ/m2) với vị trí nằm sâu trong đường Phạm,của mình. image by Unknown User,7,The Sang Residence đang gần hoàn thành xây dựng với giá bán,name_missing_or_sentence,[2022-08-10] Quy Vo-PTDT 8/10/2022 10:54 AM Dự án The Sang Residence đang gần hoàn thành xây dựng với giá bán (58-68trđ/m2) với vị trí nằm sâu trong đường Phạm Kiệt và khoảng cách đi ra biển Mỹ Khê khoảng 1.2-1.4 km không lợi thế hơn so với dự án của mình. image by Unknown User
BDS-CURATED-0179,tuy đạt hiệu quả đầu tư về mặt tính toán nhưng sẽ bị vướng mắc về Pháp lý đất (đất SKC bị hết hạn,Nhờ a Nghiệp check ply a by Unknown User,9,"chưa được phê duyệt chủ chương đầu tư, Công ty Việt An chưa có QSDĐ hợp pháp nên",name_missing_or_sentence; narrative_sentence_name,"[2024-12-06] Huy M - IM 12/6/2024 8:05 AM Translate Dự án tuy đạt hiệu quả đầu tư về mặt tính toán nhưng sẽ bị vướng mắc về Pháp lý đất (đất SKC bị hết hạn, không gia hạn được do không phù hợp quy hoạch=> bị thu hồi), dự án chưa được phê duyệt chủ chương đầu tư, Công ty Việt An chưa có QSDĐ hợp pháp nên sẽ có thể phải thực hiện đấu thấu. Chi tiết nội dung này phần đề xuất và báo cáo pháp lý dự án Nhờ a Nghiệp check ply a by Unknown User --- [2024-12-06] Huy M - IM 12/6/2024 8:05 AM Translate Dự án tuy đạt hiệu quả đầu tư về mặt tính toán nhưng sẽ bị vướng mắc về Pháp lý đất (đất SKC bị hết hạn, không gia hạn được do không phù hợp quy hoạch=> bị thu hồi), dự án chưa được phê duyệt chủ chương đầu tư, Công ty Việt An chưa có QSDĐ hợp pháp nên"
BDS-CURATED-0042,có mặt tiền rộng khoảng 100m ngay đường Nguyễn Hữu Thọ,"GS Metro City, cách dự án Zeitgeist khoảng 600m - Hiện trạng đất trống",7,,narrative_sentence_name,"[2022-08-26] Trieu Nguyen-PTDT 8/26/2022 2:10 PM Edited Dear anh Tuan Tran-CEO, Anh Binh Vo-GD-PTDT và Mi đã gặp bên chào bán là công ty Anh Tuấn để lấy thông tin sơ bộ 2 dự án 3.4ha và 3ha, thông tin cụ thể: A/ Dự án 3.4ha tại đường Nguyễn Hữu Thọ, Nhà Bè, TPHCM có giá chào 589 tỷ (17tr/m2 đất): 1. Vị trí và hiện trạng: - Dự án có mặt tiền rộng khoảng 100m ngay đường Nguyễn Hữu Thọ, Nhà Bè, TPHCM, cách đường Nguyễn Văn Linh, Q7 khoảng 5km, cách trung tâm Q1 khoảng 11km, cách sân bay Tân Sơn Nhất khoảng 17km - Nằm đối diện dự án GS Metro City, cách dự án Zeitgeist khoảng 600m - Hiện trạng đất trống (theo quan sát vệ tinh), có chiều sâu so với đường Nguyễn Hữu Thọ khoảng 380m 2. Pháp lý đất: - Chưa có hồ sơ cụ thể - Bản vẽ hiện trạng: 34729m2 đất nông 3. Pháp lý đầu tư: chưa có 4. Pháp lý quy hoạch: - QH 1.2000: + Đất thương mại 793.62m2 (2.29%) + Đất chung cư: 22266.33m2 (64.11%), HSSD 3.85 - 4.93 lần, MĐXD 20%, 18 - 23 tầng cao, dân số 2448 + Hành lang điện: 74.07m2 (0.21%) + Đất giao thông: 11595m2 (33.39%) 5. Pháp lý xây dựng: Chưa có 6. Loại hình phát triển: Chung cư trung cao cấp - 1 sàn TMDV (giá thuê khoán $8/m2/tháng có VAT) và 26 căn shop thương mại (giá bán trung bình 70tr/m2 sàn thôn"
BDS-CURATED-0282,Vo Van Kiet Gop 2 Lo (IN),Vo Van Kiet Gop 2 Lo,9,,insufficient_project_evidence,[] Phòng xin gửi đính kèm Báo cáo Đầu tư (dạng trình bày) và Báo cáo đề xuất giá của phòng R&D. 28.5 P.ĐT BC Trinh Bay DA Vo Van Kiet Gop 2 Lo (IN).pdf 27052026_R&D_2VVK - IN.pdf Sao Phú Quốc xây 16tr mà ĐN xây 21tr lận by Admin 01
BDS-CURATED-0217,phân lô bán nền ở phường Long Phước ạ Vị trí dự án,phân lô bán nền ở phường Long Phước ạ Vị trí dự án,7,,narrative_sentence_name,[] Dạ em gửi định vị 2 dự án phân lô bán nền ở phường Long Phước ạ Vị trí dự án: ViệtNhân1234: https://maps.app.goo.gl/JgiGYy1CTvYwjKz58 Blue Diamond Riverside: https://maps.app.goo.gl/XvU1q69F5AkAa2Br9
BDS-CURATED-0350,theo các phân kỳ,Phú Quang cập nhật theo phương án NOTM thay thế NOXH,8,theo các phân kỳ,chat_or_attachment_subject,"[] P.ĐT báo cáo anh Mr Mike1 -CEO, bảng FS Phú Quang cập nhật theo phương án NOTM thay thế NOXH: 1. Các giả định thay đổi trong bài tính: - Giá bán và chi phí được cập nhật: Giá bán tham chiếu theo báo cáo thị trường của P.RnD, chi phí tính tăng lên khoảng 10% để phù hợp với tốc độ trượt giá và tình hình xây dựng hiện tại - Tiền sử dụng đất: Bài tính tiền sử dụng đất cập nhật lại giá thị trường (lên khoảng 50tr/m2) để làm số liệu đầu vào, đồng thời tính toán lại theo quy hoạch mới của P.TKQH. P.ĐT đang giả định thời điểm công ty được giao đất và xác định nghĩa vụ tài chính đợt 2 vào năm 2027. Ngoài ra P.ĐT cũng đã ước tính số tiền đối tác phải đóng cho lần giao đất đợt 1 để lấy số khấu trừ cho tiền sử dụng đất đợt 2. - Quy hoạch: P.ĐT đang tính 2 phương án: PA1: NOXH được chuyển thành khu NOTM thấp tầng PA2: NOXH được chuyển thành khu NOTM cao tầng. - Bài toán kinh doanh: Định hướng P.ĐT đề xuất phát triển dự án theo các phân kỳ như sau: + Triển khai phân khu cao tầng trước (có thể kết hợp bán 1 số khu thấp tầng gần công viên chính) + Xây dựng nhà thấp tầng, biệt thự và bán sau cùng để đảm bảo giá trị mang lại cho CĐT cao nhất và giá bán cũng có thể đạt mức maximum. 2. Tiến độ triển k"
BDS-CURATED-0345,Phú Gia Khiêm với 02 phương án,TÀI CHÍNH - Lợi nhuận trước thuế,8,Phú Gia Khiêm với 02 phương án,report_or_scenario_subject,"[2025-10-01] Thao L - INVT 10/1/2025 5:49 PM Translate K.ĐT gửi anh Mr Mike1 -CEO về cập nhật dự án Phú Gia Khiêm với 02 phương án như sau: A. PHƯƠNG ÁN CĂN HỘ + DÃY SHOPHOUSE LIỀN KỀ (CHUYỂN OFFICETEL THÀNH THẤP TẦNG) 1. TỔNG CHI PHÍ DỰ ÁN (VAT): 5,025 tỷ - Tổng mức đầu tư: 3,883 tỷ, trong đó: + Chi phí tiền sử dụng đất thấp nhất: 712 tỷ (Đơn giá đóng TSDĐ của PGK gấp 4 lần đơn giá Nhà nước đường Bình Chuẩn 67 = tỷ lệ giữa đơn giá theo văn bản Phê duyệt đơn giá đất để tính TSDĐ của dự án A&K vào Q1.2025 và đơn giá nhà nước đoạn đường tọa lạc của dự án A&K = 4 lần) – Tạm tính vào thời điểm 2025 + Suất xây dựng căn hộ allin (VAT): 13tr/m2 sàn + Suất xây dựng Shophouse liên kế (VAT): 6tr/m2 sàn - Chi phí bán hàng (VAT) : 787 tỷ ~ 17% Doanh thu chưa VAT 2. TỔNG DOANH THU DỰ ÁN (VAT): 5,187 TỶ - Đơn giá trung bình căn hộ (chưa VAT, tim tường): 42.5tr/m2 sàn - Đơn giá trung bình Shophouse khối cao tầng (chưa VAT, tim tường): 70tr/m2 sàn - Đơn giá trung bình Shophouse liên kế (chưa VAT, gồm đất + nhà): 110tr/m2 đất 3. CƠ CẤU VỐN: - Vốn chủ sở hữu: 33.1% - Vốn vay: 38.5% - Vốn huy động từ khách hàng: 28.4% 4. HIỆU QUẢ TÀI CHÍNH - Lợi nhuận trước thuế: 358 tỷ - Lợi nhuận sau thuế: 162 tỷ - Lợi nhuận tr"
BDS-CURATED-0338,PGK phương án 900 tỷ,PGK phương án 900 tỷ,8,"đầu tư Giá vốn bao nhiêu thì ổn, em cho chạy các m... by Unknown User",report_or_scenario_subject,"[2024-09-17] Trieu Nguyen-PTDT 9/17/2024 5:27 PM Edited Translate Em gửi anh hiệu quả dự án PGK phương án 900 tỷ: + LNTT / TMĐT : 14,15% + NPV = -10 tỷ + IRR = 10,7% + Thời gian hoàn vốn: 4,75 năm => Dự án chưa đạt hiệu quả đầu tư Giá vốn bao nhiêu thì ổn, em cho chạy các m... by Unknown User"
BDS-CURATED-0103,Hội An Riverside Resort & Spa theo Concept Lamanon và giá kinh doanh của anh David Cường cung cấp,"thay đổi theo suất vốn đầu tư,",8,,name_missing_or_sentence,"[] Phòng ĐT báo cáo Sếp Admin 01 về cập nhật FS dự án Hội An Riverside Resort & Spa theo Concept Lamanon và giá kinh doanh của anh David Cường cung cấp, như sau: 1/ Cơ cấu phòng: 125 phòng gồm 105 phòng khách sạn và 20 phòng Villa (không thay đổi) 2/ Suất đầu tư Chi phí đầu tư (gồm VAT) Tháng 4/2026 Tháng 12/2024 Suất vốn đầu tư /key 2,7 tỷ/key 2,3 tỷ/key Đơn giá All - in 17,8 tr/m2 15 tr/m2 Tổng chi phí đầu tư 377 tỷ đồng 303 tỷ đồng 3/Giá bán, tỷ lệ lấp đầy, chi phí vận hành: Giá kinh doanh Tháng 4/2026 Tháng 12/2024 Giá phòng khách sạn 2,97 triệu/phòng 2,7 triệu/phòng Giá phòng Villa 9,27 triệu/phòng 8 triệu/phòng Công suất 65%,70%,72%,80% 60%,65%,70%, 75%, 80% Doanh thu khác 31% 35% Giá bình quân 150 USD (tỷ giá 27.000 đồng) 4/Hiệu quả đầu tư Chỉ tiêu Tháng 4/2026 Tháng 12/2024 IRR 17.1% 17.1% NPV 75 tỷ đồng 104 tỷ đồng Thời gian hoàn vốn 7 năm 9 năm Do concept mới chưa có suất vốn đầu tư nên phòng đang tạm tính theo suất vốn chuẩn 5 sao mức đầu tư cao cấp ~ 2,7 tỷ/key và có tính độ nhạy hiệu quả thay đổi theo suất vốn đầu tư, như sau: Dựa vào bảng độ nhạy thì dự án đạt hiệu quả với giới hạn suất vốn đầu tư/key tối đa ~2,9 tỷ/key, tương đương với đơn giá xây dựng all-in khoảng 19"
BDS-CURATED-0069,đã được chấp thuận đầu tư dự án và đã được gia hạn tiến độ 02 năm kể từ ngày được cấp phép xây dựng - Hiện chủ,liền kề),7,,name_missing_or_sentence,"[] P.ĐT báo cáo anh Mr Mike1 -CEO về việc cập nhật hiệu quả tài chính và pháp lý dự án 2,3ha Bình Điền – Bình Chánh, sau khi phòng Pháp lý và phòng Quy hoạch gặp đối tác như sau: 1/ Vị trí: - Cách Chợ Đầu Mối Bình Điền khoảng 400m, cách ranh Quận 8 và huyện Bình Chánh khoảng 150m, cách UBND huyện Bình Chánh khoảng 3,2km, cách nút giao Vành Đai 2 - Nguyễn Văn Linh khoảng 2,2km - Tiềm năng trong tương lai: + Cách bến xe miền Tây mới khoảng 1,5km + Nằm giữa trung tâm lưu thông hàng hóa I (khu E -115ha) và trung tâm lưu thông hàng hóa II (khu D - 85ha) thuộc khu đô thị Phú Mỹ Hưng => Dự kiến 30/04/2025 hoàn tất việc giải phóng đền bù + Cách các nhà ga thuộc tuyến Metro line 7 trong bán kính 500m 2/ Pháp lý 2.1/ Phòng Pháp lý - Dự án đã được chấp thuận đầu tư dự án và đã được gia hạn tiến độ 02 năm kể từ ngày được cấp phép xây dựng - Hiện chủ đầu tư chưa thực hiện ký quỹ, dự án sẽ bị chấm dứt hoạt động nếu nhà đầu tư không ký quỹ hoặc không có bảo lãnh nghĩa vụ ký quỹ (mức ký quỹ là 1%/ Vốn đầu tư dự án) - Phối hợp đầu tư hạ tầng kỹ thuật và giao thông theo nguyên tắc 50 – 50 với công ty Phú Mỹ Lợi (dự án liền kề) - Tại thời điểm này, công ty Thuận Hưng quản lý sử dụng 02 vị trí đất và thự"
BDS-CURATED-0146,Holiday Beach tại Đà Nẵng đánh giá nhanh phương án vận hành khách sạn tạm thời trong thời gian ngắn,nhanh phương án vận hành khách sạn tạm thời trong thời gian ngắn,10,+ Phương án tạm khai thác 7 năm | + Phương án tạm khai thác 10 năm | không hiệu quả + Phương án tạm khai thác 7 năm,name_missing_or_sentence; report_or_scenario_subject,"[2024-09-14] Unknown User 9/14/2024 11:54 AM P.Đầu tư gửi anh Mr Mike1 -CEO Bảng tính toán hiệu quả dự án Holiday Beach tại Đà Nẵng đánh giá nhanh phương án vận hành khách sạn tạm thời trong thời gian ngắn: 1/ Các giả định trong bảng tính: + Doanh thu và chi phí hoạt động được căn cứ theo phương án kinh doanh của Mr. Cường – GM 📷 + … Phương án tạm tính bài toán đầu tư của HB 2 à K.ĐT báo cáo anh Mr Mike1 -CEO về thị... by Thao L - INVT, has an attachment. --- [2024-09-14] Trieu Nguyen-PTDT 9/14/2024 11:54 AM Translate P.Đầu tư gửi anh Mr Mike1 -CEO Bảng tính toán hiệu quả dự án Holiday Beach tại Đà Nẵng đánh giá nhanh phương án vận hành khách sạn tạm thời trong thời gian ngắn: 1/ Các giả định trong bảng tính: + Doanh thu và chi phí hoạt động được căn cứ theo phương án kinh doanh của Mr. Cường – GM + Chi phi hoàn thiện công trình từ thời điểm hiện tại đến lúc hoạt động kinh doanh: 198 tỷ có VAT được cung cấp bởi phòng QS + Bảng tính không tính chi phí mua dự án đầu vào, chi phí hiện tại đã đầu tư vào công trình 524,8 tỷ (theo số liệu P. Tài chính cung cấp) + Bảng tính chưa tính toán các phần chi phí liên quan đến chi phí phạt, xử lý và khắc phục các sai phạm hiện có của công trình xây dựng. Hiện tại chưa ước tính được các chi phí phát sinh và các điều chỉnh giảm diện tích xây dựng và công năng hoạt động của công trình. => Do đó phương án đang tính toán là phương án lạc quan nhất về mặt chi phí và hiện trạng công trình 2/ Kết quả tính toán: + Phương án tạm khai thác 5 năm: NPV < - 50,78 tỷ , IRR 0,98% => Dự án không hiệu quả + Phương án tạm khai thác 7 năm: NPV < - 2,17 tỷ, I"
BDS-CURATED-0178,tuy nhiên,tuy nhiên,8,IRR tuy có cải thiện nhưng ko được nhiều Ok anh by Unknown User,narrative_sentence_name,"[2023-12-18] Unknown User 12/18/2023 6:44 PM Pa2 irr vẫn thấp nhỉ PA2 khi muốn tăng dân số thì mình đang binh dân số NOXH chiếm 20% thì sẽ thuận lợi cho việc xin điều chỉnh ( cũng có cơ sở). Việc tăng dân số, hệ số sử dụng đất sẽ cải thiện hiệu quả dự án tuy nhiên: 1. Phần dân số tăng thêm sẽ phải phân bổ nhiều hơn cho NOXH như trình bày ở trên 2. Phải cắt đất ở để làm các công trình hạ tầng phục vụ cho dân số tăng thêm 3. Đóng tiền sử dụng đất bổ sung thêm 4. Mất 1 tầng thương phẩm làm tầng lánh nạn Nên hiệu quả IRR tuy có cải thiện nhưng ko được nhiều Ok anh by Unknown User"
BDS-CURATED-0215,phân lô ( ko xây nhà) nào đang rẻ nhất 1 Like reaction,phân lô,7,,narrative_sentence_name,[2023-06-22] Tuan Tran-CEO 6/22/2023 11:08 AM Tìm hiểu bên Nhơn Trạch xem dự án phân lô ( ko xây nhà) nào đang rẻ nhất 1 Like reaction. Ai nghiên cứu luôn gía cho thuê đất KCN ở g... by Unknown User
BDS-CURATED-0368,có vị trí gần với Fenica và Phú Gia Khiêm,đưa ra quyết định kỹ hơn,8,sơ bộ vị trí và nguồn cung khu vực,narrative_sentence_name,"[] P.ĐT đã chuẩn bị file file đánh giá sơ bộ vị trí và nguồn cung khu vực. (đính kèm dưới) Cụ thể, dự án có vị trí gần với Fenica và Phú Gia Khiêm. Đây là khu vực có mật độ dân số và tốc độ đô thi hóa cao. Xung quanh tập trung nhiều nhà xưởng, nhà máy, KCN và các dự án cao tầng. Nguồn cung khu vực tính bán kính 4km từ tâm dự án là ~ 10k căn hộ. Do đó mức độ cạnh tranh trong tương lai khoảng 2-3 năm tới là tương đối cao. Bên cạnh đó dự án còn có hơn 500 căn officetel, một sản phẩm mới đang được hầu hết các CĐT áp dụng kèm trong các chung cư, khác với sản phẩm căn hộ ở truyền thống, khả năng hấp thụ officetel này vẫn còn là dấu hỏi. P.ĐT đề xuất tạm thời theo dõi thêm dự án này và đợi xem khả năng hấp thụ của các dự án lân cận để đánh giá đưa ra quyết định kỹ hơn. --- [] P.ĐT đã chuẩn bị file file đánh giá sơ bộ vị trí và nguồn cung khu vực. (đính kèm dưới) Cụ thể, dự án có vị trí gần với Fenica và Phú Gia Khiêm. Đây là khu vực có mật độ dân số và tốc độ đô thi hóa cao. Xung quanh tập trung nhiều nhà xưởng, nhà máy, KCN và các dự án cao tầng. Nguồn cung khu vực tính bán kính 4km từ tâm dự án là ~ 10k căn hộ. Do đó mức độ cạnh tranh trong tương lai khoảng 2-3 năm tới là tương đối cao. Bên cạnh đó dự án còn có hơn 500 căn officetel, một sản phẩm mới đang được hầu hết các CĐT áp dụng kèm trong các chung cư, khác với sản phẩm căn hộ ở truyền thống, khả năng hấp thụ officetel này vẫn"
BDS-CURATED-0113,Westgate của AnGia – 38 tr/m2 (vị trí trung tâm Huyện Bình Chánh) + Thấp hơn mức giá trung bình của Akari – Na,Westgate của AnGia – 38 tr/m2,7,,name_missing_or_sentence,"[2024-10-07] Huy M - IM 10/7/2024 8:30 AM Translate Hiện tại mình đang set giá bán chung cư hiện trạng là 42 tr/m2, lúc mở bán 46 tr/m2 (đã tăng 10% so với giá đề xuất năm 2023) và giá này: + Đang cao hơn 10% so với dự án Westgate của AnGia – 38 tr/m2 (vị trí trung tâm Huyện Bình Chánh) + Thấp hơn mức giá trung bình của Akari – Nam Long khoảng 10% - 44 – 50 tr/m2 (Vị trí và tiện ích của Akari có nhỉnh hơn mình một chút). Akari đang bán được giá cao một phần cũng do họ làm theo phong cách Nhật, diện tích trung bình 1 căn nhỏ. Điểm trừ lớn của dự án mình khiến không set giá Bán cao được là do theo QH 1.500 được duyệt từ năm 2008 diện tích trung bình 1 căn quá lớn lên tới 82 m2/căn (trung bình thị trường tầm 60 m2/căn) Về giá bán biệt thự mình đang bán 80 tr/m2, giá bán của khu bên trong dự án đang khoảng 60 tr/m2 Nên giá bán theo hiện trạng của dự án đang đề xuất cũng là ở mức phù hợp à. Ok a by Unknown User"
BDS-CURATED-0197,Với phương án của mình trước là làm phân kh,Với phương án của mình trước là làm phân kh... by Unknown User,7,,report_or_scenario_subject,"[2023-09-25] Binh Vo-GD-PTDT 9/25/2023 9:55 AM Vì cùng khu, và noxh ko thể bán giá cao được vì bị giới hạn định mức ln 10%, lưu ý chi phí đất ko được phân bổ vào giá thành của noxh vì noxh được miễn tiền sử dụng đất, và tiền bồi thường đất thì được khấu trừ trong tssđ của toàn dự án Với phương án của mình trước là làm phân kh... by Unknown User"
BDS-CURATED-0181,đấu thầu tại Nhơn Trạch,"đấu thầu tại Nhơn Trạch, Đồng Nai",9,,insufficient_project_evidence,"[2025-07-15] Hanh T - INVT 7/15/2025 6:20 PM Edited Translate P. ĐT báo cáo Sếp Mr Mike1 -CEO về sơ bộ tổng mức đầu tư cụm DA đấu thầu tại Nhơn Trạch, Đồng Nai như sau: Cụm DA Đấu thầu có tổng diện tích 386 ha gồm có 04 phân khu: PK3 (80 ha), PK4 (92ha), PK5 (129 ha), PK6 (85ha). Mỗi phân khu theo QH gồm có đất ở cao tầng và đất thấp tầng (Nhà --- [2025-07-15] Hanh T - INVT 7/15/2025 6:20 PM Edited Translate P. ĐT báo cáo Sếp Mr Mike1 -CEO về sơ bộ tổng mức đầu tư cụm DA đấu thầu tại Nhơn Trạch, Đồng Nai như sau: Cụm DA Đấu thầu có tổng diện tích 386 ha gồm có 04 phân khu: PK3 (80 ha), PK4 (92ha), PK --- [2025-07-15] Hanh T - INVT 7/15/2025 6:20 PM Edited Translate P. ĐT báo cáo Sếp Mr Mike1 -CEO về sơ bộ tổng mức đầu tư cụm DA đấu thầu tại Nhơn Trạch, Đồng Nai như sau: Cụm DA Đấu thầu có tổng diện tích"
BDS-CURATED-0115,có tỷ lệ LNTT/TMDT đạt hiệu quả nhưng không đạt hiệu quả về chỉ tiêu IRR,tài chính,8,"hơn, K.ĐT đề xuất chuyển toàn bộ | nhưng không đạt hiệu quả về chỉ tiêu IRR, NPV 10) Đề xuất | đạt hiệu quả hơn, K.ĐT đề xuất chuyển toàn bộ",narrative_sentence_name,"[2024-12-16] Huy M - IM 12/16/2024 5:49 PM Translate 8) Hiệu quả tài chính: • Lợi nhuận trước thuế/TMĐT: 24.1% • NPV chủ đầu tư: (20,637) • IRR chủ đầu tư: 11.68% 9) Kết luận: Dự án có tỷ lệ LNTT/TMDT đạt hiệu quả nhưng không đạt hiệu quả về chỉ tiêu IRR, NPV 10) Đề xuất: • Thị trường huyện Vĩnh Tường và Yên Lạc chưa phù hợp với việc phát triển trung tâm thương mại dịch vụ vì nhu cầu thị trường thấp, tính thanh khoản kém. Để dự án đạt hiệu quả hơn, K.ĐT đề xuất chuyển toàn bộ (hoặc đa phần) đất TMDV sang đất ở để tạo tính thanh khoản cao và phù hợp nhu cầu thị trường thực tế. Link vị trí: https://goo.gl/maps/eqfdgJBc7XT7VhAW8 Link hồ sơ: 50ha Vĩnh Phúc - OneDrive (sharepoint.com) Google Maps Tìm kiếm các doanh nghiệp địa phương, xem bản đồ và tìm chỉ đường trên Google Maps. goo.gl Image Vị trí dự án 50ha và vị trí dự án ... by Huy M - IM"
BDS-CURATED-0249,nghỉ dưỡng nghìn tỷ bà Trương Mỹ Lan từng thâu tóm Ngân hàng TMCP Công Thương Việt Nam - Chi nhánh Thủ Thiêm (,này trước họ rao 900ty đúng ko mng. L... by Unknown User,7,,name_missing_or_sentence,[2024-06-02] Tuan Tran-CEO 6/2/2024 9:25 AM https://m.cafebiz.vn/ngan-hang-rao-ban-du-an-nghi-duong-nghin-ty-ba-truong-my-lan-tung-thau-tom-176240601115633272.chn?fbclid=IwZXh0bgNhZW0CMTEAAR0gCq068odDwfaVarWXMrVzKJsb5N8mA7iQBstez2vOEGsFuEzu6c2XlSg_aem_AcxQFSkDhP9A9hf7e1nWIyBRpzUs6iL9wF0qP3p0ABLJ4FzSDldhLOZLzi9adCYt-RhJ7elval4J1vy0KIB-0uoU Ngân hàng rao bán dự án nghỉ dưỡng nghìn tỷ bà Trương Mỹ Lan từng thâu tóm Ngân hàng TMCP Công Thương Việt Nam - Chi nhánh Thủ Thiêm (VietinBank Thủ Thiêm) vừa thông tin về việc tìm đơn vị bán đấu giá khoản nợ của Công ty Cổ phần Greenhill Village - doanh nghiệp thực hiệ... m.cafebiz.vn Dự án này trước họ rao 900ty đúng ko mng. L... by Unknown User --- [2024-06-02] Tuan Tran-CEO 6/2/2024 9:25 AM https://m.cafebiz.vn/ngan-hang-rao-ban-du-an-nghi-duong-nghin-ty-ba-truong-my-lan-tung-thau-tom-176240601115633272.chn?fbclid=IwZXh0bgNhZW0CMTEAAR0gCq068odDwfaVarWXMrVzKJsb5N8mA7iQBstez2vOEGsFuEzu6c2XlSg_aem_AcxQFSkDhP9A9hf7e1nWIyBRpzUs6iL9wF0qP3p0ABLJ4FzSDldhLOZLzi9adCYt-RhJ7elval4J1vy0KIB-0uoU Ngân hàng rao bán dự án nghỉ dưỡng nghìn tỷ bà Trương Mỹ Lan từng thâu tóm Ngân hàng TMCP Công Thương Việt Nam - Chi nhánh Thủ Thiêm (VietinBank Thủ Thiêm) vừa thông tin về việc tìm đơn vị bán đấu giá khoản nợ của Công ty Cổ phần Greenhill Village - doanh ng
BDS-CURATED-0381,NOXH đang đánh giá khoảng 15Km Trên dưới 20 Triệu/m2 Giá đất UBND MT đường DT742 5 Triệu/m2 Theo Tổng mức đầu,thực hiện là KHÔNG khả thi. KẾT LUẬN,8,đang đánh giá thực hiện là KHÔNG khả thi. KẾT LUẬN,name_missing_or_sentence,"[] P.ĐT khảo sát giá thị trường các sản phẩm xung quanh có thông tin như sau: Hạng Mục Đơn giá Giá đất ở ngoài KCN Vsip II 10 Triệu/m2 - 15 Triệu/m2 Giá đất KDC trong KCN Vsip II Trên dưới 15 Tr/m2 Giá căn hộ Tecco Felice (NOTM) Gần trung tâm Tp Tân Uyên, cách dự án NOXH đang đánh giá khoảng 15Km Trên dưới 20 Triệu/m2 Giá đất UBND MT đường DT742 5 Triệu/m2 Theo Tổng mức đầu tư ước tính từ suất vốn đầu tư của Bộ xây dựng để tính toán giá bán căn hộ nhà xã hội hiện nay, P.ĐT đánh giá: Giá căn hộ NOXH ước tính khoảng 23 Triệu/m2 - 25 Triệu/ m2 cao hơn 50%-60% giá đất ở KDC xung quanh dự án. Giá bán căn hộ NOXH gần tương đương với mức giá căn hộ Tecco Felice (NOTM) tại Tp.Tân Uyên. => Do đó, sản phẩm NOXH cho dự án đang đánh giá thực hiện là KHÔNG khả thi. KẾT LUẬN: Với các nội dung đánh giá và phân tích, P.ĐT đề xuất KHÔNG tiếp tục nghiên cứu 2 dự án trên. NOXH TÂN NHỰT, BÌNH CHÁNH - Google マイマップ NOXH TÂN NHỰT, BÌNH CHÁNH www.google.com Giá khu 2 này tính ra nhiu 1m by Unknown User"
BDS-CURATED-0423,phân lô (,phân lô,7,,narrative_sentence_name,"[2023-06-22] Tuan Tran-CEO 6/22/2023 10:42 AM Cho cụ thể, ví dụ lô E thì vị trí nào 47.5tr và vị trí nào 64.8tr 1 Like reaction. Tìm hiểu bên Nhơn Trạch xem dự án phân lô (... by Unknown User"
BDS-CURATED-0271,ở Thái à Bên Thái tuần này đang trong thời gian nghỉ,ở Thái à Bên Thái tuần này đang trong thời gian nghỉ... by Huy M - IM,7,,chat_or_attachment_subject,[2023-04-15] Unknown User 4/15/2023 11:20 AM Ủa tính mấy cái e gửi xong chưa Team cũng đang song song triển khai tính toán các dự án ở Thái à Bên Thái tuần này đang trong thời gian nghỉ... by Huy M - IM
BDS-CURATED-0404,Begin quote,"Begin quote, Tuan Tran-CEO , 12/18/2023 6",7,,chat_or_attachment_subject,"[2023-12-18] Huy M - IM 12/18/2023 6:49 PM Phương án 1 mình cũng có QH nhà noxh rồi ah. Tuy nhiên QH của PA1 nhà nước duyệt dân số chiếm chỉ 14.5% dân số của dự án Begin quote, Tuan Tran-CEO , 12/18/2023 6:4... by Huy M - IM"
BDS-CURATED-0283,by Huy M - IM,"của PLDA by Huy M - IM, has an attachment",8,,insufficient_project_evidence,"[2024-12-06] Huy M - IM 12/6/2024 8:01 AM Translate Anh gửi Mr Mike báo cáo KDC Việt An trước đây Và báo cáo đánh giá của PLDA by Huy M - IM, has an attachment"
BDS-CURATED-0459,này đâu có cái nào mình nghiên,này đâu có cái nào mình nghiên... by Unknown User,9,,chat_or_attachment_subject,[2023-07-07] Huy M - IM 7/7/2023 11:17 AM Chi tiết theo báo cáo đính kèm. 3 Du an sai Pham Trong Quan Ly Dat Dai - tinh Dong Nai.pdf Ủa mấy dự án này đâu có cái nào mình nghiên... by Unknown User
BDS-CURATED-0460,này đâu có cái nào mình nghiên cứu ta Bên Mr,v... by Huy M - IM,8,,chat_or_attachment_subject,[2023-07-07] Tuan Tran-CEO 7/7/2023 11:19 AM Ủa mấy dự án này đâu có cái nào mình nghiên cứu ta Bên Mr. Ka có gửi KĐT nghiên cứu đánh giá v... by Huy M - IM
BDS-CURATED-0300,tuy đạt hiệu quả đầu tư về mặt tính t,tuy đạt hiệu quả đầu tư về mặt tính t... by Huy M - IM,7,,narrative_sentence_name,[2024-12-06] Huy M - IM 12/6/2024 8:02 AM Và báo cáo đánh giá của PLDA 230529 BC PLDA da Viet An_Thuan An.docx Dự án tuy đạt hiệu quả đầu tư về mặt tính t... by Huy M - IM
