master_id,project_name,category,latest_report_date,map_urls,location,province_city,district_area,source_files,source_excerpt
BDS-MASTER-0408,định giá Link vị trí,google_my_maps_needs_open,,https://www.google.com/maps/d/edit?mid=1Yy94Bk_zJc1qdBIr51K9nl1FJ6GMm1g&usp=sharing,6 khu đất định giá Link vị trí:https://www.google.com/maps/d/edit?mid=1Yy94Bk_zJc1qdBIr51K9nl1FJ6GMm1g&usp=sharing Các khu đất định giá 2025.07.15_BAO CAO DINH GIA TAI SAN fn.pdf 2025.07.15_BAO CAO DINH GIA TAI SAN fn 1.,,,batch_338.txt,[] Phòng xin gửi đính kèm vị trí 6 khu đất định giá Link vị trí:https://www.google.com/maps/d/edit?mid=1Yy94Bk_zJc1qdBIr51K9nl1FJ6GMm1g&usp=sharing Các khu đất định giá 2025.07.15_BAO CAO DINH GIA TAI SAN fn.pdf 2025.07.15_BAO CAO DINH GIA TAI SAN fn 1.pdf Các khu đất định giá www.google.com
BDS-MASTER-0081,(GỒM VAT) – 4,no_map_link_matched,2025-09-11,,,,,batch_303.txt; batch_344.txt; batch_347.txt,"[2025-09-11] Thao L - INVT 9/11/2025 5:28 PM Edited Translate K.ĐT báo cáo anh Mr Mike1 -CEO về Phương án Thấp tầng Phú Gia Khiêm như sau: 1. CHI PHÍ DỰ ÁN (GỒM VAT) – 4,847TỶ - Chi phí M&A: 700 tỷ - Chi phí pháp lý: 55 tỷ - Chi phí Chuyển mục đích tiền sử dụng đất: 550 tỷ ~ 17.5tr/m2 (Gấp 3.1 lần Đơn giá Nhà nước Mặt tiền đường Bình Chuẩn 67) - Tổng chi phí xây dựng all in: 2,197 tỷ + Chi phí xây dựng Hạ tầng, cảnh quan allin trên tổng diện tích dự án: 48 tỷ ~ 1.42tr/m2 đất + Chi phí xây dựng Chung cư all in (2 block: 30 tầng + tum + 2 hầm, hoàn thiện cơ bản): 2,088tỷ ~ 13tr/m2 sàn (cao hơn dự án Phượng Hoàng 12.2tr/m2 khoảng 7%) + Chi phí xây dựng Nhà liên kế all in (4 tầng, hoàn thiện bên ngoài, thô bên trong): 42 tỷ ~ 6tr/m2 sàn + Chi phí xây dựng Nhà trẻ all in (hoàn thiện bên ngoài, thô bên trong): 19 tỷ ~ 5.9tr/m2 sàn + Chi phí xây dựng Nhà mẫu: 16.5 tỷ - Chi phí lãi vay: 158 tỷ v"
BDS-MASTER-0122,(VAT),no_map_link_matched,2025-10-01,,,,,batch_284.txt; batch_329.txt,"[2025-10-01] Thao L - INVT 10/1/2025 5:50 PM Edited Translate B. PHƯƠNG ÁN CĂN HỘ + OFFICETELL 1. TỔNG CHI PHÍ DỰ ÁN (VAT): 6,173tỷ - Tổng mức đầu tư: 4,655 tỷ, trong đó: + Chi phí tiền sử dụng đất thấp nhất: 715 tỷ (Đơn giá đóng TSDĐ của PGK gấp 4 lần đơn giá Nhà nước đường Bình Chuẩn 67 = tỷ lệ giữa đơn giá theo văn bản Phê duyệt đơn giá đất để tính TSDĐ của dự án A&K vào Q1.2025 và đơn giá nhà nước đoạn đường tọa lạc của dự án A&K = 4 lần) – Tạm tính vào thời điểm 2025 + Suất xây dựng căn hộ allin (VAT): 13tr/m2 sàn + Suất xây dựng officetel (VAT): 13.7tr/m2 sàn - Chi phí bán hàng (VAT) : 1,004 tỷ ~ 17% Doanh thu chưa VAT 2. TỔNG DOANH THU DỰ ÁN (VAT): 6,620 TỶ - Đơn giá trung bình căn hộ (chưa VAT, tim tường): 39.5tr/m2 sàn - Đơn giá trung bình Shophouse khối Căn hộ (chưa VAT, tim tường): 85tr/m2 sàn - Đơn giá trung bình Officetel (chưa VAT, tim tường): 42.3tr/m2 đất - Đơn giá trung "
BDS-MASTER-0070,1ha Sơn Trà,no_map_link_matched,2025-09-29,,,Đà Nẵng,,batch_248.txt; batch_286.txt,"[2025-09-29] Thanh L - INVT 9/29/2025 12:13 PM Translate Kính gửi Sếp Mr Mike1 -CEO, P.ĐT báo cáo cập nhật hiệu quả đầu tư dự án 1ha Sơn Trà, Đà Nẵng như sau: Thông tin Quy hoạch: + Diện tích đất: 10.063m2 + Hệ số sử dụng đất: 11.94 + Tổng diện tích sàn (bao gồm hầm, tầng kỹ thuật): 162.271m2 + Diện tích thương phẩm căn hộ: 74.619m2 (khoảng 915 căn hộ) + Số lượng phòng khách sạn: 175 phòng Hiệu quả dự án phần Căn hộ Tổng doanh thu căn hộ chưa VAT là: 6.763 tỷ đồng (Đơn giá giá căn hộ bao gồm VAT tại thời điểm mở bán 2027 là 90 Triệu/m2; Giá shophouse bao gồm VAT: 90 Triệu/m2) Tổng mức đầu tư chưa bao gồm VAT, bao gồm lãi vay là: 4.950 tỷ đồng (Đơn giá All in bao gồm VAT là 20 triệu/m2; Chi phí mua đất 1.347 tỷ đồng; Tiền sử dụng đất 1.188 tỷ đồng) Tổng chi phí hoạt động chưa VAT,15% doanh thu: 1.014 tỷ đồng Lợi nhuận trước thuế: 799 tỷ đồng LNTT/TMĐT: 16,13% Hiệu quả dự án phần Khách sạn"
BDS-MASTER-0413,3047583976353865173,no_map_link_matched,2022-08-22,,,,,batch_918.txt; batch_921.txt,[2022-08-22] Trieu Nguyen-PTDT 8/22/2022 5:34 PM Video bãi biển Quy Hòa gần khu vực hầm chui của dự án 3047583976353865173.mp4 Loading... KĐT gửi anh Tuan Tran-CEO báo cáo dự án... by Thao L - INVT --- [2022-08-22] Trieu Nguyen-PTDT 8/22/2022 5:34 PM Video bãi biển Quy Hòa gần khu vực hầm chui của dự án 3047583976353865173.mp4 KĐT gửi anh Tuan Tran-CEO báo cáo dự án... by Thao L - INVT
BDS-MASTER-0099,31 Trần Não,no_map_link_matched,,,,,,batch_115.txt; batch_166.txt; batch_199.txt,"[] Thao L - INVT 5/11 1:38 PM Edited Translate K.ĐT gửi anh Admin 01 báo cáo dự án 31 Trần Não như sau: I. TỔNG QUAN 02 PHƯƠNG ÁN: II. PHƯƠNG ÁN CĂN HỘ DỊCH VỤ KẾT HỢP VĂN PHÒNG VÀ TRUNG TÂM THƯƠNG MẠI 1. Chi phí xây dựng (VAT): 1,800 tỷ - Đơn giá XD Allin: 21.5tr/m2 (trong đó SĐT VP + hầm: 18.6tr/m2 - Dựa vào S.ĐT P.QS tính theo chuẩn VP Opal) - SĐT/CHDV: 3.1 tỷ/key 2. Doanh thu và Chi phí vận hành (VAT): - Tỷ lệ diện tích thương phẩm Văn phòng đạt khoảng 79%, CHDV chỉ khoảng 60% (nhiều tiện ích đi kèm) - Giá thuê và phí dịch vụ của văn phòng năm đầu: 38.5$/m2/tháng gồm VP: 33$/m²/tháng + phí dịch vụ 5.5$/m²/tháng; CPVH: 20% DT; Tỷ lệ tăng giá thuê 3%/năm - Giá thuê CHDV năm đầu: + Dài ngày chiếm 70%: 33tr/căn/tháng ~ 23.2$/m2/tháng + Ngắn ngày chiếm 30%: 1.6tr/căn/đêm ~ 33.9$/m²/tháng => Quy đổi trung bình đơn giá thuê CHDV năm đầu: 26.4$ /m²/tháng, CPVH: 50% DT; Tỷ lệ tăng giá thuê 5%"
BDS-MASTER-0335,31 Trần Não – PA4,no_map_link_matched,,,,,,batch_093.txt,"[] Thao L - INVT 5/20 3:20 PM Translate K.ĐT báo cáo anh Admin 01 về dự án 31 Trần Não – PA4: Full VP + tiện ích (gym, hồ bơi,…) như sau: I. Tóm tắt PA4: Tách một phần tầng 03 làm Hồ bơi 240m2 và 378 m2 làm các tiện ích như: + Giải khát 25 chỗ + Gym + Yoga/Fitness + Khu ăn uống 50 chỗ + WC, thay đồ => Phần tiện ích này sẽ đầu tư hoàn thiện full nội thất có thể đưa vào hoạt động ngay khi hoàn thành 1. Chi phí xây dựng (VAT): - Phương án 4 có tiện ích: 1.578 tỷ đồng (SĐT all-in ~19 tr.đ/m² sàn) - Phương án 3 không bố trí tiện ích: 1.525 tỷ đồng (SĐT all-in ~18.4 tr.đ/m² sàn) => Chi phí tăng thêm khoảng 54 tỷ đồng do đầu tư các hạng mục tiện ích nêu trên. 2. Doanh thu (VAT): a. Giá thuê VP - Q4.2030: 30.8$; tỷ lệ tăng giá: 2%/năm + Phí dịch vụ VP: 4 năm đầu: 5$, ổn định: 7$ + Chi phí vận hành VP: 20% + Tỷ lệ lắp đầy VP: Năm 1 (40%), Năm 2 (50%), Năm 3 (60%), Năm 4 (75%) và duy trì ổn định s"
BDS-MASTER-0336,31 ha,no_map_link_matched,2023-07-07,,,,,batch_803.txt,"[2023-07-07] Huy M - IM 7/7/2023 11:21 AM Bên Mr. Ka có gửi KĐT nghiên cứu đánh giá về việc nhận chuyển nhượng Dự án 31 ha, là dự án thành phần trong tổng dự án 465 ha thuộc khu Du lịch Đô thị Đại Phước (Swan Bay) à à by Unknown User"
BDS-MASTER-0209,386 ha là 84,no_map_link_matched,2025-07-15,,,Đồng Nai,Nhơn Trạch,batch_340.txt; batch_380.txt,"[2025-07-15] Hanh T - INVT 7/15/2025 6:20 PM Edited Translate P. ĐT báo cáo Sếp Mr Mike1 -CEO về sơ bộ tổng mức đầu tư cụm DA đấu thầu tại Nhơn Trạch, Đồng Nai như sau: Cụm DA Đấu thầu có tổng diện tích 386 ha gồm có 04 phân khu: PK3 (80 ha), PK4 (92ha), PK5 (129 ha), PK6 (85ha). Mỗi phân khu theo QH gồm có đất ở cao tầng và đất thấp tầng (Nhà liên kế và Biệt thự). Dựa trên thông số chỉ tiêu QH anh Tài gửi, P.ĐT tính sơ bộ tổng mức đầu tư cụm dự án 386 ha là 84.900 tỷ đồng ~ 220 tỷ đồng/ 1ha (giá bồi thường ~3 triệu đồng/m2, giá xây dựng áp theo QĐ của Suất vốn Bộ Xây Dựng 2025). Và Vốn chủ sở hữu tối thiểu cần ~15% Tổng mức đầu tư ~12.740 tỷ đồng. Thông số tổng quan từng phân khu: PK 3 ~ 80ha, TMĐT ~ 15.100 tỷ đồng, Vốn CSH>~2.265 tỷ đồng PK 4 ~ 92ha, TMĐT ~ 16.500 tỷ đồng, Vốn CSH>~2.470 tỷ đồng PK 5 ~ 129ha, TMĐT ~ 32.700 tỷ đồng, Vốn CSH>~4.900 tỷ đồng PK 6 ~ 85ha, TMĐT ~ 20.600 tỷ đ"
BDS-MASTER-0210,43ha - Dự án Tân phú,no_map_link_matched,,,,Bình Dương,Tân phú,batch_011.txt; batch_064.txt,"[] P.ĐT gửi anh Admin 01 tóm tắt PL sơ bộ của dự án 43ha - Dự án Tân phú, Bình Dương (Kim Oanh) như sau: Link: Công ty Kim Oanh liên quan gì đến vụ án 43ha “đất vàng” tại Bình Dương? Đối tác đang chào bán 13tr/m2 cho 43 ha (5,600 tỷ) ~ 30tr/m2 đất ở thương phẩm (theo 1/500 dự kiến đối tác đề xuất) và giá chào này theo hiện trạng dự án, không bao gồm TSDĐ và việc gỡ các vấn đề PL nêu trên => Đề xuất: Không nghiên cứu dự án này Công ty Kim Oanh liên quan gì đến vụ án 43ha “đất vàng” tại Bình Dương? Cơ quan điều tra Bộ công an vừa có Kết luận điều tra, đề nghị truy tố với các cá nhân trong vụ án liên quan đến gần 190ha đất tại Tổng Công ty Sản xuất – Xuất nhập khẩu Bình Dương (Tổng Công ty 3/2... ngaymoionline.com.vn Cứ nghiên cứu đi xem lợi nhuận sao e by Admin 01 --- [] P.ĐT gửi anh Admin 01 tóm tắt PL sơ bộ của dự án 43ha - Dự án Tân phú, Bình Dương (Kim Oanh) như sau: Link: Công ty Kim "
BDS-MASTER-0060,48 Nguyễn Thiện Thuật,no_map_link_matched,2025-05-07,,,,,batch_213.txt; batch_263.txt; batch_423.txt,"[2025-05-07] Hanh T - INVT 5/7/2025 1:38 PM Edited Translate P.Đầu tư Báo cáo Anh Mr Mike1 -CEO về dự án 48 Nguyễn Thiện Thuật, P. Tân Lập, TP Nha Trang, Khánh Hoà (toạ lạc 02 mặt tiền đường Biệt Thự và đường Nguyễn Thiện Thuật, cách biển khoảng 350m) theo 02 phương án quy hoạch 20 tầng (được duyệt) và 32 tầng (dự định xin điều chỉnh) như sau: 1. Thông tin quy hoạch: Diện tích đất theo Giấy chứng nhận: 1.703,3 m2 Diện tích đất phù hợp quy hoạch: 1.655,2 m2 Chỉ tiêu quy hoạch theo phê duyệt 1/2000 (QÐ 816/QÐ-UBND ngày 27/03/2025) Hệ số sử dụng đất: 13 lần; Tầng cao: 20 tầng; Mât độ xây dựng: 60% Mục đích sử dụng đất: Đất hỗn hợp (nhóm nhà ở và dịch vụ) 2. Phương án thiết kế: 3. Thị trường : 4. Hiệu quả dự án: Dựa trên thông tin chi phí mua đất, suất vốn đầu tư xây dựng, chi phí bán hàng, chi phí tài chính và giá bán căn hộ tại thị trường khu vực thì cả 02 phương án đều không hiệu quả về m"
BDS-MASTER-0279,53ha Đà Nẵng),no_map_link_matched,,,,Đà Nẵng,,batch_372.txt,"[] P.ĐT báo cáo Sếp Mr Mike1 -CEO về việc tìm hiểu, nghiên cứu NĂNG LỰC nhà đầu tư tham gia đấu thầu (lấy ví dụ dự án 53ha Đà Nẵng) như sau: NGHIÊN CỨU SƠ BỘ NĂNG LỰC NHÀ ĐẦU TƯ KHI THAM GIA ĐẤU THẦU DỰ ÁN : Dựa trên các văn bản quy phạm pháp luật về Đất Đai, về Đấu Thầu, cụ thể là NĐ 115/2024/NĐ-CP hướng dẫn Luật Đấu thầu về lựa chọn nhà đầu tư, P.ĐT tìm hiểu và tóm tắt lại sơ bộ yêu cầu năng lực nhà đầu tư cho dự án 50 ha như sau: Sơ bộ tổng mức đầu tư dự án khoảng: 15.000 tỷ đồng (~300 tỷ đồng/1ha), trong đó: CP bồi thường, GPMT 1.000 tỷ đồng /DA 50ha (khoảng 2 triệu đồng/m2 tính bình quân không phân biệt loại đất) CP đầu tư xây dựng 12.500 tỷ đồng/ DA 50ha (theo Suất vốn BXD) Chi phí dự phòng 1.500 tỷ đồng/ DA 50ha (khoảng 10% CP bồi thường + CP đầu tư xây dựng). Theo đó, sơ bộ năng lực nhà đầu tư cơ bản gồm năng lực tài chính và năng lực kinh nghiệm thực hiện dự án, cơ bản như sau: "
BDS-MASTER-0280,600 tỷ,no_map_link_matched,,,,,,batch_042.txt,"[] Dạ trong bài tính gần nhất mình đang tính là: - Tiền mua dự án 600 tỷ, - Tiền sử dụng theo hệ số K mà đối tác báo: 120 tỷ => Tổng tiền liên quan đến đất là 720 tỷ Vậy lần này số liệu 690 tỷ này đã bao gồm luôn tiền sử dụng đất hệ số K luôn chưa ạ Begin quote, Hanh T - INVT, 5/28/2026 4:52 ... by Huy M - IM"
BDS-MASTER-0415,AN TON,no_map_link_matched,,,,,,batch_137.txt,[] Phòng xin gửi đính kèm báo cáo đầu tư của phòng ĐT và báo cáo đề xuất giá của phòng R&D. Trân trọng. 13042026_R&D_PA de xuat chi tiet KDC Doi An Ton (1) 1.pdf BANG TONG HOP 2 PHUONG AN - DA AN TON.pdf 23042026 BC DAU TU KDC AN TON.pdf Mai 15h báo anh này by Admin 01
BDS-MASTER-0416,Aeon Mall hơn 6,no_map_link_matched,2025-04-11,,,Đồng Nai,Biên Hòa,batch_464.txt,[2025-04-11] Huy M - IM 4/11/2025 5:03 PM https://vnexpress.net/dong-nai-khoi-cong-du-an-aeon-mall-hon-6-000-ty-dong-4837704.html Đồng Nai khởi công dự án Aeon Mall hơn 6.000 tỷ đồng Trung tâm thương mại Aeon Mall Biên Hòa khởi công sáng nay giữa trung tâm cù lao Hiệp Hòa với vốn đầu tư hơn 6.000 tỷ đồng. vnexpress.net Link https://znews.vn/hien-trang-khu-dat-su... by Huy M - IM
BDS-MASTER-0238,Ana Mandara Villas Dalat Resort & Spa,no_map_link_matched,,,,,,batch_678.txt,"[] P.ĐT báo cáo anh Tuan Tran-CEO, đánh giá và đề xuất 2 tài sản cho thuê đặc thù của DLR như sau: 1/ Thông tin về Hợp đồng cho thuê của 2 tài sản Hòa Bình và Khu Lê Lai Khu Lê Lai: Đối tượng hợp đồng: 15 căn biệt thự và toàn bộ diện tích đất cho thuê lại của UBND tỉnh Lâm Đồng, khoảng 3,4ha Thời hạn thuê: thuê nhà và thuê lại đất gắn liền với nhà: 50 năm (từ ngày 03/09/2003 đến ngày 02/09/2053) Giá cho thuê năm 2024: 650tr/năm ~54 tr/tháng (đã bao gồm VAT) bao gồm: + Toàn bộ 15 biệt thự: 433tr/năm (đã bao gồm VAT, giá này từ năm 2003 và được áp dụng trong suốt thời hạn thuê) + Giá thuê lại đất của Nhà Nước 2024: 217tr/năm Hòa Bình: Đối tượng hợp đồng: thuê nhà theo hiện trạng (toà nhà hiện nay đã được Sacombank cải tạo, xây mới) gắn liền với cho thuê lại QSD đất Thời hạn thuê: thuê nhà và gắn liền với thuê lại QSD Đất: 50 năm (từ ngày 24/6/2004 đến ngày 24/06/2054) Giá cho thuê năm 2024"
BDS-MASTER-0239,Aqua City và Swan Bay,no_map_link_matched,2023-06-06,,"AquaCity tốt hơn, gần khu dân cư động đúc hơn, dễ dàng kết nối ra thành phố Biên Hòa, vị trí dự án có thể làm khu đô thị ở, nghỉ dưỡng kết hợp thương mại, trong khi đó tại SwanBay vị trí biệt lập trên đảo, chỉ thích hợp",,Biên Hòa,batch_854.txt; batch_862.txt; batch_864.txt,"[2023-06-06] Unknown User 6/6/2023 6:04 PM K.ĐT báo cáo anh Tuan Tran-CEO về so sánh giá giữa dự án Aqua City và Swan Bay như sau: 📷 Image … Ai làm báo cáo này ok quá nha 1 Heart reaction. Image by Unknown User --- [2023-06-06] Unknown User 6/6/2023 6:04 PM K.ĐT báo cáo anh Tuan Tran-CEO về so sánh giá giữa dự án Aqua City và Swan Bay như sau: 📷 Image … Làm thêm so sánh với Swan park nha 1 Heart reaction. 1 Like reaction. Begin quote, Binh Vo-GD-PTDT , 6/6/2023 10:... by Unknown User --- [2023-06-06] Sinh Nguyen-Dau Tu 6/6/2023 6:04 PM K.ĐT báo cáo anh Tuan Tran-CEO về so sánh giá giữa dự án Aqua City và Swan Bay như sau: Swan Bay Aqua City Chiết khấu Hầu như các phân khu không có sản phẩm cắt lỗ so với thời điểm T5/2022 1/ Khách hàng thanh toán theo phương án chuẩn, cắt lỗ khá ít khoảng vài trăm triệu (5 – 10%). 2/ Khách hàng cắt lỗ nhiều nhất là khách vay, cắt lỗ lên đến 20% tương đươn"
BDS-MASTER-0082,Bale tại Mũi Né,no_map_link_matched,2023-06-09,,"+ Dự án nằm tại hẻm của đường Nguyễn Đình Chiểu (đường ven biển), không có mặt tiền biển hay mặt tiền đường ven biển, cách bãi biển khoảng 500m, có khu dân cư chắn ngang ở hướng ra biển 2/ Tham khảo đánh giá của Phòng Ph",,,batch_850.txt; batch_881.txt,"[2023-06-09] Trieu Nguyen-PTDT 6/9/2023 5:47 PM Edited KĐT gửi anh Tuan Tran-CEO đánh giá lại dự án Bale tại Mũi Né, Phan Thiết, có giá chào bán được điều chỉnh giảm còn 2.000.000 đồng/m2 đất kèm theo cam kết chủ đầu tư hoàn thành việc cấp phép đóng tiền thuê đất 1 lần, hoàn thành đường kết nối và công tác đền bù, cụ thể: 1/ Vị trí: + Dự án nằm tại hẻm của đường Nguyễn Đình Chiểu (đường ven biển), không có mặt tiền biển hay mặt tiền đường ven biển, cách bãi biển khoảng 500m, có khu dân cư chắn ngang ở hướng ra biển 2/ Tham khảo đánh giá của Phòng Pháp lý a/ Pháp lý đất: Đất thương mại dịch vụ trả tiền thuê đất hàng năm đến năm 2059 b/ Pháp lý đầu tư: Dự án được phép bán – cho thuê công trình xây dựng trên đất, đối chiếu các quy định hiện hành liên quan thì Dự án đủ điều kiện để tách (các) Quyền sử dụng đất riêng rẽ theo QHCT 1/500 đã duyệt sau khi hoàn tất xây dựng công trình, cụ thể: + "
BDS-MASTER-0339,Begin quote,no_map_link_matched,2023-12-18,,,,,batch_717.txt,"[2023-12-18] Huy M - IM 12/18/2023 6:49 PM Phương án 1 mình cũng có QH nhà noxh rồi ah. Tuy nhiên QH của PA1 nhà nước duyệt dân số chiếm chỉ 14.5% dân số của dự án Begin quote, Tuan Tran-CEO , 12/18/2023 6:4... by Huy M - IM"
BDS-MASTER-0152,Bất động sản khảo sát,no_map_link_matched,2023-06-19,,"Xã Phú Thạnh, Huyện Nhơn Trạch, Tỉnh Đồng Nai Đường Long Thuận, P. Trường Thạnh, Quận 9, HCM Đường số 8, Phường Long Phước, Quận 9, HCM Đường số 8, Phường Long Phước, Quận 9, HCM Số 86 đường Cầu Đình, Phường Long Phước,",Đồng Nai,Q.9,batch_836.txt; batch_889.txt,"[2023-06-19] Sinh Nguyen-Dau Tu 6/19/2023 11:02 AM K.ĐT báo cáo anh Tuan Tran-CEO về so sánh giá Diamond Island Q.9, các dự án ở P.Long Phước và Swan Park như sau: 1/ Kết nối hạ tầng giao thông 2/ Tổng hợp thông tin dự án Bất động sản khảo sát: Tên dự án Swan Park Diamond Island, Quận 9 Việt Nhân Blue Diamond Riverside Việt Nhân Long Phước 123 (Việt Nhân 1234) Saigon Garden Riverside Village Chủ đầu tư Tập đoàn CFLD – Trung Quốc & Tín Nghĩa Group Cá nhân, đơn vị PTDA Vạn Phát Đạt Công ty BĐS Việt Nhân Công ty BĐS Việt Nhân Tập đoàn Hưng Thịnh Vị trí Xã Phú Thạnh, Huyện Nhơn Trạch, Tỉnh Đồng Nai Đường Long Thuận, P. Trường Thạnh, Quận 9, HCM Đường số 8, Phường Long Phước, Quận 9, HCM Đường số 8, Phường Long Phước, Quận 9, HCM Số 86 đường Cầu Đình, Phường Long Phước, Quận 9, Tp.HCM Quy mô 941.5 ha 10 ha, hơn 300 nền 9 ha, gần 800 nền Khoảng 700 nền 30ha, 168 nền Loại hình sản phẩm Nhà phố,"
BDS-MASTER-0283,Cty Định Giá Việt,no_map_link_matched,2025-11-06,,,,,batch_246.txt,"[2025-11-06] Thoi L - ASST. 11/6/2025 5:32 PM Translate Huy M - IM Anh gửi Huy xem qua b/c định giá của Fenica để rà soát điều chỉnh và b/c Sếp, nếu cần nhé. PP so sánh trực tiếp đề xuất giá bán trung bình là 38.4tr/m2. Fenica- Dự thảo định giá DA - Cty Định Giá Việt.pdf Begin quote, Thoi L - ASST. , 11/6/2025 5:3... by Huy M - IM"
BDS-MASTER-0061,Cát Lái Sky Habitat H2-02,no_map_link_matched,,,"KDC Cát Lái, Tp.Hồ Chí Minh Diện tích: 7,988.9 m2 Chủ Đầu tư: Công ty CP Phú Gia Thông số quy hoạch Lô H2-02 như sau: - Tầng cao: 25 - Hệ số: 5 - MĐXD: 40% - Dân số: 988 II. PA quy hoạch Căn cứ hồ sơ TKCS phát hành 05/20",Hồ Chí Minh,,batch_073.txt; batch_085.txt; batch_141.txt,"[] Dạ P.ĐT báo cáo sếp Admin 01 dự án H2-02 (Sky Habitat) thuộc KDC Cát Lái I. Thông tin tổng quan: 📷 Lô H2-02 thuộc KDC Cát Lái có CĐT là Công ty Invesco. Năm 2014, Invesco đã chuyển nhượng lại 2 lô… Check kỹ lại xem, kêu bên Phòng Kinh Doanh đánh giá xem giá bán ổn không, số lượng ít vậy thì hạn chế bán hàng như thế nào Ok Sếp. Sáng PĐT cũng khảo sát hiện trạng k... by Huy M - IM --- [] Dạ P.ĐT báo cáo sếp Admin 01 dự án H2-02 (Sky Habitat) thuộc KDC Cát Lái I. Thông tin tổng quan: Lô H2-02 thuộc KDC Cát Lái có CĐT là Công ty Invesco. Năm 2014, Invesco đã chuyển nhượng lại 2 lô H2-02 và H2-05 cho Công ty Phú Gia. Năm 2023, Công ty Phú Gia được phê duyệt CTĐT dự án xây dựng chung cư trên lô H2-02. Vị trí: KDC Cát Lái, Tp.Hồ Chí Minh Diện tích: 7,988.9 m2 Chủ Đầu tư: Công ty CP Phú Gia Thông số quy hoạch Lô H2-02 như sau: - Tầng cao: 25 - Hệ số: 5 - MĐXD: 40% - Dân số: 988 II. PA quy hoạ"
BDS-MASTER-0340,Diamond Island Q,no_map_link_matched,2023-06-22,,", giá bán của dự án Diamond Island Q.9 theo hình ảnh bên dưới: 📷 Giá này là giá thị trường đang rao bán hã, thấy ko hợp lý. Ví dụ: + Lô C 3 và A2 3 ( 64.8m vs 66.8m, 54tr vs 59.9tr): đối diện nhau, cùng 1 đường mà giá ch",,Q.9,batch_821.txt; batch_830.txt,"[2023-06-22] Unknown User 6/22/2023 2:57 PM K.ĐT gửi anh Tuan Tran-CEO chi tiết vị trí, giá bán của dự án Diamond Island Q.9 theo hình ảnh bên dưới: 📷 Giá này là giá thị trường đang rao bán hã, thấy ko hợp lý. Ví dụ: + Lô C 3 và A2 3 ( 64.8m vs 66.8m, 54tr vs 59.9tr): đối diện nhau, cùng 1 đường mà giá chênh nhau 10% + Lô E 1 và E 2: cùng 1 đường mà giá 54.3 vs 64.8 + Lô E 4: đường bé mà giá 58.3 cao hơn cả E1 đường lớn Begin quote, Tuan Tran-CEO, 6/23/2023 10:09... by Unknown User --- [2023-06-22] Unknown User 6/22/2023 10:42 AM Cho cụ thể, ví dụ lô E thì vị trí nào 47.5tr và vị trí nào 64.8tr 📄 Screen Shot 2023-06-22 at 10.41.17.png K.ĐT gửi anh Tuan Tran-CEO chi tiết vị trí, giá bán của dự án Diamond Island Q.9 theo hình ảnh bên dưới:"
BDS-MASTER-0285,Felicia,no_map_link_matched,,,,,,batch_005.txt,"[] Huy M - IM 6/30 11:01 AM Chiều nay a báo lại Sếp à Sau khi Phòng đầu tư nhận được thông tin củ... by Hoa D - CVDT, has an attachment. 6/30 5:20 PM Edited Hoa D - CVDT Sau khi Phòng đầu tư nhận được thông tin của anh David Cường, P. Đầu tư xin báo cáo lại Sếp Admin 01 về dự án Felicia: Giả định 1. Doanh thu ADR: 2.55tr/phòng/đêm OCC: năm đầu 75%, ổn định 88% % Tăng giá: 5% mỗi năm 2. Chi phí Chi phí đầu tư: 1,000 Tỷ VNĐ % Chi phí HĐKD: năm đầu 52%, ổn định 46% Dựa theo các dự án của đang triển khai, P. Đầu tư bổ sung thêm các chi phí sau GOP như sau: FF&E: 3% Doanh thu (Chi phí dự trù cho việc sửa chữa cải tạo dự án) Phí Quản lý: 4% Doanh thu Phí Bảo hiểm: 0.1% TMĐT 3. Bảng so sánh sau khi thêm các chi phí của P Đầu Tư Bao Cao Khach_San_Felicia.pdf"
BDS-MASTER-0185,Fenica,no_map_link_matched,,,,,,batch_191.txt,"[] Thao L - INVT 3/18 1:12 PM Edited Translate K.ĐT báo cáo anh Admin 01 về cập nhật dự án Fenica như sau: 1. LÃI VAY XÂY DỰNG DỰ ÁN & SUẤT ĐẦU TƯ a. Lãi vay XD: 7% b. SĐT: 675 tỷ Tính từ mức 646 tỷ (đã bao gồm các điều chỉnh trước đó từ 633 tỷ và tăng các chi phí quản lý dự án và nâng cấp hoàn thiện: cửa gỗ An Cường, khóa từ Hafele, tủ bếp An Cường, chậu và vòi rửa Hafele), chi phí tiếp tục tăng do: Điều chỉnh tỷ lệ dự phòng từ 7% lên 12%, tương ứng +29 tỷ. ⇒ Mức tăng chi phí thực khoảng 11 tỷ so với phương án trước , sau khi bù trừ với việc: Không phát sinh thêm chi phí thiết kế mặt ngoài (façade), sảnh Không tăng chi phí TBVS c. So sánh: 2. SHOPHOUSE - PRD đề xuất giá bán tim tường chưa VAT: 57.57tr/m2 - P.ĐT tạm tính giá bán tim tường chưa VAT: 52.5tr/m2 – phương án thận trọng 3. CHI PHÍ BÁN HÀNG a. Cập nhật lại chi phí hỗ trợ lãi vay: 3.45% => CPBH: 15.6%, chi tiết như sau: Lùi tiến"
